contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Isaäc Hubertstraat 153 (rechts),0599::SB172,3034 CS,1301,282,2,12,0,0,0,249,47,0,0,0,0,0,0,296,19,50,56,38,41,37,18,4,1,3,13,1,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Paulus Potterstraat 76 (rechts),0599::SB173,3061 ZW,1276,351,4,3,0,1,0,307,52,0,0,0,1,0,0,359,63,39,33,30,43,88,22,6,0,7,17,0,3,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Willem Ruyslaan 17 (rechts),0599::SB174,3061 TT,1312,601,1,2,0,0,0,535,71,0,0,0,2,0,0,606,172,74,41,40,55,120,42,10,2,4,36,1,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Noorderhavenkade 8 (rechts),0599::SB175,3038 XG,1179,428,0,2,0,1,0,391,38,0,0,1,0,0,0,429,66,58,25,29,53,91,45,21,1,5,32,0,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jan Greshoffstraat 5 (rechts),0599::SB176,3069 WG,1200,424,1,0,0,0,0,376,49,0,0,0,0,0,0,425,31,64,87,30,76,47,17,17,5,23,20,2,2,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schepenstraat 69 (rechts),0599::SB177,3039 NC,1072,477,3,6,0,0,0,440,46,0,0,0,0,0,0,486,36,68,29,26,69,112,78,12,2,10,32,0,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Van Vlooswijkstraat 2A (rechts),0599::SB178,3039 TP,1475,721,5,0,0,0,0,661,65,0,0,0,0,0,0,726,118,85,50,34,77,163,93,26,9,13,45,0,0,8
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Robert van 't Hoffstr. 10 (rechts),0599::SB179,3059 PN,1478,532,1,1,0,0,0,458,75,0,0,1,0,1,0,533,183,57,61,49,15,88,21,20,8,10,17,2,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Meidoornstraat 55 (rechts),0599::SB180,3036 WC,1180,272,0,1,0,0,0,234,39,0,0,0,0,0,0,273,12,53,39,36,47,34,21,2,1,3,19,5,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oranjestraat 6 (rechts),0599::SB181,3043 TN,1244,333,2,2,0,0,0,293,44,0,0,0,0,0,0,337,43,33,86,28,33,24,24,15,4,17,23,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Erasmusstraat 26 (rechts),0599::SB182,3035 LE,1329,365,1,3,0,1,0,329,42,0,1,0,2,0,0,371,34,47,56,32,71,57,28,2,5,6,19,5,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Henegouwerlaan 53B (links),0599::SB183,3021 CS,1630,318,2,3,0,0,0,283,40,0,0,0,0,0,0,323,41,51,16,12,41,76,53,6,1,3,15,2,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kipstraat 37 (rechts),0599::SB184,3011 RS,1427,538,1,3,0,1,0,503,38,0,0,1,0,0,0,541,118,65,52,36,45,132,32,10,3,14,21,1,7,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Marcel Duchampplein 801 (midden),0599::SB185,3059 RB,1398,418,0,3,2,0,0,357,62,0,0,2,0,0,0,419,121,31,52,38,28,69,14,24,2,16,16,4,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bergsingel 152 (rechts),0599::SB186,3037 GM,1161,559,2,1,0,1,0,513,48,0,0,1,0,0,0,561,64,71,29,28,80,132,78,22,5,5,43,1,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maria Wesselingstraat 14 (rechts),0599::SB187,3065 GA,1283,678,1,3,1,0,0,593,87,0,0,2,0,1,0,680,132,61,121,75,69,96,28,18,11,23,41,0,3,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nieuwe Ommoordseweg 97 (rechts),0599::SB188,3068 BS,1036,497,4,4,2,0,0,454,49,0,0,2,0,0,0,503,70,52,114,41,60,49,34,29,4,14,25,2,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Van Bassenstraat 19 (rechts),0599::SB189,3067 XC,1300,466,4,5,2,0,0,430,47,0,0,0,2,0,0,477,69,43,70,54,50,60,36,16,12,23,29,1,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Adriaen van der Doeslaan 155,0599::SB190,3054 EC,678,289,0,1,0,0,0,261,29,0,0,0,0,0,0,290,117,26,14,31,6,60,21,4,0,2,7,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Lugt 17,0599::SB191,3043 CJ,1193,647,6,5,0,0,0,577,81,0,0,0,0,0,0,658,72,63,114,51,68,112,57,18,7,32,47,1,1,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Clara Egginkstraat 4 (rechts),0599::SB192,3066 JG,1410,447,1,3,1,0,0,403,45,3,0,3,0,0,0,448,72,51,88,49,56,54,19,10,2,20,26,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Joliotplaats 4,0599::SB193,3069 JJ,1179,537,4,0,0,0,0,496,45,0,0,0,0,0,0,541,57,65,110,47,97,46,20,6,5,54,29,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau West-Kruiskade 54,0599::SB194,3014 AW,1386,309,5,3,0,0,0,276,40,0,0,1,0,1,0,316,23,68,20,16,87,43,22,1,1,9,18,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nieuwe Binnenweg 33,0599::SB196,3014 GC,837,449,1,1,0,1,0,410,42,0,0,0,1,0,0,452,55,74,39,28,42,103,55,6,4,10,30,0,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Argonautenweg 23,0599::SB197,3054 RP,1156,511,1,6,0,0,0,469,49,0,0,0,0,0,0,518,95,37,84,39,72,81,33,4,6,21,33,1,4,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Goudseplein 245,0599::SB198,3031 ZH,1528,473,5,5,0,0,0,446,37,0,0,0,0,0,0,483,46,75,117,25,70,47,18,6,3,33,30,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ringvaartweg 125 (rechts),0599::SB199,3065 AC,1014,532,1,0,0,1,0,460,74,0,0,0,1,0,0,534,175,67,39,39,27,104,32,10,2,23,10,0,0,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Coolsingel 40 (rechts),0599::SB200,3011 AD,958,521,1,3,10,0,2,485,48,0,0,0,10,0,0,535,104,66,39,34,47,135,46,9,1,6,29,1,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hoogstraat 110 (rechts),0599::SB201,3011 PV,0,177,0,0,0,0,1,161,15,0,0,0,0,0,0,177,21,21,22,10,23,35,32,7,1,0,4,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sparta Park West 18,0599::SB202,3027 VZ,1660,263,2,1,0,0,0,216,50,0,0,0,0,0,0,266,16,35,25,20,48,42,26,23,3,8,14,1,2,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Blijvenburgstraat 120,0599::SB203,3042 KE,1067,300,3,3,0,0,0,284,22,0,0,0,0,0,0,306,56,48,65,30,28,33,11,5,2,14,7,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Boompjes 680 (rechts),0599::SB204,3011 XZ,749,296,1,0,0,1,0,262,34,0,0,1,0,0,0,296,76,39,27,18,21,71,16,4,0,8,15,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Marcel Duchampplein 801 (rechts),0599::SB205,3059 RD,1515,515,0,1,2,0,0,423,91,0,0,2,0,0,0,514,150,49,82,45,29,86,10,24,3,23,8,3,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rijnhoutplein 3,0599::SB206,3014 TZ,761,355,2,0,0,0,0,322,35,0,0,0,0,0,0,357,51,61,14,18,27,102,52,5,0,3,22,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schommelstraat 69 (rechts),0599::SB207,3035 CG,1365,408,5,2,0,1,0,360,54,0,0,1,0,0,0,414,26,62,53,44,68,66,45,10,2,2,28,1,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Paradijsplein 1 (rechts),0599::SB208,3034 SL,1089,325,2,5,0,0,0,293,39,0,0,0,0,0,0,332,46,40,41,10,46,66,42,3,4,7,15,1,4,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Slaak 15 (rechts),0599::SB209,3061 CR,1128,390,1,1,0,0,0,350,42,0,0,0,0,0,0,392,51,62,53,31,44,77,34,7,2,7,16,4,2,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Looiershof 1 (rechts),0599::SB210,3024 CZ,1072,165,0,0,0,0,0,155,10,0,0,0,0,0,0,165,18,22,13,11,16,32,22,3,1,8,18,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rösener Manzstraat 80 (rechts),0599::SB211,3026 TV,1109,258,2,6,1,0,0,224,43,0,0,0,0,0,0,267,16,46,22,21,38,38,28,26,5,4,13,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Henegouwerlaan 53B (rechts),0599::SB212,3021 CS,1521,287,1,0,0,1,1,257,30,0,0,0,0,0,0,288,38,48,13,19,23,61,52,7,2,3,20,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hesseplaats 441 (rechts),0599::SB213,3069 EA,1078,538,0,4,1,0,0,485,56,0,0,1,0,0,0,541,46,55,110,63,85,60,28,13,4,40,31,2,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Debussylaan 11,0599::SB214,3055 TE,635,348,0,1,0,0,0,290,57,0,0,2,0,2,0,347,147,22,25,28,11,79,15,3,4,5,9,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Larikslaan 200 (rechts),0599::SB215,3053 LG,1046,697,2,3,0,0,1,628,75,0,2,0,2,0,0,704,140,75,62,47,46,136,96,23,8,20,37,1,1,5
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nansenplaats 2 (rechts),0599::SB216,3069 CV,805,314,1,1,0,0,0,280,36,0,0,0,0,0,0,316,38,33,58,30,33,44,11,10,4,30,22,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Eudokiaplein 35 (rechts),0599::SB217,3037 BT,596,436,3,3,0,0,0,396,46,0,0,0,0,0,0,442,60,64,43,28,59,85,49,14,2,8,23,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Lloydstraat 300,0599::SB218,3024 EA,790,313,2,0,0,1,0,286,31,0,1,0,2,0,0,317,66,42,21,11,26,79,48,3,1,2,13,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oostzeedijk 276 (rechts),0599::SB219,3063 CA,985,360,2,2,1,1,0,329,37,0,0,0,2,0,0,366,102,49,36,24,20,79,14,3,6,8,14,1,4,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau s-Gravenweg 451,0599::SB220,3065 SC,1050,601,1,2,0,0,0,526,78,0,0,0,0,0,0,604,225,39,57,58,18,143,17,11,9,9,8,2,3,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vredehofweg 13 (rechts),0599::SB221,3062 EK,872,546,0,2,0,0,0,475,73,0,0,0,0,0,0,548,225,43,21,35,13,138,37,4,8,2,19,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Mercatorweg 50 (rechts),0599::SB222,3151 CJ,1745,352,0,0,0,0,1,310,41,0,0,0,0,0,0,352,100,14,83,28,33,34,7,14,3,10,23,2,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jan Kruijffstraat 230,0599::SB223,3026 VP,738,218,2,2,0,0,0,208,14,0,0,0,0,0,0,222,31,43,21,7,21,40,24,7,1,8,13,0,2,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Centraal Station (links),0599::SB241,3013 AJ,0,1537,11,10,0,0,1,1462,95,0,0,0,0,0,0,1558,244,188,80,85,130,451,206,35,14,13,82,1,4,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Burgemeester Oudlaan 50,0599::SB242,3062 PA,0,521,1,5,0,1,1,506,21,0,0,0,1,0,0,528,195,59,6,28,11,166,20,11,6,1,12,0,5,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Prins Alexanderplein 14-21,0599::SB243,3067 GC,0,157,1,1,0,0,0,146,13,0,0,0,0,0,0,159,31,26,16,8,23,23,12,5,0,8,5,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Mobiel 1,0599::SB244,0000 ZZ,0,272,0,1,0,0,0,261,12,0,0,0,0,0,0,273,29,32,50,60,33,16,7,4,2,28,9,2,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Mobiel 2,0599::SB245,0000 ZZ,0,88,0,0,0,0,0,85,3,0,0,0,0,0,0,88,6,21,16,13,8,4,0,8,2,5,4,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maasstadweg 21,0599::SB246,3079 DZ,0,172,1,0,0,0,0,154,19,0,0,0,0,0,0,173,26,20,31,6,27,25,6,5,10,5,11,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Centraal Station (rechts),0599::SB247,3013 AJ,0,609,4,2,0,0,6,575,34,0,0,0,0,0,0,615,71,83,42,27,71,149,77,18,10,2,49,3,3,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Cranendonckweg 40 (links),0599::SB301,3077 LA,1673,481,2,4,2,0,0,423,66,0,0,0,2,0,0,489,53,36,127,46,56,34,24,38,19,16,25,5,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Van Wijngaardenlaan 1,0599::SB302,3078 JP,921,353,1,0,0,1,0,323,32,0,0,0,1,0,0,355,46,38,90,29,42,30,13,17,6,14,23,0,1,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Koninginneweg 228,0599::SB303,3078 GS,979,308,3,3,0,0,1,273,40,0,0,0,0,0,0,314,15,41,68,27,47,28,9,16,14,14,21,6,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Max Havelaarweg 55 (links),0599::SB304,3193 VA,1087,185,0,0,0,0,0,166,19,0,0,0,0,0,0,185,20,23,54,19,18,16,3,7,1,14,8,2,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Aalsdijk 16 (links),0599::SB305,3079 RK,1260,288,2,1,0,0,0,266,25,0,0,0,0,0,0,291,16,36,69,23,49,22,14,8,8,20,15,7,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Katendrechtsestraat 61,0599::SB306,3072 NS,1602,583,7,3,2,0,0,508,87,0,0,0,2,0,0,595,64,78,125,21,86,78,57,10,3,27,30,0,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Molenvliet 208 (links),0599::SB307,3076 CM,866,434,2,5,0,0,0,420,21,0,0,0,0,0,0,441,33,60,104,38,53,48,16,21,9,22,15,10,1,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Lede 117,0599::SB308,3075 HH,1300,535,3,2,0,0,0,475,65,0,0,0,0,0,0,540,16,38,213,23,118,36,24,9,12,28,17,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oldenoord 81,0599::SB309,3079 KG,1298,624,3,3,0,1,0,560,71,0,0,0,1,0,0,631,95,43,161,59,59,44,12,28,82,15,21,3,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bredenoord 124,0599::SB310,3079 JH,1529,428,4,7,0,1,0,407,31,0,0,1,0,0,0,438,38,33,100,32,61,53,7,22,16,34,21,6,1,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sparrendaal 91,0599::SB311,3075 ZK,1140,415,0,1,0,0,0,384,32,0,0,0,0,0,0,416,23,41,135,20,106,18,8,8,2,19,28,4,0,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Beukendaal 99,0599::SB312,3075 LC,1621,696,1,1,0,2,0,632,64,0,0,2,0,0,0,696,38,63,199,54,120,40,35,32,13,37,53,9,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Cor Kieboomplein 180,0599::SB313,3077 MK,1186,428,3,4,0,0,0,394,41,0,0,0,0,0,0,435,88,53,91,42,41,57,12,8,3,14,17,2,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nassauhaven 297 (links),0599::SB314,3071 JJ,1685,377,7,2,0,1,0,316,71,0,0,0,1,0,0,387,17,62,42,17,84,51,31,13,6,9,13,30,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Enk 134,0599::SB315,3075 VC,1062,389,0,5,0,0,0,353,41,0,0,0,0,0,0,394,5,34,134,22,86,24,13,10,7,27,25,1,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Prins Hendriklaan 22 (links),0599::SB316,3071 LE,1313,414,4,3,0,4,0,377,40,0,0,4,0,0,0,417,69,45,42,30,75,69,39,5,2,8,27,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Grote Hagen 98,0599::SB317,3078 RC,837,412,1,7,0,1,0,386,35,0,0,0,1,0,0,421,42,54,92,61,53,21,7,18,7,32,24,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hendrick Croesinckstraat 36,0599::SB318,3074 PG,843,191,2,5,0,0,0,170,28,0,0,0,0,0,0,198,8,34,30,14,41,27,8,9,7,3,5,5,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hillevliet 139,0599::SB319,3073 KP,1005,260,5,2,0,0,0,237,30,0,0,0,0,0,0,267,9,56,67,18,42,19,1,10,1,7,13,12,3,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rollostraat 75,0599::SB320,3084 PM,1158,254,1,0,0,0,0,232,23,0,0,0,0,0,0,255,8,18,90,11,64,11,1,6,19,12,13,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vlasakkerstraat 12,0599::SB321,3074 WX,1335,235,1,3,0,1,0,214,28,0,2,0,3,0,0,242,7,38,61,14,43,28,6,7,5,2,6,17,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Immanuel Kantstraat 2,0599::SB322,3076 DK,1140,446,2,1,0,0,0,409,40,0,0,0,0,0,0,449,71,38,89,56,66,38,14,12,13,22,23,3,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stichtseplein 2,0599::SB323,3074 TN,1228,252,4,1,0,0,0,206,51,0,0,0,0,0,0,257,19,26,55,27,33,28,3,7,4,7,11,31,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nassauhaven 297 (rechts),0599::SB324,3071 JJ,1685,376,2,7,2,0,0,313,70,0,0,2,0,0,0,383,28,54,39,11,95,41,40,7,4,8,15,32,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Middelharnisstraat 153A,0599::SB325,3086 GG,1544,479,4,4,0,1,0,432,56,0,0,0,1,0,0,488,17,71,100,43,120,42,17,17,6,22,14,6,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stieltjesstraat 30,0599::SB326,3071 JX,1454,652,3,1,0,0,0,600,56,0,0,0,0,0,0,656,130,91,50,39,66,131,65,21,2,18,29,4,5,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Aalreep 8,0599::SB327,3192 SE,1095,460,0,1,2,4,0,409,46,0,0,6,0,0,0,455,48,50,105,51,67,49,11,13,5,34,20,3,0,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Lokhorst 200,0599::SB328,3085 WZ,1024,353,2,2,1,0,0,330,28,0,0,0,1,0,0,358,28,57,74,25,56,33,15,9,3,26,20,4,0,3
