contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nancy Zeelenberg,0599::SB391,3083 NA,1260,793,1,8,0,0,1,706,95,0,0,0,0,0,802,74,109,17,79,60,69,45,18,47,6,15,78,65,35,23,1,14,19,4,0,2,1,2,2,1,0,0,3,3,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Cromme Meth,0599::SB393,3191 TG,1188,870,0,4,0,5,0,778,101,0,0,5,0,0,879,147,183,28,100,41,74,34,23,28,9,10,14,101,18,31,4,7,3,1,0,0,1,5,0,6,0,2,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Carnissedreef,0599::SB394,3084 NN,988,541,2,5,0,0,0,482,66,0,0,0,0,0,548,50,80,8,63,27,48,27,15,37,7,3,55,45,23,9,5,8,13,4,3,1,6,0,0,0,2,0,0,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Aalsdijk,0599::SB395,3079 RK,1131,683,3,5,1,0,0,612,80,0,0,1,0,0,692,106,113,25,88,27,53,27,12,23,7,5,64,40,8,42,3,10,23,0,0,3,2,0,1,0,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool de Triangel,0599::SB397,3082 VW,1246,746,5,1,0,4,5,673,78,0,0,4,0,0,756,71,73,18,91,68,42,39,22,34,10,10,84,51,31,32,5,22,28,4,0,0,7,0,0,0,1,1,1,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Boomgaardshoek,0599::SB402,3191 RA,1251,781,0,0,0,2,1,688,94,0,0,2,0,0,783,166,171,21,66,31,71,30,10,31,10,6,7,62,13,44,6,10,6,1,1,2,4,8,0,1,0,1,0,0,1,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Villa Vonk,0599::SB404,3194 GS,1019,312,0,0,0,0,0,273,39,0,0,0,0,0,312,37,54,13,25,12,25,18,3,11,2,3,24,38,20,11,2,1,2,2,0,1,0,1,0,0,0,1,5,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Wilhelmina Charlois,0599::SB405,3031 VB,1286,521,7,3,0,0,0,454,77,0,0,0,0,0,531,43,74,10,52,58,28,31,26,27,8,5,50,25,26,9,7,16,12,1,0,2,7,0,0,1,1,1,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Waelestein,0599::SB407,3082 PX,1154,390,0,0,0,0,1,350,39,0,0,0,0,0,390,28,80,10,39,40,32,21,16,21,2,13,26,18,11,6,5,8,8,1,0,0,2,1,0,1,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Huiskamer 2.0,0599::SB408,3089 TE,1251,779,2,4,0,1,0,725,59,0,1,0,0,0,784,125,142,20,95,49,102,27,17,38,8,2,24,55,7,37,5,13,2,2,0,2,4,0,1,0,0,0,1,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool 't Prisma,0599::SB413,3193 TB,1099,492,0,5,0,0,2,419,76,0,0,0,0,0,497,73,90,14,65,21,42,39,12,24,3,0,30,30,20,9,4,0,9,1,0,1,0,1,1,1,0,0,2,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Nieuwe Persoonsdam,0599::SB414,3071 EE,965,290,1,2,0,0,2,225,66,0,0,0,0,0,293,20,16,4,20,15,20,12,8,5,1,1,96,18,16,1,1,7,20,2,0,0,2,0,0,0,0,0,3,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Publiekslocatie Rozenburg,0599::SB416,3181 HR,1071,793,3,5,0,4,1,717,87,0,0,4,0,0,805,155,150,57,75,23,57,24,22,35,8,10,30,75,5,35,14,4,3,2,0,0,2,2,3,0,0,0,0,1,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcentrum De Rozenburcht,0599::SB417,3181 LR,963,334,0,1,0,0,0,299,36,0,0,0,0,0,335,89,49,30,27,13,18,13,8,7,3,8,6,37,1,17,1,1,0,0,0,0,1,0,2,2,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweerkazerne Rozenburg,0599::SB421,3181 DA,1152,528,2,1,0,0,53,478,0,0,0,0,0,0,531,129,111,19,43,11,34,27,10,14,12,5,7,61,2,22,13,2,0,1,0,1,2,2,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WZC Blankenburg,0599::SB422,3181 BC,1074,775,5,3,0,1,1,703,78,0,1,0,0,0,782,171,180,38,63,26,54,29,6,21,12,6,28,69,2,40,7,3,3,3,0,1,5,4,0,0,0,1,0,2,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hogeschool InHolland Rotterdam,0599::SB426,3072 AG,1198,643,2,3,0,0,2,571,75,0,0,0,0,0,648,93,25,19,151,54,32,37,4,22,5,3,72,21,34,9,2,34,12,5,2,4,1,0,0,1,0,0,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk 't Klooster,0599::SB428,3072 EA,820,658,0,10,0,0,1,527,140,0,0,0,0,0,668,43,32,9,61,46,35,29,7,17,2,1,262,17,28,4,1,10,46,2,1,2,0,0,0,0,0,0,1,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stichting Muziektheater ""De Ontmoeting""",0599::SB430,3181 GK,1106,341,0,0,0,0,2,314,25,0,0,0,0,0,341,83,59,31,33,13,15,11,7,19,3,4,5,27,0,21,1,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Foyer Café Walhalla,0599::SB431,3072 AN,1220,804,0,4,0,0,10,738,60,0,0,0,0,0,808,131,35,21,246,85,28,43,12,44,1,2,19,15,33,15,4,45,12,0,1,0,5,1,0,2,0,0,1,3,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau B En Sv De Stormpolder,0599::SB436,3077 TH,1206,317,1,0,0,1,2,286,31,0,0,1,0,0,319,44,59,15,34,16,23,20,7,13,7,1,25,24,8,11,0,3,2,0,0,0,1,0,0,0,0,0,1,3,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Albeda College Restaurant VIPZ,0599::SB437,3071 AL,1201,369,0,0,0,0,1,303,65,0,0,0,0,0,369,34,23,5,54,18,22,20,11,12,1,0,91,10,22,8,1,6,28,0,0,0,0,2,0,0,0,0,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zuiderpark college,0599::SB439,3083 AN,1411,509,1,2,0,0,4,445,63,0,0,0,0,0,512,63,47,5,71,45,38,27,10,18,1,3,48,24,33,15,1,16,24,6,0,0,4,1,2,1,1,1,3,0,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Rozenburg,0599::SB440,3181 EG,1080,274,1,1,0,0,0,254,22,0,0,0,0,0,276,39,64,15,19,10,23,14,8,9,7,2,11,20,1,15,5,3,4,1,0,1,2,1,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sophia Kinderziekenhuis,0599::SB441,3015 CN,1000,732,0,1,0,1,10,671,53,0,0,1,0,0,734,135,13,14,273,61,17,26,20,24,1,2,21,9,10,15,2,68,6,2,0,2,7,1,1,1,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hoogheemraadschap van Schieland en de Krimpenerwaard,0599::SB442,3063 GK,1250,427,1,0,0,1,2,387,38,0,1,0,0,0,427,89,24,23,83,35,15,19,7,22,1,0,7,19,13,21,2,32,11,1,1,0,1,0,0,0,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Publiekslocatie Hoogvliet,0599::SB446,3191 VD,1090,695,0,5,0,0,2,615,81,0,2,0,2,0,698,113,129,25,75,16,47,31,16,26,5,4,33,79,27,30,11,16,2,2,0,2,0,3,0,0,0,0,1,1,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau The Student Hotel,0599::SB447,3063 ER,1174,1087,1,2,0,3,9,1012,72,0,0,3,0,0,1093,216,47,42,293,81,42,36,13,62,4,3,40,40,35,31,5,64,15,7,2,2,1,1,0,0,1,1,0,3,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Adamshof,0599::SB448,3061 ZA,1097,763,2,2,0,2,5,687,77,0,0,2,0,0,769,140,32,34,190,63,20,32,8,46,1,2,56,32,27,10,1,52,11,2,0,0,2,0,2,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Bramenpad,0599::SB449,3181 PX,983,589,1,1,0,5,0,532,64,0,0,5,0,0,596,148,101,45,71,18,52,20,5,20,6,2,3,40,2,36,6,9,0,1,0,0,2,0,1,0,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zwemcentrum Rotterdam,0599::SB450,3083 NZ,1243,833,2,5,0,2,4,770,68,0,0,2,0,0,842,87,74,26,126,63,71,53,15,48,7,9,58,60,47,15,3,37,14,7,1,0,4,2,1,0,2,1,0,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk het Lage Land,0599::SB451,3067 AN,1075,783,0,1,0,0,2,709,73,0,0,0,0,0,784,171,89,48,156,35,44,33,18,23,12,2,16,32,17,46,7,16,4,5,1,1,4,3,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Tooroplaan,0599::SB452,3055 VG,1185,473,1,1,0,0,0,422,53,0,0,0,0,0,475,193,19,20,148,17,4,7,1,12,2,0,2,4,1,15,0,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Melanchthon MAVO Schiebroek,0599::SB456,3052 HA,1393,753,0,1,0,1,0,703,52,0,0,1,0,0,755,110,35,44,232,86,20,39,29,33,9,2,9,15,8,28,3,45,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sport- en speelpark Levenslust,0599::SB468,3042 SX,1102,403,3,5,0,0,1,369,41,0,0,0,0,0,411,52,59,12,59,27,27,23,8,25,6,3,28,16,8,21,1,10,9,0,0,0,6,2,0,0,0,0,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Erasmus MC,0599::SB470,3015 CP,1000,384,2,1,0,0,4,348,35,0,0,0,0,0,387,52,18,19,114,45,21,28,8,10,2,0,15,7,10,11,0,16,5,0,0,0,1,0,1,0,0,0,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Bavokring,0599::SB471,3061 TT,1163,587,1,6,0,0,1,521,72,0,0,0,0,0,594,89,33,19,134,46,30,42,3,22,1,4,75,27,12,11,3,23,10,0,1,0,1,0,0,0,0,0,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wielewaalhuis,0599::SB472,3084 PE,872,264,1,0,0,0,0,239,26,0,0,0,0,0,265,25,73,2,26,10,38,8,9,22,0,5,5,20,5,6,0,3,1,3,0,0,0,1,0,0,0,1,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OSG Hugo de Groot,0599::SB473,3082 NK,1096,476,0,6,0,0,1,427,54,0,0,0,0,0,482,41,39,11,82,55,38,12,22,29,4,11,39,35,18,6,1,12,12,2,0,0,2,1,2,1,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk De Bonte Koe,0599::SB474,3195 XR,1223,382,0,0,0,0,0,353,29,0,0,0,0,0,382,87,63,25,34,13,23,13,13,14,6,5,2,33,2,28,4,4,0,4,1,1,4,0,1,0,0,0,0,1,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau VTV Eigen Hof,0599::SB475,3043 LH,1243,321,0,0,0,0,0,295,26,0,0,0,0,0,321,62,24,10,74,30,24,17,12,31,0,0,2,10,1,12,0,7,1,0,0,0,2,1,0,0,1,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Molièreweg,0599::SB476,3076 GE,1884,326,0,1,0,1,0,291,37,0,0,1,0,0,328,27,73,12,29,14,22,20,7,7,5,3,35,32,7,14,3,5,3,2,0,0,2,2,0,0,0,0,0,1,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Guido Gezelleweg,0599::SB477,3076 EB,845,181,0,2,0,0,0,168,15,0,0,0,0,0,183,18,23,5,33,12,26,6,5,7,3,0,8,12,4,8,0,3,3,0,0,0,1,1,0,3,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Rekerdijk,0599::SB478,3079 TK,1164,308,0,1,0,0,0,263,46,0,0,0,0,0,309,30,40,6,30,22,18,21,3,5,2,10,42,23,10,23,2,4,9,2,0,2,2,2,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Grondsvelderf,0599::SB479,3077 SB,1159,197,0,3,0,3,0,174,29,0,0,3,0,0,203,13,34,2,21,18,20,12,2,3,0,4,22,19,16,4,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau H. Egbertuskerk,0599::SB481,3151 BH,1243,463,0,0,0,1,4,421,39,0,0,1,0,0,464,123,72,23,45,20,26,13,2,22,8,0,2,37,2,33,16,5,2,3,0,0,1,2,0,0,1,1,0,4,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal OBS Inova,0599::SB482,3151 PT,1028,229,0,1,0,0,0,205,25,0,0,0,0,0,230,58,41,15,26,7,12,3,3,13,0,0,4,26,2,7,4,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpskerk - Prins Hendrikstraat,0599::SB483,3151 AD,963,361,0,2,0,1,3,321,40,0,0,1,0,0,364,85,49,32,35,7,22,12,17,25,3,1,2,30,0,17,11,4,0,4,1,1,0,2,0,1,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Lampreistraat,0599::SB484,3192 GE,1295,415,0,0,0,0,0,365,50,0,0,0,0,0,415,70,71,9,36,21,38,19,12,13,2,6,25,48,10,9,2,5,8,2,2,0,0,1,0,3,0,2,0,0,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurt- en Speeltuinvereniging IJsselmonde,0599::SB485,3078 GL,1051,258,0,0,0,1,0,234,25,0,0,1,0,0,259,30,48,8,34,14,21,6,9,14,3,5,2,25,3,26,1,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Adriaen Janszkerk,0599::SB486,3077 BN,1129,420,0,0,0,0,3,374,43,0,0,0,0,0,420,87,48,27,63,16,25,16,24,10,3,12,17,26,0,18,4,13,0,0,1,0,9,1,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Waleweinpad,0599::SB487,3077 NT,938,230,0,2,0,1,0,199,34,0,0,1,0,0,233,50,32,8,28,7,19,6,8,7,1,1,14,20,2,13,2,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Kromme Hagen,0599::SB488,3078 AN,1040,158,1,1,0,0,1,158,1,0,0,0,0,0,160,15,38,3,12,5,21,4,3,2,0,0,27,12,6,2,1,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Palmentuin,0599::SB489,3078 KJ,1014,344,3,3,0,2,1,294,53,0,2,0,0,0,348,28,56,3,30,27,12,27,6,8,1,5,69,16,17,8,2,7,15,0,0,1,0,1,1,0,0,3,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Grote Hagen,0599::SB490,3078 RC,1069,243,1,2,0,0,0,222,24,0,0,0,0,0,246,31,35,13,20,6,29,14,5,11,5,1,17,17,8,17,0,2,2,0,0,0,0,0,0,0,0,8,0,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Oldenoord,0599::SB491,3079 KG,1127,800,1,1,0,0,2,716,84,0,0,0,0,0,802,127,130,32,92,30,32,32,16,22,8,70,56,67,5,53,2,14,6,1,0,0,1,2,1,1,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Speeltuin Kreekhuizen,0599::SB492,3079 SL,1114,316,1,1,0,0,1,282,35,0,0,0,0,0,318,23,56,4,19,13,28,29,6,10,3,8,35,32,7,16,0,3,13,3,0,0,2,2,0,0,1,1,1,0,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Musa - BoeleVaar,0599::SB493,3072 JR,1151,404,1,1,0,0,4,371,31,0,0,0,0,0,406,60,15,11,104,47,16,18,7,20,4,1,14,16,16,15,0,30,4,2,1,1,1,0,1,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Breepleinkerk,0599::SB494,3074 PZ,1114,676,3,1,5,0,2,587,96,0,0,5,0,0,685,56,53,17,56,66,51,33,23,23,4,10,150,34,27,10,0,9,47,2,1,0,0,0,0,0,0,2,1,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Hillevliet,0599::SB495,3074 KD,1141,704,3,5,0,1,0,598,113,0,1,0,0,0,711,34,26,4,83,54,32,26,16,20,2,1,256,33,38,7,2,14,47,2,0,1,0,2,0,0,0,2,1,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Albeda College - Collegezaal C047,0599::SB496,3071 AL,1021,316,1,1,0,0,2,250,66,0,0,0,0,0,318,25,11,3,28,24,17,20,5,9,4,2,103,6,17,1,1,7,28,0,0,0,1,0,0,0,2,0,0,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Afrikaanderplein,0599::SB497,3072 ER,1155,88,0,0,0,0,0,72,16,0,0,0,0,0,88,4,7,1,12,5,4,3,2,1,0,1,26,7,6,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Afrikaanderplein,0599::SB498,3072 ER,1021,92,0,1,0,1,0,75,17,0,1,0,0,0,92,4,6,1,7,4,4,5,2,4,1,0,37,1,2,1,0,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Aan de Kade,0599::SB499,3071 KG,1263,941,2,4,0,5,6,870,76,0,0,5,0,0,952,119,54,35,246,77,36,47,13,60,2,3,55,47,32,28,4,51,15,6,1,2,3,0,1,1,0,0,2,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk De Brink,0599::SB500,3075 HA,1181,963,1,8,0,7,2,866,111,0,0,7,0,0,979,68,262,25,93,36,110,45,5,31,12,4,61,110,21,32,7,9,17,3,0,2,5,2,0,0,1,1,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Publiekslocatie Feijenoord,0599::SB501,3072 HS,927,705,1,9,0,1,0,617,97,0,1,0,0,0,714,62,42,18,94,48,22,35,25,19,6,7,180,25,38,10,0,17,43,4,1,1,1,0,0,0,1,1,4,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Marnixstraat,0599::SB502,3034 LT,1294,347,3,0,0,0,0,293,57,0,0,0,0,0,350,26,22,3,59,25,15,10,6,7,1,4,102,17,21,5,0,7,7,2,2,1,2,0,0,0,0,2,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Heijbergschool,0599::SB503,3055 PP,1106,698,1,0,0,0,1,622,76,0,0,0,0,0,699,227,38,41,179,28,7,16,18,28,2,3,4,24,6,33,1,37,0,2,1,1,1,0,1,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Bizetlaan,0599::SB504,3055 SB,918,264,0,1,0,0,2,239,24,0,0,0,0,0,265,106,4,13,78,7,5,7,4,13,0,0,3,4,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Midaspad,0599::SB505,3054 PM,1230,177,0,1,0,0,0,158,20,0,0,0,0,0,178,24,22,8,40,15,8,19,1,6,4,1,4,9,1,8,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Olijflaan 14,0599::SB506,3053 WK,847,285,0,1,0,3,0,269,20,0,0,3,0,0,289,55,14,13,94,28,5,7,6,16,0,0,0,10,2,10,0,14,0,3,2,1,4,0,0,0,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Nozemanstraat,0599::SB508,3023 TM,1125,885,1,5,0,2,2,782,109,0,0,2,0,0,893,89,29,16,194,81,30,52,15,42,3,3,157,8,45,9,0,53,42,9,1,2,3,0,1,1,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Spaanseweg,0599::SB509,3028 HW,1458,461,4,4,0,0,0,406,63,0,0,0,0,0,469,35,13,11,66,42,22,29,12,25,5,3,114,13,24,3,1,20,15,4,0,0,0,1,1,0,0,0,0,0,0,2,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Alexanderkerk,0599::SB510,3067 CX,1041,679,1,4,0,0,0,619,66,1,0,1,0,0,685,89,105,49,90,28,50,42,50,17,11,20,17,49,8,31,6,8,1,0,0,2,4,0,0,0,0,1,0,0,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Alexander,0599::SB511,3066 SJ,1092,316,0,1,0,0,1,269,47,0,0,0,0,0,317,41,21,9,54,24,32,25,10,9,3,1,22,23,23,5,2,2,7,0,0,0,1,1,0,0,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Nansenplaats,0599::SB512,3069 CV,1685,783,2,2,0,0,0,699,88,0,0,0,0,0,787,156,84,36,137,54,54,28,14,40,5,6,16,56,12,51,4,23,0,1,0,0,3,2,0,0,0,0,0,1,0,0,,
