contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,Partij van de Eenheid,Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeente Gebouw Cruquiusweg 5,0363::SB186,1019 AT,1275,345,3,2,0,0,0,323,27,0,0,0,0,0,350,28,21,5,71,36,16,28,5,30,0,0,32,9,30,3,0,20,5,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeente Gebouw Cruquiusweg 5,0363::SB187,1019 AT,1276,349,2,1,0,0,0,322,30,0,0,0,0,0,352,38,20,8,70,46,10,31,5,36,1,1,21,7,19,9,2,19,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hotel Arena,0363::SB188,1092 AA,1136,1281,0,3,0,1,7,1196,80,0,1,0,0,0,1283,114,23,20,418,191,39,68,5,107,4,0,22,23,79,10,0,129,11,6,3,1,3,0,0,0,0,1,0,1,0,3,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Apostolisch Genootschap,0363::SB189,1098 JN,1069,1003,1,5,0,0,4,932,73,0,0,0,0,0,1009,111,22,22,327,157,31,85,13,72,3,0,7,15,38,7,0,81,0,2,0,0,3,1,1,0,0,2,0,0,0,3,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Krugerplein,0363::SB190,1092 KA,1232,1341,3,7,0,0,2,1197,152,0,0,0,0,0,1351,112,55,15,245,144,74,74,3,81,4,1,229,30,118,7,0,82,47,3,1,1,3,0,0,1,4,0,1,0,2,1,2,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Atelier De Omval,0363::SB191,1097 EB,1153,1048,3,1,0,1,3,994,56,0,0,1,0,0,1053,128,29,28,334,136,46,51,14,86,2,0,5,21,34,13,3,103,0,3,4,1,4,0,0,1,1,0,0,0,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Levantplein,0363::SB192,1019 MB,1269,1127,4,2,0,10,3,1053,87,0,0,10,0,0,1143,128,51,24,300,167,42,109,6,99,5,0,18,19,54,16,0,66,2,7,2,2,2,1,4,1,0,0,0,0,0,1,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Brandweer Kazerne Willem,0363::SB193,1097 AH,1074,857,0,0,0,0,5,810,42,0,0,0,0,0,857,99,15,14,295,125,12,60,2,64,3,1,12,7,38,9,0,87,5,4,1,0,3,0,0,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurthuis Archipel,0363::SB194,1095 RP,1298,724,4,7,0,1,4,650,82,0,0,1,0,0,736,42,15,8,136,109,39,38,4,58,0,0,121,11,71,5,1,40,15,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau NU.VU,0363::SB200,1081 HV,0,431,3,0,0,3,2,405,24,0,3,0,0,0,431,58,14,8,144,44,7,25,10,18,0,0,16,10,13,5,2,40,10,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting Welzijn Doven Amsterdam,0363::SB201,1073 AV,1224,985,5,1,0,0,6,898,87,0,0,0,0,0,991,125,39,18,237,100,58,68,6,88,7,1,23,25,75,10,3,78,9,5,0,1,7,0,0,1,0,0,0,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Venster 33,0363::SB202,1072 NV,1247,1245,1,2,0,2,4,1157,85,0,2,0,0,0,1246,229,39,22,385,101,39,65,5,103,2,3,21,33,52,18,4,98,7,3,2,0,10,0,0,0,0,0,3,0,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Fietsstemstraat RAI,0363::SB203,,0,1371,2,1,0,6,2,1314,64,0,0,6,0,0,1380,197,30,28,479,193,30,70,6,101,1,0,3,13,50,9,2,150,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Studio Automat Amsterdam,0363::SB204,1074 CR,1239,564,1,1,0,1,2,523,40,0,1,0,0,0,565,106,3,12,162,62,14,22,2,39,0,0,8,21,29,12,1,58,0,5,3,0,2,0,1,2,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Studio Automat Amsterdam,0363::SB205,1074 CR,1239,638,0,2,0,0,2,598,40,0,0,0,0,0,640,121,9,13,183,72,27,27,3,57,1,0,9,21,31,2,0,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oranjekerk,0363::SB206,1073 AE,1188,864,2,4,2,0,4,821,47,0,0,2,0,0,872,114,20,16,235,122,35,70,2,83,4,2,24,19,36,6,2,64,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oranjekerk,0363::SB207,1073 AE,1247,1098,2,3,0,2,10,1048,47,0,0,2,0,0,1105,127,23,14,315,112,59,75,11,99,8,2,29,27,55,10,1,114,2,8,1,3,2,0,0,0,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Vondelpark,0363::SB208,1075 CX,1205,1319,2,2,0,0,18,1238,71,0,0,4,0,0,1327,268,15,24,490,110,21,54,11,96,1,0,1,40,36,11,0,125,1,5,2,1,5,1,0,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Concertgebouw,0363::SB209,1071 BB,1281,1541,2,3,0,2,18,1416,114,0,0,2,0,0,1548,308,23,35,552,152,23,80,23,86,1,3,1,21,74,21,5,130,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau NH Museum Quarter,0363::SB210,1071 XL,1229,638,1,0,0,0,1,594,44,0,0,0,0,0,639,133,16,12,180,45,30,34,9,47,3,2,6,24,15,9,1,62,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Autostemstraat RAI,0363::SB212,1078GZ,0,592,3,3,0,1,2,594,3,0,0,1,0,0,599,145,28,21,139,22,21,30,4,14,2,1,31,35,28,10,2,44,6,5,1,0,1,0,0,0,0,0,2,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Autostemstraat RAI,0363::SB213,1078GZ,0,515,2,0,0,0,0,452,65,0,0,0,0,0,517,138,25,18,105,25,10,18,6,26,2,1,33,22,19,4,2,41,9,5,1,0,2,0,0,1,0,0,0,0,1,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Club Atelier,0363::SB214,1059 CM,1164,745,0,1,0,0,5,690,54,3,0,3,0,0,749,124,17,22,228,65,22,35,1,52,1,1,13,20,37,8,2,90,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Vondelpark,0363::SB216,1075 CX,1205,1194,1,2,0,3,5,1106,83,0,3,0,0,0,1194,241,20,46,450,88,13,41,2,75,4,1,2,14,39,18,1,127,1,3,0,1,4,0,1,0,0,0,1,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Club Atelier,0363::SB218,1059 CM,1164,709,1,2,0,0,2,665,45,0,0,0,0,0,712,124,22,19,190,73,15,26,2,55,2,0,22,17,29,15,0,82,5,2,0,0,6,0,1,0,0,1,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Amsterdamse Proeflokaal,0363::SB220,1076 CK,1248,1306,4,9,0,1,4,1215,101,0,0,1,0,0,1320,291,74,41,399,83,38,71,7,68,3,1,20,50,32,16,2,94,2,1,1,4,5,0,0,0,0,0,0,0,0,0,1,2,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportcentrum De Pijp,0363::SB221,1072 RD,1230,1060,2,7,0,0,3,971,96,1,0,1,0,0,1070,109,49,30,220,124,79,80,6,93,7,2,70,39,61,10,6,48,7,5,1,1,5,0,1,1,0,1,1,2,1,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Van Goghmuseum,0363::SB222,1071 DJ,1227,1478,0,3,0,0,9,1383,89,0,0,0,0,0,1481,249,22,36,525,157,39,69,6,87,0,4,3,36,69,14,1,145,4,4,0,0,4,1,1,2,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Menno Simonszhuis/Dynamo,0363::SB223,1081 AS,1211,372,1,2,0,0,1,342,32,0,0,0,0,0,375,107,29,17,82,21,13,27,5,25,2,0,5,9,6,6,3,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Apollohal,0363::SB224,1077 RV,1177,579,2,0,0,0,1,522,60,0,0,2,0,0,583,148,15,33,174,43,7,34,1,39,1,0,5,17,6,10,2,41,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Autostemstraat RAI,0363::SB225,1078GZ,0,640,1,1,0,0,1,545,98,2,0,2,0,0,644,167,29,22,140,26,14,14,7,27,1,2,51,36,24,18,2,39,7,6,0,0,3,3,0,0,0,0,2,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oud-Katholieke parochies Amsterdam,0363::SB228,1071 XA,1239,1090,0,3,0,0,3,1024,66,0,0,0,0,0,1093,223,19,23,304,110,38,62,8,93,1,0,10,39,39,9,1,94,3,5,0,3,5,1,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Coenen,0363::SB229,1071 WG,1165,601,1,3,0,5,2,563,45,0,0,5,0,0,610,57,19,18,182,56,31,79,7,52,1,0,3,15,35,7,0,30,0,2,0,0,4,1,1,0,0,0,0,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Weteringkerk,0363::SB230,1079 RA,1234,634,0,2,0,1,3,586,46,0,1,0,0,0,635,100,27,25,175,78,24,48,10,41,0,1,11,22,14,8,0,42,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Park Centraal,0363::SB231,1071 ZD,1213,178,0,2,0,0,2,172,6,0,0,0,0,0,180,32,5,3,71,16,4,5,1,10,0,0,0,7,7,1,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Unstudio,0363::SB232,1082 MC,1227,343,0,0,0,2,0,318,23,0,2,0,0,0,341,96,7,16,109,19,2,10,5,12,0,1,4,13,6,4,0,36,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Nicolaas Maesschool,0363::SB233,1071 SK,1207,348,0,2,0,0,0,326,24,0,0,0,0,0,350,64,5,16,111,40,13,23,1,24,3,0,1,13,6,2,0,22,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau A.S.R. Nereus,0363::SB234,1078 RT,1222,1029,3,2,0,0,13,943,77,0,1,0,1,0,1033,173,14,33,334,101,17,56,4,51,2,1,16,29,14,15,1,154,6,2,0,2,1,1,0,0,1,0,0,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Marius ten Catehof,0363::SB235,1081 ES,1235,428,2,1,0,0,1,398,33,1,0,1,0,0,432,99,22,14,122,23,21,19,4,32,5,0,5,16,4,7,1,24,1,2,1,1,2,0,1,0,0,0,0,1,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Albert Neuhuysstraat,0363::SB236,1058 SC,1286,1255,4,4,0,9,7,1197,68,0,0,9,0,0,1272,199,60,27,411,114,42,76,5,118,2,2,15,30,33,15,4,87,1,4,1,0,4,1,0,1,1,0,0,1,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Rustenburgerstraat,0363::SB237,1073GK,1171,739,1,4,0,10,3,699,52,0,0,10,0,0,754,96,15,19,219,80,24,44,2,48,0,3,22,16,41,6,0,89,6,2,0,0,2,0,0,0,1,0,2,1,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Amsteldok,0363::SB239,1079 LH,1196,479,0,1,0,0,2,444,34,0,0,0,0,0,480,84,8,7,155,51,8,22,7,28,0,0,9,12,14,8,0,59,1,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Amsteldok,0363::SB240,1079 LH,1196,479,0,1,0,0,2,477,1,0,0,0,0,0,480,97,1,12,169,33,7,20,3,24,1,1,8,16,11,9,1,58,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Cinetol,0363::SB241,1074 VM,1209,1302,3,6,0,0,5,1302,4,0,0,0,0,0,1311,94,54,21,266,178,77,118,6,137,3,2,95,31,99,9,2,83,12,4,0,2,3,0,0,3,0,2,0,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Studio Sarphaat,0363::SB242,1073 ED,1208,1166,2,4,1,1,5,1091,78,0,0,2,0,0,1174,152,24,23,365,108,37,56,5,117,3,1,34,45,69,8,2,104,1,3,1,0,5,0,0,0,0,0,1,1,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Apollohal,0363::SB243,1077 RV,1176,578,1,1,0,0,2,533,45,0,0,0,0,0,580,171,22,24,172,30,15,26,3,32,2,0,4,11,12,8,0,43,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Pestana Amsterdam Riverside,0363::SB245,1074 HZ,1239,484,0,1,0,1,1,451,32,0,1,0,0,0,484,73,7,13,144,48,18,41,7,37,0,1,12,8,20,9,1,36,2,2,0,0,2,1,0,0,0,0,0,1,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau A.L.T.C. Joy Jaagpad,0363::SB246,1059 BP,1167,267,1,0,0,0,1,246,21,0,0,0,0,0,268,42,4,7,88,34,12,18,1,22,0,0,1,3,5,7,1,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Willem de Zwijgerkerk,0363::SB247,1076 VX,1209,1010,1,11,0,1,5,945,73,0,0,1,0,0,1023,137,44,30,243,104,56,69,8,85,7,1,24,53,36,13,1,72,9,9,2,1,3,0,0,2,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Willem de Zwijgerkerk,0363::SB248,1076 VX,1210,1075,5,4,0,0,2,1011,71,0,0,0,0,0,1084,140,58,32,284,96,64,74,15,83,1,2,31,53,39,10,3,62,9,6,3,0,2,1,0,1,2,1,0,1,0,1,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Olympisch Stadion,0363::SB250,1076 DE,1231,1205,2,3,0,0,9,1118,84,1,0,1,0,0,1211,251,22,37,364,80,18,72,13,78,5,1,29,45,51,17,2,107,2,3,1,0,2,0,2,1,0,0,0,2,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Olympisch Stadion,0363::SB251,1076 DE,1230,1223,2,4,0,0,13,1149,68,1,0,1,0,0,1230,213,24,34,414,119,36,56,5,86,7,1,13,33,36,10,2,120,1,1,2,1,5,0,3,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Rustenburgerstraat,0363::SB252,1073 GK,1172,714,0,3,0,0,3,670,44,0,0,0,0,0,717,98,24,12,221,57,30,38,8,76,1,2,21,22,34,9,2,43,7,3,1,0,2,0,0,0,0,0,1,1,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal,0363::SB253,1077 AZ,1281,159,0,3,0,0,0,140,20,0,2,0,0,0,160,55,1,9,47,9,0,3,0,5,0,0,2,5,5,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal,0363::SB254,1077 AZ,1281,127,1,0,0,0,1,121,6,0,0,0,0,0,128,39,4,1,40,11,4,8,2,4,0,1,0,2,3,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Albert Neuhuysstraat,0363::SB256,1058 SC,1286,1058,1,7,0,0,4,1005,57,0,0,0,0,0,1066,163,47,30,363,78,39,66,4,75,3,0,16,23,38,7,4,90,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dep. OBS De Notenkraker,0363::SB257,1058 SG,1296,801,0,5,0,0,4,741,61,0,0,0,0,0,806,144,20,24,274,65,21,37,14,67,2,1,8,22,21,4,2,62,2,0,2,3,4,0,0,0,1,0,0,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dep. OBS De Notenkraker,0363::SB258,1058 SG,1296,859,4,1,0,5,0,802,67,0,0,5,0,0,869,147,35,28,280,98,22,40,3,61,5,0,7,20,22,12,2,63,2,3,0,0,3,1,2,0,0,0,1,1,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hotel Okura Amsterdam,0363::SB259,1072LH,1264,1865,1,4,0,0,10,1724,137,0,0,1,0,0,1871,334,59,47,597,191,55,94,12,129,4,2,21,42,64,21,3,171,6,3,1,0,2,1,2,0,1,1,0,0,0,1,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Concertgebouw,0363::SB260,1071 LN,1204,1542,1,1,0,0,20,1409,113,0,2,0,0,0,1542,255,28,35,538,172,32,82,14,104,3,2,3,35,70,17,0,140,0,3,2,1,4,0,1,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Nicolaas Maesschool,0363::SB261,1071 SK,1232,350,0,1,0,0,0,323,28,0,0,0,0,0,351,81,6,9,105,31,15,27,4,12,1,2,1,7,6,8,1,31,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Som2 Building,0363::SB262,1082MC,1220,697,3,3,0,1,3,661,40,0,0,1,0,0,704,212,16,27,216,33,4,20,4,26,0,0,9,18,21,9,1,73,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Puur Zuid,0363::SB264,1079 EK,1210,1271,1,6,4,1,2,1195,86,0,0,5,0,0,1283,156,68,38,351,128,77,76,8,100,6,1,59,47,43,14,3,63,8,12,1,2,2,0,0,0,1,0,1,5,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau RAI,0363::SB265,1078 GZ,0,797,1,3,0,2,6,744,53,0,0,2,0,0,803,145,15,29,253,73,22,35,10,48,1,1,27,16,20,12,2,65,10,2,0,0,6,1,0,0,0,0,3,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau RAI,0363::SB266,1078 GZ,0,668,0,1,0,2,4,623,44,0,0,2,0,0,671,129,18,26,225,65,11,29,1,27,2,1,12,11,25,5,0,64,1,3,3,4,5,0,1,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Roei- & Zeilvereniging De Amstel,0363::SB268,1071 XW,1282,872,1,2,0,1,2,807,65,0,1,0,0,0,874,120,19,15,298,102,25,58,3,69,1,0,16,17,18,13,2,85,3,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Minervalaan,0363::SB269,1077 NR,1296,1482,2,3,0,5,4,1363,125,0,0,5,0,0,1492,455,38,65,459,81,17,59,6,75,1,2,4,30,28,22,1,128,0,3,2,1,3,0,1,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau RAI,0363::SB270,1078 GZ,0,707,2,1,0,0,6,660,44,0,0,0,0,0,710,114,14,17,230,74,20,38,4,42,2,0,22,17,27,6,1,64,8,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Haarlemmermeerstation,0363::SB271,1075 XV,1263,1124,1,3,0,2,3,1063,64,0,0,2,0,0,1130,171,37,21,326,112,49,84,9,78,4,3,34,29,56,17,1,75,7,4,0,0,4,0,0,1,0,2,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Park Centraal,0363::SB273,1071 ZD,1213,180,1,0,0,0,4,160,17,0,0,0,0,0,181,39,8,4,51,15,3,6,2,11,0,0,1,5,12,3,0,16,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau gymzaal De Rivierenschool,0363::SB274,1079 EM,1269,924,1,0,0,1,5,857,64,0,0,1,0,0,926,129,20,30,313,87,36,47,9,69,1,1,12,21,27,7,1,100,2,3,3,1,2,0,1,0,0,0,1,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau gymzaal De Rivierenschool,0363::SB275,1079 EM,1269,998,1,2,0,0,2,922,77,0,0,0,0,0,1001,153,20,25,311,83,40,70,9,75,3,2,15,32,36,15,2,91,6,5,2,0,0,0,0,1,0,0,1,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Autostemstraat RAI,0363::SB277,1078GZ,0,589,0,2,0,0,2,523,67,1,0,1,0,0,592,132,33,11,163,20,16,19,11,25,1,0,40,34,25,12,4,33,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
