contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,Partij van de Eenheid,Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijk- en dienstencentrum De Heldenhoek,0518::SB507,2513 GV,3039,1452,4,10,0,6,5,1309,159,1,0,7,0,0,1473,196,98,40,322,155,86,67,16,97,7,3,102,86,43,18,11,59,17,5,2,2,12,2,0,0,0,2,4,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultureel Centrum Vreedehuis,0518::SB508,2585 GP,632,535,3,0,0,1,0,501,38,0,0,1,0,0,539,135,19,25,133,34,7,26,10,54,1,3,2,19,5,10,2,38,1,4,2,1,0,0,0,0,0,0,0,0,4,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0518::SB516,2511 BT,693,1011,7,17,0,1,4,918,114,0,0,1,0,0,1036,171,77,43,189,69,44,79,14,59,4,2,98,45,35,9,12,33,15,3,0,1,4,1,0,0,3,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0518::SB517,2511 BT,580,1067,3,10,0,1,7,962,112,0,0,1,0,0,1081,181,81,33,198,97,66,69,12,67,8,3,82,57,23,7,10,40,13,6,2,1,6,0,0,2,0,1,1,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijk- en Dienstencentrum De Kronkel,0518::SB522,2512 KD,1856,1170,2,8,0,5,3,1036,146,0,0,5,0,0,1185,166,151,33,166,105,75,67,17,71,3,0,139,48,23,15,16,40,21,3,1,0,6,1,0,1,1,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Oranjeplein,0518::SB528,2515 GE,1390,447,2,2,0,0,0,350,101,0,0,0,0,0,451,55,40,4,33,36,15,20,4,19,0,1,166,5,16,0,3,2,19,0,0,1,1,1,1,0,1,1,0,3,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Nationaal Toneel ""Oefenruimte""",0518::SB532,2514 KP,1926,797,2,0,0,1,2,741,55,0,1,0,0,0,798,221,41,49,202,47,16,38,6,63,3,2,0,29,5,10,8,45,0,3,4,0,2,0,0,1,0,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtcentrum Octopus,0518::SB535,2512 RE,2299,1104,2,15,0,4,1,799,325,0,0,4,0,0,1125,91,55,27,62,79,29,71,12,15,2,0,581,11,3,1,3,0,47,1,0,3,2,1,0,2,1,0,1,4,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtcentrum De Burcht,0518::SB536,2525 SE,1972,829,1,7,0,0,1,571,265,0,0,0,0,0,837,81,53,16,44,57,36,50,6,11,6,0,353,25,9,1,0,6,68,2,0,0,1,0,0,2,0,0,0,2,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS De Springbok,0518::SB537,2571 VD,3266,979,5,14,0,1,1,797,201,0,0,1,0,0,999,85,54,18,77,76,31,57,18,19,1,17,396,25,21,3,9,10,50,4,1,1,1,0,1,0,0,1,0,2,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Mandelaplein,0518::SB539,2572 HT,1871,741,3,14,0,0,0,576,182,0,0,0,0,0,758,69,71,7,55,62,28,41,5,13,6,1,305,9,11,1,3,10,29,3,0,0,0,1,2,1,6,0,0,0,2,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS de Triangel,0518::SB540,2515 BZ,1173,383,1,6,0,0,0,293,97,0,0,0,0,0,390,20,21,2,32,30,10,17,10,4,3,0,171,10,7,2,3,6,31,3,0,0,0,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurt -en kerkhuis de Paardenberg,0518::SB543,2572 XH,175,490,3,1,0,0,0,384,110,0,0,0,0,0,494,60,29,9,52,31,8,21,8,6,0,1,220,12,3,1,7,2,14,3,1,0,0,1,0,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stayokay,0518::SB551,2515 VA,2059,477,2,1,0,0,4,446,30,0,0,0,0,0,480,35,40,5,88,58,22,34,3,37,3,0,32,24,38,5,4,34,7,3,2,2,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Tempel,0518::SB553,2518 HH,1704,1419,1,6,2,6,8,1316,94,0,8,0,0,0,1418,184,59,26,433,159,57,64,6,126,2,3,34,57,51,13,15,99,5,8,1,0,10,2,0,0,3,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau D'ROEM,0518::SB555,2518 KM,1946,717,1,1,0,1,0,666,52,0,1,0,0,0,718,74,20,19,209,113,19,43,1,70,5,0,30,25,22,6,4,39,7,4,0,2,2,2,0,0,1,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stroom Den Haag,0518::SB563,2514 HA,139,407,1,3,1,0,2,385,22,0,2,0,2,0,409,65,10,17,106,42,12,25,3,49,1,2,4,14,16,4,3,24,0,0,0,0,3,1,0,1,0,2,0,0,3,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcampus Zuiderpark,0518::SB564,2533 SR,1685,378,1,2,0,0,3,337,41,0,0,0,0,0,381,55,22,16,87,53,14,17,9,10,2,3,27,13,5,5,6,20,5,2,1,3,1,0,2,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Koorenhuis,0518::SB565,2512 EW,1869,961,1,6,0,2,2,885,83,0,0,2,0,0,970,99,57,27,228,124,43,52,16,92,0,1,48,51,26,15,10,53,6,5,0,1,4,0,0,1,0,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Sam Sam,0518::SB568,2526 NW,1948,1173,3,4,0,0,0,824,356,0,0,0,0,0,1180,80,40,4,56,57,30,40,6,7,3,2,697,24,8,0,2,5,103,1,0,2,0,0,1,1,1,0,0,2,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Carlton Ambassador Hotel,0518::SB571,2514 JP,342,603,1,0,0,0,2,561,41,0,0,0,0,0,604,145,25,30,188,35,17,17,16,35,2,0,0,24,9,10,6,38,1,2,0,1,2,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Nutshuis,0518::SB572,2512 GK,0,963,3,6,0,0,4,902,66,0,0,0,0,0,972,123,49,40,244,109,36,64,17,73,2,3,20,30,35,14,9,73,7,9,1,0,4,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Theater de Vaillant,0518::SB576,2526 JS,2205,1114,0,14,0,1,1,844,282,0,1,0,0,0,1127,110,88,15,92,65,43,79,15,25,4,0,415,24,25,4,10,11,81,4,0,0,2,0,0,0,0,0,0,0,2,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Cosmicus,0518::SB580,2515 JT,1369,485,4,1,1,1,0,405,87,0,0,2,0,0,492,45,37,7,57,44,20,29,5,15,2,2,141,18,8,3,4,11,26,3,1,0,1,0,0,0,0,0,2,4,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Jan van Nassauschool,0518::SB584,2515 TM,1918,745,1,7,0,1,3,655,94,0,1,0,0,0,752,93,91,20,148,77,43,50,13,31,3,1,77,21,22,8,8,29,6,2,0,0,1,0,0,0,1,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hou van je huis,0518::SB586,2514 CJ,43,301,0,0,0,1,0,279,23,0,0,1,0,0,302,100,19,11,58,12,5,16,5,16,1,1,3,20,5,9,2,11,1,1,1,1,1,1,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Juliana Plaza,0518::SB591,2572 TV,615,915,6,7,0,6,3,732,199,0,6,0,0,0,934,80,59,15,100,54,24,44,8,7,3,1,400,12,28,0,7,9,57,2,0,0,0,0,0,0,1,0,1,2,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Studio Scheef,0518::SB592,2512 ET,1076,487,1,3,0,0,0,438,55,0,0,2,0,0,493,51,33,9,115,61,16,27,8,53,2,1,22,13,23,6,2,30,8,3,0,1,3,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnasium Haganum,0518::SB593,2517 AG,1869,985,2,0,0,0,5,913,69,0,0,0,0,0,987,187,25,38,300,104,29,45,12,70,1,1,12,37,24,9,2,82,1,3,0,0,2,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zeeheldentheater,0518::SB595,2518 BT,1271,587,0,1,0,1,1,549,39,0,0,1,0,0,589,83,19,14,142,82,18,28,7,64,5,1,6,19,21,9,11,42,2,9,0,0,3,0,0,0,0,0,1,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mövenpick Hotel The Hague,0518::SB597,2514 JA,356,190,0,0,0,0,0,178,12,0,0,0,0,0,190,42,15,8,59,12,6,7,3,15,1,0,0,5,3,0,3,8,0,0,0,1,1,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hilton The Hague,0518::SB598,2518 AA,175,401,0,1,0,1,3,371,27,0,1,0,0,0,401,89,14,15,115,37,6,18,3,33,3,0,7,12,7,9,3,22,2,0,0,0,5,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsdeelkantoor Laak,0518::SB603,2521 EC,2676,1146,2,23,0,3,1,961,206,0,3,0,0,0,1168,160,151,30,126,91,47,59,26,29,8,2,250,41,40,9,9,19,31,2,4,0,2,2,0,1,0,2,0,0,5,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Esloo College,0518::SB605,2516 JE,2184,747,4,9,0,5,2,644,119,0,0,5,0,0,765,107,69,20,75,54,37,55,20,26,5,3,172,24,14,5,2,16,26,2,1,1,3,0,0,0,3,5,0,2,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS De Spoorzoeker,0518::SB613,2524 TT,2206,919,1,3,0,0,3,744,176,0,0,0,0,0,923,121,136,26,75,72,56,45,22,31,9,6,187,51,9,4,20,11,18,3,0,1,3,1,0,1,0,8,1,0,2,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Lipa,0518::SB614,2522 DM,1144,661,1,3,0,3,0,591,77,0,0,3,0,0,668,95,181,13,78,31,24,29,11,21,9,2,19,61,9,8,27,29,2,4,0,1,1,2,0,2,0,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Cromvlietplein,0518::SB619,2516 KV,2029,827,8,13,0,1,2,681,164,0,1,0,0,0,847,77,72,16,62,63,44,37,8,15,5,0,320,12,39,4,5,17,21,2,2,0,2,1,0,1,0,0,1,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtcentrum de Stiel,0518::SB625,2521 TD,2261,414,0,4,0,0,0,371,47,0,0,0,0,0,418,37,77,9,40,24,33,26,17,6,2,0,68,19,10,7,11,6,10,3,1,1,2,0,0,1,1,0,1,2,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HVV Laakkwartier,0518::SB626,2523 JS,3015,1166,1,3,0,0,2,1004,164,0,0,0,0,0,1170,158,285,28,109,63,73,59,24,56,8,2,58,103,22,11,42,21,12,8,0,2,8,2,0,1,1,5,1,4,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsboerderij Molenweide,0518::SB628,2516 TA,1334,397,0,2,0,0,0,301,98,0,0,0,0,0,399,35,18,11,30,27,20,18,7,8,4,0,159,17,6,0,0,7,24,1,1,0,1,0,0,0,0,0,1,2,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Centrum Jonckbloetplein,0518::SB629,2523 AR,2437,742,0,3,0,0,2,631,112,0,0,0,0,0,745,82,130,21,99,37,44,36,14,32,4,3,55,71,39,12,13,22,12,2,1,3,3,0,3,1,1,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Laakkwartier,0518::SB630,2522 GR,422,718,2,14,0,0,0,651,83,0,0,0,0,0,734,111,178,20,97,43,33,32,13,22,12,3,36,37,19,10,19,13,14,0,0,0,2,0,0,2,1,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal 't Zandje,0518::SB631,2524 XK,68,494,1,6,0,1,1,402,99,0,0,1,0,0,502,54,95,23,31,31,27,35,11,19,2,4,90,28,6,4,8,6,12,3,0,1,2,0,0,0,1,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS Dr. Willem Drees,0518::SB632,2523 XC,916,445,1,6,0,0,0,388,64,0,0,0,0,0,452,61,68,16,53,20,26,24,13,22,5,1,46,29,16,8,6,7,14,3,0,1,1,2,0,0,2,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags HipHop Centrum,0518::SB633,2521 BB,352,375,2,1,0,0,1,344,33,0,0,0,0,0,378,37,17,6,78,44,13,12,6,23,2,0,36,14,32,8,4,31,3,4,0,2,1,0,0,0,0,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haagse Sport Centrale,0518::SB634,2521 AV,676,880,3,2,0,0,6,835,43,0,1,0,1,0,884,105,40,11,222,107,34,30,14,48,1,1,78,42,44,12,9,44,17,6,3,2,5,0,0,0,1,0,3,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau TAC '90,0518::SB635,2533 VG,1607,694,4,9,0,5,0,594,118,0,0,5,0,0,712,91,73,22,57,43,42,38,11,17,8,2,171,38,17,6,11,8,26,3,0,0,0,0,1,2,1,0,3,2,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS De Jonge Wereld,0518::SB636,2547 ST,2574,525,1,4,0,0,1,457,72,0,0,0,0,0,530,106,68,18,83,34,26,39,10,22,2,5,28,32,4,11,16,13,3,0,1,0,1,0,0,0,1,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wateringse Veld College,0518::SB637,2548 HT,558,460,1,0,0,0,0,387,74,0,0,0,0,0,461,123,59,26,84,21,16,9,10,10,3,1,21,31,4,12,5,6,9,0,3,1,2,0,1,0,0,3,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Centrum Laakhavens,0518::SB639,2521 SW,130,515,1,7,0,1,1,438,85,0,0,1,0,0,524,67,45,10,55,42,24,20,12,21,2,4,122,18,16,8,7,13,21,2,0,1,0,1,1,0,0,1,2,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Roeivereniging De Laak,0518::SB640,2516 BC,77,75,0,0,0,0,1,68,6,0,0,0,0,0,75,8,1,0,18,5,6,6,0,4,1,2,8,2,3,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Trefpunt Rotterdamsebaan,0518::SB643,2516 BL,2043,413,1,0,0,1,0,392,23,0,0,1,0,0,415,72,32,10,105,24,15,14,5,22,2,1,21,27,12,4,2,38,2,2,0,0,1,1,0,0,0,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau The Globe,0518::SB645,2521 CA,1966,541,2,5,0,0,1,495,52,0,0,0,0,0,548,69,28,20,112,67,11,22,13,32,0,0,52,16,35,14,1,27,10,4,2,1,1,1,1,0,0,0,0,1,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Willem Dreespark Complex,0518::SB649,2531 SH,2822,366,2,5,0,1,0,324,50,0,0,1,0,0,374,52,72,8,31,32,15,15,2,11,1,5,64,17,13,5,10,4,3,2,0,0,1,0,2,0,1,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau PIP Den Haag,0518::SB651,2516 BE,6,612,1,4,0,0,9,563,44,0,1,0,1,0,616,54,19,16,133,73,16,22,4,74,1,3,7,27,63,11,7,61,3,8,2,2,5,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS De Jonge Wereld,0518::SB652,2547 ST,0,491,0,0,1,0,1,443,48,0,0,1,0,0,492,82,77,28,69,30,29,24,10,27,9,2,14,32,6,8,25,13,2,0,0,0,1,0,0,1,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wateringse Veld College,0518::SB653,2548 HT,0,365,0,1,0,0,0,318,48,0,0,0,0,0,366,101,30,18,62,25,6,9,5,9,7,2,27,23,3,11,3,8,4,0,0,2,3,1,0,1,1,4,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Krajicek Playground Vermeerpark,0518::SB660,2525 TX,2042,774,6,8,0,3,0,581,210,0,0,3,0,0,791,77,73,10,69,44,28,40,15,15,1,0,316,16,6,3,3,4,47,3,0,1,1,0,0,1,0,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De kookfabriek,0518::SB661,2525 KD,2115,709,1,7,0,0,2,550,165,0,0,0,0,0,717,89,68,13,98,48,30,42,6,15,6,2,218,20,7,2,10,13,17,1,0,1,0,1,0,1,0,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basketbalveld Singels,0518::SB662,2497 AX,0,903,1,2,0,4,3,829,78,0,0,4,0,0,910,221,110,47,176,58,49,32,25,42,7,0,16,27,10,30,16,24,5,3,0,1,0,1,1,0,2,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 1,0518::SB670,2517 JW,0,1283,2,2,0,0,,,,,0,0,,,1287,357,148,158,151,37,63,124,36,61,23,8,15,11,7,20,35,16,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 2,0518::SB671,2517 JW,0,1551,0,3,2,12,,,,,17,0,,,1537,440,170,205,161,44,75,168,53,64,34,13,9,12,2,30,41,20,1,1,0,0,2,1,1,3,0,1,0,0,0,0,3
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 3,0518::SB672,2517 JW,0,1117,3,0,0,0,,,,,0,0,,,1120,296,138,136,112,28,72,136,40,38,34,14,11,7,3,17,23,7,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 4,0518::SB673,2517 JW,0,1251,1,0,0,7,,,,,0,7,,,1259,367,178,149,109,36,62,111,33,52,33,6,12,7,1,36,29,19,3,0,0,0,2,1,0,3,0,1,0,0,1,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 5,0518::SB674,2517 JW,0,1019,2,9,0,1,,,,,0,1,,,1031,281,115,143,91,26,62,108,41,46,9,7,7,10,2,25,25,10,3,0,0,0,1,1,0,3,1,0,0,2,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 6,0518::SB675,2517 JW,0,1067,2,0,0,2,,,,,0,2,,,1071,261,145,141,103,28,72,95,32,47,33,8,9,8,0,24,38,13,2,2,1,0,0,0,0,5,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 7,0518::SB676,2517 JW,0,826,1,2,0,5,,,,,0,5,,,834,214,103,108,83,18,44,84,37,34,19,8,7,11,3,17,18,14,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 8,0518::SB677,2517 JW,0,1018,1,4,0,0,,,,,0,4,,,1027,272,117,138,111,20,57,103,40,45,20,6,9,7,1,16,33,15,2,0,0,0,1,0,1,3,0,1,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 9,0518::SB678,2517 JW,0,1010,0,11,0,4,,,,,0,5,,,1026,283,130,128,101,35,62,91,31,36,18,5,6,10,2,20,23,17,2,0,0,0,0,1,3,3,3,0,0,0,0,0,1
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 10,0518::SB679,2517 JW,0,1169,1,2,0,2,,,,,0,2,,,1174,353,139,151,127,28,81,108,30,44,22,10,9,5,1,15,31,6,1,0,0,1,0,0,2,3,0,1,0,1,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 11,0518::SB680,2517 JW,0,830,1,1,0,1,,,,,1,0,,,831,208,86,111,112,33,45,54,44,41,14,6,16,8,4,13,21,9,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 12,0518::SB681,2517 JW,0,1072,3,3,0,2,,,,,2,0,,,1076,268,129,121,129,23,60,106,42,56,21,6,23,11,4,20,25,17,2,1,1,1,0,0,2,2,0,0,1,0,1,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 13,0518::SB682,2517 JW,0,903,1,27,0,1,,,,,0,1,,,904,218,105,105,106,22,44,95,30,45,18,9,32,8,3,21,26,9,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 14,0518::SB683,2517 JW,0,703,0,3,0,0,,,,,0,0,,,706,190,96,72,70,19,42,72,27,34,12,4,12,2,4,13,18,6,1,0,2,0,2,1,0,4,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 15,0518::SB684,2517 JW,0,701,1,1,0,1,,,,,0,1,,,704,165,98,89,60,24,48,71,29,29,20,5,8,6,1,16,16,8,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 16,0518::SB685,2517 JW,0,662,1,2,0,1,,,,,0,1,,,666,148,96,75,66,23,32,76,14,38,15,12,13,4,5,15,13,7,2,1,0,1,0,0,1,5,0,0,0,0,0,0,0
