contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud,uncounted_geen briefstembiljetten,uncounted_te veel briefstembiljetten
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Laaktheater,0518::SB615,,941,266,2,3,0,0,0,235,36,0,0,0,0,0,0,271,7,91,30,10,29,20,46,5,1,0,1,7,0,0,0,2,0,16,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Laaktheater,0518::SB618,,1685,144,0,0,0,0,0,133,11,0,0,0,0,0,0,144,8,51,15,12,12,12,19,3,1,0,1,1,0,0,0,1,2,6,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Moedercentrum De Koffiepot,0518::SB619,,483,118,2,0,0,0,1,99,20,0,0,0,0,0,0,120,4,26,14,2,33,6,23,5,0,0,1,1,0,0,0,0,0,3,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Roeivereniging de Laak,0518::SB620,,459,140,1,0,0,0,1,114,26,0,0,0,0,0,0,141,14,18,14,28,20,12,14,2,0,0,3,6,0,0,0,1,0,8,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau De Oase,0518::SB621,,1988,324,1,1,0,0,0,279,47,0,0,0,0,0,0,326,23,99,33,7,55,19,30,23,1,1,1,6,0,5,0,0,1,19,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Haagse Hogeschool,0518::SB622,,44,144,0,0,0,0,1,130,13,0,0,0,0,0,0,144,3,10,13,12,45,19,22,2,0,0,9,5,1,0,0,0,0,3,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentr. Maison Gaspard de Coligny,0518::SB701,,1579,971,6,0,0,0,2,867,108,0,0,0,0,0,0,977,113,72,47,343,256,25,23,20,7,0,3,19,0,2,4,1,0,35,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Winkelcentrum Leyweg Passage,0518::SB702,,366,234,2,3,0,0,0,214,25,0,0,0,0,0,0,239,13,74,29,18,37,6,21,8,0,0,2,10,0,1,0,1,0,12,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verpleeghuis Nebo,0518::SB703,,1388,739,0,1,0,0,2,654,85,0,0,0,1,0,0,741,74,62,42,224,189,34,34,15,4,0,3,20,0,0,2,1,1,34,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Basisschool Oranje Nassau,0518::SB704,,1505,788,3,0,0,1,2,671,119,0,0,0,1,0,0,792,94,24,38,210,275,58,18,14,2,0,5,12,2,2,0,0,0,34,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum 't Benoordenhuis,0518::SB706,,855,420,0,0,7,0,2,344,67,0,0,7,0,0,0,413,44,18,30,114,147,19,10,7,3,0,5,7,1,0,1,0,1,12,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Florence - Oostduin,0518::SB707,,1363,745,1,2,0,0,1,656,93,0,0,0,2,0,0,750,77,22,45,245,254,43,10,8,5,0,1,10,2,0,1,1,0,21,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Schoolvereniging Wolters,0518::SB708,,1211,884,1,1,0,0,4,768,114,0,0,0,0,0,0,886,78,30,47,273,291,56,14,28,8,0,5,16,0,2,0,1,2,33,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau CBS Van Hoogstratenschool,0518::SB709,,1261,600,2,1,0,0,1,539,64,0,0,0,1,0,0,604,34,47,43,90,206,73,33,18,3,0,4,12,1,1,0,0,0,34,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Jumbo De Stede (08.00 tot 21.00 uur),0518::SB710,,975,474,3,1,0,1,2,411,66,0,0,0,1,0,0,479,36,133,69,20,52,13,90,5,3,0,8,11,1,1,0,5,0,26,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Nutsbasisschool Bezuidenhout,0518::SB711,,1262,486,4,0,0,0,3,442,45,0,0,0,0,0,0,490,26,38,41,69,155,57,33,4,3,1,8,13,1,1,0,0,0,36,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stadsdeelkantoor Haagse Hout,0518::SB712,,1966,1093,4,0,0,0,3,992,102,0,0,0,0,0,0,1097,61,136,100,142,306,105,84,27,14,0,12,25,6,4,0,1,1,69,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Sportcentrum Mariahoeve,0518::SB713,,374,89,0,0,0,0,1,81,7,0,0,0,0,0,0,89,7,10,11,10,18,6,10,7,2,0,1,1,1,0,0,2,0,3,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum Bezuidenhout,0518::SB715,,1784,711,2,2,1,0,1,640,75,0,0,0,1,0,0,716,52,82,53,104,163,80,68,24,6,0,17,14,3,0,1,0,1,41,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Hotel des Indes,0518::SB716,,500,514,3,0,0,0,10,437,70,0,0,0,0,0,0,517,27,38,39,113,171,47,23,3,3,0,8,13,2,0,1,0,2,22,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum Bezuidenhout-West,0518::SB717,,1579,383,1,0,0,0,2,346,36,0,0,0,0,0,0,384,21,94,57,30,62,24,42,10,4,0,3,7,0,0,0,2,2,25,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Centrum Bezuidenhout,0518::SB718,,1036,512,0,0,0,0,0,470,42,0,0,0,0,0,0,512,59,40,52,106,133,40,22,10,4,0,7,9,1,0,5,0,0,22,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Cardia Woonzorgcentrum Landscheiding,0518::SB719,,1434,667,3,2,0,2,1,584,89,0,0,0,2,0,0,674,90,60,48,174,150,34,32,26,1,0,1,18,2,0,2,3,0,26,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum Mariahoeve,0518::SB721,,1777,619,1,2,0,0,0,571,51,0,0,0,0,0,0,622,55,95,41,74,125,23,62,24,3,1,6,33,3,2,1,1,1,69,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verpleeghuis Mariahoeve,0518::SB722,,1479,387,2,1,0,0,5,349,36,0,0,0,0,0,0,390,32,58,50,43,69,13,46,15,11,0,3,18,1,1,0,1,0,26,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verpleeghuis Mariahoeve,0518::SB723,,1201,329,0,1,0,0,2,293,35,0,0,0,0,0,0,330,37,55,33,39,59,19,38,12,2,0,4,7,1,3,1,1,0,18,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau College St. Paul,0518::SB724,,1527,463,0,1,0,0,3,429,32,0,0,0,0,0,0,464,39,67,54,50,83,36,45,16,2,1,3,24,0,1,0,1,0,40,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Ametisthorst,0518::SB726,,1087,456,2,0,0,0,38,420,0,0,0,0,0,0,0,458,56,84,61,57,73,15,35,16,0,0,2,18,2,2,1,1,3,30,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau De Vuurvlinder Basisschool,0518::SB727,,1259,513,3,1,0,0,1,478,38,0,0,0,0,0,0,517,51,74,51,84,93,43,35,21,1,0,3,20,5,2,1,0,1,28,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Prot. Chr. Basisschool De Vlieger,0518::SB728,,2054,755,5,3,0,8,2,647,105,0,0,9,0,1,0,754,68,157,90,104,152,42,48,30,4,0,5,17,1,5,1,0,0,31,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS de Notenkraker,0518::SB729,,2387,470,0,0,4,0,1,403,70,0,0,0,4,0,0,474,19,96,39,63,116,40,35,20,4,0,11,10,0,2,1,0,0,14,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Samenwerkingsschool Balans,0518::SB730,,1271,449,0,1,0,0,2,386,62,0,0,0,0,0,0,450,24,83,24,77,112,26,37,15,1,0,3,17,1,0,2,2,1,24,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Samenwerkingsschool Balans,0518::SB732,,1393,368,1,1,1,0,0,314,55,0,0,1,0,0,0,369,37,91,23,53,64,17,28,13,0,0,3,15,0,3,1,4,0,16,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stadhuis,0518::SB733,,0,969,6,9,0,0,9,894,81,0,0,0,0,0,0,984,58,88,105,106,287,100,95,21,11,0,21,16,4,1,2,2,1,50,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau De Byzaak,0518::SB734,,1540,334,1,1,1,0,2,282,53,0,0,0,1,0,0,337,32,52,32,39,73,16,28,16,7,0,0,14,0,1,0,0,3,19,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS De Notenkraker,0518::SB736,,1578,444,2,1,4,0,1,383,59,0,0,4,0,0,0,443,31,103,25,72,96,22,31,26,0,0,7,4,0,3,0,0,1,23,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Kinderopvang Waterrijk,0518::SB737,,2165,551,1,0,0,0,2,472,78,0,0,0,0,0,0,552,31,136,52,63,116,27,44,24,2,1,6,17,2,3,0,0,1,24,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau R.K. Basisschool De Bras,0518::SB738,,1722,640,0,0,0,0,1,545,94,0,0,0,0,0,0,640,56,87,45,122,167,43,40,15,4,0,12,10,1,2,0,0,2,34,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau RKBS De Christoffel,0518::SB739,,1590,794,1,1,0,1,1,644,152,0,0,0,1,0,0,797,65,110,56,269,153,18,32,33,6,0,4,21,0,1,0,0,1,25,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Steunpunt IJsduikerstraat,0518::SB740,,2491,607,3,1,1,0,3,533,74,0,0,1,0,0,0,610,59,123,45,108,140,19,50,10,4,0,2,16,1,1,0,1,0,28,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS Prinses Catharina-Amalia,0518::SB741,,2391,520,3,2,0,0,0,427,98,0,0,0,0,0,0,525,35,92,35,105,120,23,32,27,7,1,8,11,0,0,0,0,1,23,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS De Startbaan,0518::SB742,,994,360,1,1,0,0,0,311,51,0,0,0,0,0,0,362,23,105,29,39,77,18,25,13,3,0,1,5,0,0,2,0,0,20,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS Prinses Catharina-Amalia,0518::SB743,,1727,473,1,0,0,0,0,388,86,0,0,0,0,0,0,474,39,127,25,95,109,14,21,14,2,0,4,7,0,0,0,1,0,15,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurthuis de Yp,0518::SB744,,2043,726,2,2,0,1,4,630,97,0,0,0,1,0,0,731,55,131,39,134,203,54,43,26,5,0,4,5,1,1,1,0,0,24,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bernardusschool,0518::SB746,,510,358,0,0,1,0,1,313,43,0,0,1,0,0,0,357,53,21,12,139,89,16,1,4,3,0,2,10,1,0,0,0,0,7,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau MegaStores,0518::SB747,,558,208,3,0,0,0,3,184,24,0,0,0,0,0,0,211,13,31,35,16,49,18,24,3,2,0,8,2,0,1,0,0,1,5,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bertha von Suttnergebouw,0518::SB752,,335,225,1,0,0,0,0,207,19,0,0,0,0,0,0,226,9,11,18,33,94,23,17,3,2,0,5,0,0,1,0,0,0,9,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum 't Benoordenhuis,0518::SB753,,543,583,1,0,0,0,3,501,87,0,0,0,7,0,0,591,68,33,41,172,190,34,9,13,1,0,1,3,1,0,2,0,1,14,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau De Walvis,0518::SB754,,1553,449,0,0,0,0,2,391,56,0,0,0,0,0,0,449,51,96,40,71,105,22,18,14,4,0,4,9,3,1,0,2,2,7,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau De Walvis,0518::SB755,,1711,639,1,0,0,0,1,524,116,0,0,0,1,0,0,641,56,140,48,94,145,31,53,24,6,0,7,12,3,1,0,0,0,19,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Centrum Jeugd & Gezin,0518::SB756,,1653,749,3,2,1,0,2,677,76,0,0,0,1,0,0,755,51,43,83,142,250,78,29,12,4,0,9,14,2,1,2,0,4,25,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijk- en Dienstencentrum De Sprong,0518::SB801,,1948,352,0,4,0,0,1,329,26,0,0,0,0,0,0,356,10,61,39,30,75,52,33,8,3,0,10,5,4,1,2,0,2,17,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau V&D Leyweg (9:30 tot 21:00 uur),0518::SB802,,268,258,0,1,0,0,1,230,28,0,0,0,0,0,0,259,18,71,31,12,27,10,46,6,0,0,5,9,1,2,0,0,0,19,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Hogeschool InHolland,0518::SB803,,585,394,1,0,0,0,1,364,30,0,0,0,0,0,0,395,28,20,42,46,143,45,18,10,0,1,6,6,1,2,1,2,1,22,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Tweede Kamer Binnenhof,0518::SB804,,74,706,6,0,0,0,26,628,58,0,0,0,0,0,0,712,55,34,59,129,223,103,28,15,5,0,14,3,3,1,0,1,2,30,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Boekhandel Paagman (09.00 tot 21.00 uur),0518::SB805,,1635,994,4,2,0,0,3,905,92,0,0,0,0,0,0,1000,86,59,98,173,293,102,46,28,5,1,8,26,1,0,2,1,1,64,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Centraal Station,0518::SB806,,6,1294,8,5,0,3,17,1218,75,0,0,0,3,0,0,1310,70,64,119,176,439,218,67,33,3,0,18,14,6,1,2,1,6,55,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bibliotheek Transvaal,0518::SB808,,1245,265,1,5,0,0,0,213,57,0,0,1,0,1,0,270,24,57,60,11,55,8,34,1,0,0,3,5,0,0,0,0,0,4,3,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Medisch Centrum Haaglanden,0518::SB809,,549,327,0,1,0,0,1,303,24,0,0,0,0,0,0,328,23,45,33,25,89,45,28,7,1,0,4,6,2,1,1,1,0,15,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bibliotheek Ypenburg,0518::SB812,,1269,471,3,0,0,0,2,415,59,0,0,0,2,0,0,476,49,80,49,65,96,25,44,12,7,1,5,12,1,0,1,2,0,22,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bibliotheek Leidschenveen,0518::SB813,,1214,570,4,0,0,0,5,510,59,0,0,0,0,0,0,574,51,116,38,102,116,27,45,26,1,0,2,19,0,2,1,0,0,23,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Hollands Spoor,0518::SB817,,700,757,7,2,0,0,6,720,40,0,0,0,0,0,0,766,34,41,97,71,246,122,51,12,4,0,22,7,4,1,1,2,0,41,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Francois Vatelschool,0518::SB818,,532,230,2,3,0,0,0,214,21,0,0,0,0,0,0,235,33,44,15,32,40,16,10,11,1,0,5,1,0,1,0,2,1,18,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Centraal Station,0518::SB820,,278,1002,4,1,0,1,12,917,79,0,0,0,1,0,0,1008,52,58,109,97,348,153,69,30,7,0,11,10,2,0,2,2,5,47,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Postkantoor,0518::SB821,,585,471,4,1,0,0,3,444,29,0,0,0,0,0,0,476,27,22,48,68,132,78,29,11,0,1,14,8,5,0,1,0,0,27,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Boekhandel Paagman (09.00 tot 21.00 uur),0518::SB822,,0,869,3,1,0,1,3,762,109,0,0,0,1,0,0,874,75,53,75,162,245,98,36,26,5,0,4,20,3,1,0,0,1,65,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Clubhuis de Mussen,0518::SB824,,940,290,1,5,0,0,1,215,80,0,0,0,0,0,0,296,17,55,66,4,58,22,54,2,0,0,4,0,0,1,0,0,1,6,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bibliotheek Spui,0518::SB826,,395,401,1,0,0,0,3,367,32,0,0,0,0,0,0,402,11,37,58,24,91,74,44,20,1,1,7,4,2,0,1,0,1,25,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau V&D Centrum (09.00 tot 21.00 uur),0518::SB827,,576,370,2,2,0,0,3,346,25,0,0,0,0,0,0,374,16,50,49,48,97,34,25,8,4,0,7,9,0,0,1,2,0,19,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Pulchri Studio,0518::SB828,,37,127,3,0,0,0,3,114,13,0,0,0,0,0,0,130,8,3,16,10,51,11,6,2,2,0,1,2,0,0,3,0,2,9,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau ProDemos,0518::SB829,,0,82,2,0,0,0,11,63,10,0,0,0,0,0,0,84,4,4,3,11,37,13,3,1,0,0,1,0,0,0,0,0,0,5,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Paagman Centrum (9.00 tot 21.00uur),0518::SB830,,0,110,1,0,0,0,1,106,4,0,0,0,0,0,0,111,5,4,13,4,38,18,13,5,0,0,1,0,0,0,0,1,0,8,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Ministerie van Binnenlandse Zaken,0518::SB831,,578,454,1,0,0,0,11,405,39,0,0,0,0,0,0,455,26,14,56,78,163,57,12,9,5,0,8,3,3,0,2,0,0,18,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Briefstembureau Den Haag 1,0518::SB901,,5376,12458,11,25,0,1,,,,0,,1,0,,,12493,1007,1225,1195,2238,3403,1413,526,309,121,2,65,338,121,20,47,9,23,389,7,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Briefstembureau Den Haag 2,0518::SB902,,5375,586,1,2,0,0,,,,0,,0,0,,,589,42,39,61,90,149,120,27,16,5,0,3,6,6,1,1,0,3,14,3,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Briefstembureau Den Haag 3,0518::SB903,,5375,38,0,0,0,0,,,,0,,0,0,,,38,4,2,2,3,18,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Canberra, Australie",0518::SB913,,329,259,1,2,0,0,,,,0,,0,0,,,262,15,24,26,39,51,55,14,11,2,0,3,1,4,1,0,0,0,13,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Brasilia, Brazilie",0518::SB915,,61,42,0,0,0,0,,,,0,,0,0,,,42,1,3,4,9,14,5,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Ottawa, Canada",0518::SB916,,294,230,1,1,0,0,,,,0,,0,0,,,232,18,23,19,29,70,30,5,19,3,0,1,1,3,2,0,0,0,7,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Peking, China",0518::SB917,,141,75,1,0,0,0,,,,0,,0,0,,,76,7,1,6,31,22,3,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Jakarta, Indonesie",0518::SB921,,61,58,0,0,0,0,,,,0,,0,0,,,58,2,7,3,5,29,4,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Tel Aviv, Israel",0518::SB922,,98,66,1,0,0,0,,,,0,,0,1,,,68,5,12,10,21,6,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Tokio, Japan",0518::SB923,,42,33,0,0,0,0,,,,0,,0,0,,,33,3,1,5,2,14,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Nairobi, Kenia",0518::SB925,,36,23,0,0,0,0,,,,0,,0,0,,,23,2,0,3,1,9,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Wellington, Nieuw Zeeland",0518::SB926,,86,73,0,0,0,0,,,,0,,0,0,,,73,2,8,5,12,19,14,2,3,1,0,0,3,2,0,0,0,0,2,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Kuala Lumpur, Maleisie",0518::SB927,,42,30,0,0,0,0,,,,0,,0,0,,,30,1,3,0,10,12,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Singapore,0518::SB930,,157,118,0,0,0,0,,,,0,,0,1,,,119,6,3,6,36,58,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Paramaribo,0518::SB932,,47,29,0,0,0,0,,,,0,,0,0,,,29,2,0,5,1,11,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Bangkok, Thailand",0518::SB933,,151,112,0,0,0,0,,,,0,,0,1,,,113,3,28,9,15,33,4,8,1,2,0,1,6,0,2,0,0,0,0,0,1,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Ankara, Turkije",0518::SB934,,73,50,0,0,0,0,,,,0,,0,0,,,50,1,5,9,2,21,4,3,0,1,0,0,2,0,0,0,1,0,1,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Abu Dhabi, Verenigde Arabische Emiraten",0518::SB935,,60,36,0,0,0,0,,,,0,,0,0,,,36,1,3,2,17,8,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Washington, VS",0518::SB936,,1029,778,1,1,1,0,,,,0,,0,0,,,780,33,38,97,158,249,93,25,35,10,0,3,2,2,0,3,0,0,30,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Pretoria, Zuid-Afrika",0518::SB937,,263,174,0,0,0,0,,,,0,,0,0,,,174,15,22,9,48,44,6,3,18,0,0,1,4,1,0,1,0,0,2,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Militair briefstembureau Gao, Mali",0518::SB940,,0,9,0,1,0,0,,,,0,,0,0,,,10,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Militair briefstembureau Adana, Turkije",0518::SB941,,0,0,0,0,0,0,,,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Militair briefstembureau Mazar-e-Sharif, Afghanistan",0518::SB942,,0,5,0,0,0,0,,,,0,,0,0,,,5,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau St Maarten,0518::SB950,,176,154,0,3,0,0,,,,0,,0,0,,,157,19,10,33,12,50,12,2,1,2,0,0,2,1,1,0,0,6,3,0,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Aruba,0518::SB951,,1079,869,1,1,0,0,,,,0,,0,0,,,871,313,21,59,32,110,21,16,16,4,1,4,10,0,0,3,2,249,7,1,0,0
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Curaçao,0518::SB952,,666,557,0,3,0,0,,,,0,,0,1,,,561,282,11,46,46,105,15,9,9,7,0,3,6,2,1,0,3,8,4,0,0,1
