contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,VVD,CDA,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterschap@inwonersbelangen,ChristenUnie,"AWP niet politiek, wel deskundig",Staatkundig Gereformeerde Partij (SGP),50PLUS
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Kantoor MAX,0344::SB172,3526 WH,2569,1174,42,1,0,0,0,1158,59,0,0,0,0,0,1217,401,135,64,115,228,28,50,126,16,11
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Klimroos,0344::SB173,3544 AK,1487,825,26,3,0,5,1,768,80,0,5,0,0,0,849,198,113,54,132,119,42,41,71,9,46
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Woonzorgcentrum Ingelanden,0344::SB175,3543 EB,2081,754,33,4,0,0,0,710,81,0,0,0,0,0,791,185,132,63,80,123,19,44,76,4,28
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Educatorium,0344::SB176,3584 CE,718,977,58,0,2,0,1,974,58,0,2,0,0,0,1033,394,56,77,72,163,13,51,139,10,2
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Franz Schubertstraat,0344::SB178,3533 GW,1314,1035,29,3,0,2,0,963,106,0,0,2,0,0,1069,349,134,71,138,146,15,44,118,6,14
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sportcentrum De Paperclip,0344::SB179,3451 GX,1796,699,22,1,0,2,0,620,100,0,2,0,0,0,720,204,153,78,58,60,33,34,49,6,24
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau KBS Op De Groene Alm,0344::SB180,3541 SC,1686,740,26,3,0,0,0,681,90,2,0,2,0,0,771,202,131,48,124,92,27,36,56,5,19
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Waterwin,0344::SB181,3543 BT,1854,898,25,1,0,11,0,828,107,0,0,11,0,0,935,238,193,61,105,111,48,35,75,8,24
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Kleine Dichter,0344::SB182,3521 EX,1618,1394,45,2,0,1,0,1311,129,0,1,0,0,0,1440,452,218,89,201,227,30,45,104,13,15
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Centraal Station,0344::SB183,3511 CE,0,1350,51,8,0,0,5,1335,69,0,0,0,0,0,1409,469,168,87,134,263,30,60,126,7,6
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stadskantoor,0344::SB184,3521 AZ,2061,1477,67,17,0,9,3,1447,120,0,0,9,0,0,1570,470,183,94,190,283,33,81,104,14,25
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Zwembad De Kwakel,0344::SB185,3563 AX,1931,822,46,8,0,4,0,789,83,0,4,0,0,0,872,243,77,50,147,129,35,44,55,4,38
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Centraal Station,0344::SB186,3511 CE,0,1494,53,4,0,0,1,1414,84,0,52,0,52,0,1499,544,162,88,184,265,27,74,133,8,9
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau HNK (Het Nieuwe Kantoor),0344::SB189,3511 MJ,1287,600,27,4,0,1,0,590,42,0,0,1,0,0,632,219,80,25,69,96,9,38,53,2,9
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Theater Kikker,0344::SB191,3511 GD,1497,833,23,1,0,2,0,807,52,0,0,2,0,0,859,301,117,41,64,191,17,21,72,2,7
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Antoniuskerk,0344::SB193,3531 CR,1022,659,34,8,25,0,0,658,68,0,0,25,0,0,726,191,64,31,97,161,11,27,52,5,20
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Universitair Medisch Centrum Utrecht,0344::SB194,3584 CX,0,457,24,0,0,0,1,444,36,0,0,0,0,0,481,157,51,45,43,62,9,29,44,4,13
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Antoniuskerk,0344::SB196,3531 CR,1659,638,28,3,17,0,1,590,61,0,17,0,0,0,652,208,48,33,108,135,13,24,53,4,12
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Treinwagon,0344::SB197,3531 BL,0,580,18,1,0,0,0,565,34,0,0,0,0,0,599,250,31,27,50,116,11,23,68,3,1
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Diakonessenhuis,0344::SB198,3582 KE,0,416,25,1,0,1,0,417,26,0,0,1,0,0,443,140,54,28,52,61,12,31,33,2,3
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Podium Oost,0344::SB199,3581 LJ,1948,955,29,9,1,0,0,912,80,0,1,0,0,0,992,319,113,53,115,189,30,38,80,8,10
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Mobiel stembureau 1,0344::SB901,,0,126,1,1,0,0,0,113,15,0,0,0,0,0,128,24,40,7,16,7,5,7,12,2,6
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Mobiel stembureau 2,0344::SB902,,0,120,4,1,0,0,0,117,8,0,0,0,0,0,125,20,16,8,25,24,7,5,8,4,3
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Mobiel stembureau 3,0344::SB903,,0,141,2,0,0,0,0,134,9,0,0,0,0,0,143,40,9,9,17,39,8,3,7,0,9
