contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),VVD,Democraten 66 (D66),GROENLINKS,CDA,Haagse Stadspartij,SP (Socialistische Partij),Politieke Partij Scheveningen (PPS),Partij voor de Dieren,Islam Democraten,Libertarische Partij (LP),ChristenUnie-SGP,Groep de Mos / Ouderen Partij Den Haag,Ouderenpartij HOOP,OPA,Partij van de Eenheid,FAMILIA (Directe Democraten),19
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Sporthal Oranjeplein,0518::SB528,,1252,706,4,11,0,0,0,608,113,0,0,0,0,0,0,721,180,72,14,97,29,28,43,32,2,13,81,2,7,2,2,0,97,0,5
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Basisschool het Startpunt,0518::SB530,,953,657,11,20,0,0,0,512,176,0,0,0,0,0,0,688,151,38,6,52,26,13,6,25,0,3,122,0,4,13,2,0,195,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Koningin Beatrixschool,0518::SB531,,990,694,2,24,1,0,0,527,192,0,0,1,0,0,0,719,154,53,5,57,39,22,5,36,0,4,132,0,8,10,1,1,167,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Nationaal Toneel oefenruimte,0518::SB532,,1895,920,4,1,9,0,0,824,92,0,0,9,0,0,0,916,46,47,171,222,60,44,245,28,3,21,0,0,16,13,2,0,1,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Shri Vishnu Basisschool,0518::SB533,,1584,571,2,12,0,0,0,446,139,0,0,0,0,0,0,585,183,54,1,63,12,40,6,45,1,4,94,1,8,8,1,0,46,2,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurtcentrum Octopus,0518::SB535,,2032,1128,0,14,0,0,0,806,336,0,0,0,0,0,0,1142,261,35,4,80,53,55,16,68,1,7,242,0,3,35,4,0,261,3,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurtcentrum De Burcht,0518::SB536,,1597,874,0,23,0,0,0,654,243,0,0,0,0,0,0,897,185,38,0,101,24,40,5,25,1,3,182,0,4,10,0,0,255,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Springbok,0518::SB537,,1686,688,4,10,0,0,0,572,130,0,0,0,0,0,0,702,172,38,11,47,33,26,13,46,1,8,201,2,2,7,1,1,78,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Springbok,0518::SB538,,1344,666,0,2,0,0,0,534,133,0,0,1,0,1,0,667,169,52,6,73,42,20,15,27,0,7,171,2,6,12,2,0,62,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurthuis Boerenplein,0518::SB539,,2146,1171,4,21,15,0,0,871,325,0,0,0,15,0,0,1196,244,77,4,145,44,46,11,50,1,8,297,2,3,14,3,2,211,0,9
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Sportcafé Transvaal,0518::SB541,,4341,1046,5,18,0,0,0,850,219,0,0,0,0,0,0,1069,197,112,17,107,54,56,19,28,2,6,310,2,14,23,2,1,93,0,3
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurt- en Kerkhuis De Paardenberg,0518::SB543,,1608,698,1,6,0,6,0,553,158,0,0,0,6,0,0,711,128,47,2,62,26,44,8,21,5,5,200,1,10,24,3,0,112,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Transvaal,0518::SB544,,1158,583,6,3,9,0,0,470,131,0,0,0,9,0,0,601,198,47,13,31,30,37,11,31,0,1,128,0,6,10,1,2,36,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurtcentrum Octopus,0518::SB546,,1303,863,2,16,0,0,0,631,251,0,1,0,0,0,0,882,196,57,0,79,32,33,13,40,1,5,177,2,0,12,2,0,212,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Koningin Beatrixschool,0518::SB548,,1345,546,2,16,0,2,0,405,161,0,0,0,2,0,0,566,129,25,3,46,23,18,9,22,0,1,124,3,2,19,0,0,121,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau CBS De Spiegel,0518::SB549,,905,376,1,1,0,0,0,341,37,0,0,0,0,0,0,378,36,14,34,95,44,15,87,11,5,13,3,3,7,4,2,1,1,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Het Schakelpunt,0518::SB550,,1964,1181,1,1,0,1,0,1083,99,0,0,1,0,0,0,1182,104,118,154,217,57,67,320,43,7,33,0,6,19,30,4,0,1,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stayokay,0518::SB551,,1826,297,1,2,0,0,0,283,17,0,0,0,0,0,0,300,41,38,18,51,29,14,39,25,0,11,3,2,7,8,2,0,7,1,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurtcentrum Parada,0518::SB552,,1946,676,2,5,1,0,0,588,94,0,0,1,0,0,0,682,150,35,17,86,52,36,75,39,2,12,84,0,9,6,0,1,71,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Johan de Witt locatie Hooftskade,0518::SB554,,1806,923,2,39,0,0,0,702,262,0,0,0,0,0,0,964,219,51,11,93,49,60,42,39,1,8,199,0,6,23,3,1,118,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau D'ROEM,0518::SB555,,1490,589,1,2,0,0,0,535,57,0,0,0,0,0,0,592,59,35,47,106,62,31,151,38,1,17,7,2,11,17,1,0,4,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Haagse Hogeschool,0518::SB601,,1961,626,2,6,0,0,0,552,82,0,0,0,0,0,0,634,99,60,40,150,37,33,60,42,3,13,20,1,15,13,2,0,37,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Activiteitencentrum Mosaico,0518::SB602,,566,193,1,6,0,0,0,152,48,0,0,0,0,0,0,200,51,16,0,14,12,6,5,19,0,1,12,0,1,5,4,0,47,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stadsdeelkantoor Laak,0518::SB603,,2564,1313,6,24,0,0,0,1115,231,0,3,0,3,0,0,1346,334,138,28,178,48,52,54,122,0,18,138,3,18,35,13,6,124,2,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Esloo Praktijkonderwijs,0518::SB605,,1706,579,0,10,1,0,0,479,109,0,0,1,0,0,0,588,169,66,7,55,21,35,22,42,0,4,46,1,16,13,4,1,77,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Cooperatief Eigenwijzer,0518::SB606,,1337,369,3,3,0,0,0,309,66,0,0,0,0,0,0,375,114,40,8,28,17,13,16,43,0,11,21,0,2,6,2,0,48,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum De Veegpost,0518::SB608,,4421,828,3,7,0,5,0,760,83,0,0,0,5,0,0,843,134,221,26,98,39,50,56,64,1,15,19,1,19,64,5,1,13,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Basisschool De Horizon,0518::SB609,,2874,782,3,6,0,2,0,703,90,0,0,0,2,0,0,793,103,228,42,70,35,74,41,50,2,19,21,5,12,52,19,2,4,2,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Basisschool De Horizon,0518::SB610,,2318,666,2,4,0,0,0,586,86,0,0,0,0,0,0,672,73,227,33,53,20,66,42,52,4,12,16,1,9,40,7,1,6,2,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Centrum De Wissel,0518::SB611,,1488,617,1,6,0,0,0,543,81,0,0,0,0,0,0,624,125,169,18,44,16,29,19,53,1,16,39,0,16,32,4,0,35,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Centrum De Wissel,0518::SB612,,1718,574,0,14,1,0,0,507,82,0,0,0,1,0,0,589,121,138,14,47,18,20,27,56,1,14,35,0,8,25,7,1,39,0,3
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Spoorzoeker,0518::SB613,,1188,491,2,3,0,0,0,391,105,0,0,0,0,0,0,496,104,70,4,84,24,18,17,40,1,10,44,0,16,14,4,1,39,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Laaktheater,0518::SB615,,1064,512,7,7,0,0,0,456,69,0,0,1,0,1,0,525,96,141,17,51,16,20,23,43,1,13,15,1,14,33,3,2,22,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Laaktheater,0518::SB618,,2144,406,0,1,0,1,0,357,49,0,0,1,0,0,0,406,86,104,9,28,22,28,21,28,1,7,21,0,10,21,3,3,14,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Moedercentrum De Koffiepot,0518::SB619,,571,319,1,7,0,0,0,264,62,0,0,1,0,1,0,326,81,31,2,39,6,7,7,15,0,2,50,0,5,9,0,1,64,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Roeivereniging de Laak,0518::SB620,,536,212,2,0,0,0,0,182,32,0,0,0,0,0,0,214,21,38,22,35,7,16,32,8,1,5,0,2,6,10,2,0,6,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau De Oase,0518::SB621,,2414,677,4,3,0,4,0,562,126,0,0,0,4,0,0,688,131,133,31,67,33,48,26,45,1,15,39,0,31,30,8,2,36,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Haagse Hogeschool,0518::SB622,,167,596,3,2,0,3,0,529,75,0,0,0,3,0,0,604,113,57,21,146,44,20,63,26,1,9,30,3,16,15,2,1,29,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentr. Maison Gaspard de Coligny,0518::SB701,,1698,1167,0,2,0,0,0,1067,103,1,0,0,1,0,0,1170,64,74,397,194,24,103,215,14,5,18,5,1,15,27,10,0,0,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Winkelcentrum Leyweg Passage,0518::SB702,,441,709,3,10,0,0,0,650,72,0,0,0,0,0,0,722,143,125,20,68,31,26,27,40,2,20,66,1,4,69,8,2,57,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Verpleeghuis Nebo,0518::SB703,,1545,963,1,3,0,0,0,858,115,0,0,0,6,0,0,9,59,80,275,194,39,86,146,24,1,24,1,3,6,19,4,1,0,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum 't Benoordenhuis,0518::SB706,,2085,1129,2,0,0,0,0,975,135,0,0,21,0,0,0,1110,58,50,290,301,53,113,178,17,9,17,1,1,16,12,9,0,0,1,3
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Florence - Oostduin,0518::SB707,,1591,926,0,3,1,3,0,834,99,0,0,0,0,0,0,933,42,25,298,220,45,86,154,14,0,9,0,1,12,17,2,0,1,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Schoolvereniging Wolters,0518::SB708,,1390,1092,1,2,0,0,0,944,150,0,0,1,0,0,0,1094,57,39,329,258,57,85,190,17,8,19,0,2,16,11,4,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau CBS Van Hoogstratenschool,0518::SB709,,1458,785,2,2,0,2,0,727,64,0,0,0,2,0,0,791,49,55,116,226,93,33,108,29,2,23,5,2,12,17,10,1,2,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Jumbo De Stede,0518::SB710,,1112,990,2,4,0,0,0,836,161,0,1,0,1,0,0,997,205,146,18,84,43,52,34,83,0,14,121,1,15,57,3,3,110,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Nutsbasisschool Bezuidenhout,0518::SB711,,1441,765,5,1,0,1,0,691,81,0,0,0,1,0,0,772,65,84,82,210,77,45,96,31,4,25,0,3,12,27,4,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stadsdeelkantoor Haagse Hout,0518::SB712,,2168,1615,4,9,0,7,0,1480,155,0,0,0,7,0,0,1635,159,195,214,374,122,86,195,80,1,53,12,7,32,67,10,0,5,2,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Sportcentrum Mariahoeve,0518::SB713,,458,124,0,0,0,0,0,117,7,0,0,0,0,0,0,124,18,17,17,24,7,13,13,4,1,2,1,0,5,2,0,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Liduinabasisschool,0518::SB714,,1927,1134,0,3,0,1,0,1029,109,0,0,0,1,0,0,1138,131,60,198,331,99,71,132,33,7,19,0,3,15,22,10,1,1,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum Bezuidenhout,0518::SB715,,2013,965,4,5,0,1,0,896,77,0,0,1,0,0,0,973,92,119,101,204,75,52,130,69,8,36,1,2,31,32,9,0,1,2,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Hotel des Indes,0518::SB716,,686,873,2,0,0,0,0,784,91,0,0,0,0,0,0,875,74,56,145,210,67,42,203,19,1,20,2,3,13,15,3,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum Bezuidenhout-West,0518::SB717,,1722,732,1,9,0,0,0,656,86,0,0,0,0,0,0,742,151,118,30,98,33,45,64,56,4,23,25,4,12,35,9,1,23,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Centrum Bezuidenhout,0518::SB718,,1236,663,4,4,0,0,0,612,59,0,0,0,0,0,0,671,68,50,121,156,45,44,107,25,0,6,2,1,8,10,15,1,0,3,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Cardia Woonzorgcentrum Landscheiding,0518::SB719,,1587,850,2,4,0,4,0,772,88,0,0,0,4,0,0,860,73,98,200,147,26,88,103,31,4,18,0,2,24,22,11,1,0,2,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum Mariahoeve,0518::SB721,,856,463,3,0,0,0,0,430,36,0,0,0,0,0,0,466,41,77,35,83,13,40,46,41,1,17,2,0,19,35,5,1,6,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Verpleeghuis Mariahoeve,0518::SB722,,1608,528,2,3,0,0,0,480,53,0,0,0,0,0,0,533,68,67,59,99,21,45,49,45,3,11,8,0,16,18,10,1,4,4,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Verpleeghuis Mariahoeve,0518::SB723,,1328,597,0,3,2,0,0,551,47,0,0,2,0,0,0,598,77,98,57,81,20,65,49,50,7,19,6,1,15,32,11,0,9,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau College St. Paul,0518::SB724,,1657,731,0,6,0,0,0,670,67,0,0,0,0,0,0,737,95,121,44,114,26,58,61,66,4,28,7,2,20,54,17,5,9,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum Mariahoeve,0518::SB725,,1148,434,1,1,0,0,0,406,30,0,0,0,0,0,0,436,58,60,38,53,27,31,40,51,3,15,3,2,14,31,3,0,3,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Ametisthorst,0518::SB726,,1179,656,3,4,0,0,0,613,50,0,0,0,0,0,0,663,97,77,67,74,25,85,62,38,3,19,4,2,28,55,15,0,5,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau De Vuurvlinder Basisschool,0518::SB727,,1398,685,1,11,0,2,0,660,39,0,0,0,2,0,0,699,63,109,71,127,32,60,86,43,2,19,6,0,20,33,5,0,7,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Prot. Chr. Basisschool De Vlieger,0518::SB728,,2180,1287,2,6,0,0,0,1128,167,0,0,0,0,0,0,1295,194,253,151,213,40,97,44,83,5,26,13,6,44,90,14,2,11,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS de Notenkraker,0518::SB729,,2470,828,0,5,2,0,0,715,116,0,0,2,0,0,0,831,118,170,116,161,27,47,25,53,0,19,10,5,25,32,5,3,11,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Samenwerkingsschool Balans,0518::SB730,,1369,744,5,1,0,0,0,641,109,0,0,0,0,0,0,750,66,137,127,151,32,57,36,43,2,10,7,1,16,39,9,2,8,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Samenwerkingsschool Balans,0518::SB732,,1485,633,0,0,0,0,0,559,74,0,0,0,0,0,0,633,57,133,108,112,20,56,29,24,3,11,1,2,26,37,3,4,6,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stadhuis,0518::SB733,,68,1414,4,13,7,0,0,1284,154,0,0,0,7,0,0,1438,234,106,157,305,120,99,162,69,2,34,31,1,24,28,6,0,35,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau De Byzaak,0518::SB734,,1636,547,0,0,0,0,0,470,77,0,0,0,0,0,0,547,71,96,50,117,19,45,18,36,1,25,4,2,20,30,7,1,5,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Notenkraker,0518::SB736,,1688,741,0,2,0,9,0,639,113,0,0,0,9,0,0,752,90,139,122,135,14,48,28,33,2,17,20,3,28,36,7,0,15,0,4
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Kinderopvang Waterrijk,0518::SB737,,2270,909,1,2,0,0,0,774,138,0,0,0,0,0,0,912,119,211,105,173,37,44,24,51,1,20,27,2,32,44,5,0,12,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau R.K. Basisschool De Bras,0518::SB738,,1827,954,2,4,0,5,0,835,130,0,0,0,5,0,0,965,80,133,168,245,52,96,37,45,3,24,8,2,24,26,6,2,0,1,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau RKBS De Christoffel,0518::SB739,,1759,1112,3,1,0,0,0,944,172,0,0,0,0,0,0,1116,94,169,342,221,25,91,37,22,5,16,9,3,31,33,8,0,1,1,4
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Steunpunt IJsduikerstraat,0518::SB740,,2580,1018,4,1,0,0,0,891,133,0,1,0,1,0,0,1024,105,183,169,156,15,80,47,63,4,23,8,3,17,131,11,2,1,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS Prinses Catharina-Amalia,0518::SB741,,2509,898,6,2,0,0,0,752,155,0,0,0,1,0,1,907,84,172,153,184,21,65,42,41,1,17,9,2,31,49,3,0,18,4,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Startbaan,0518::SB742,,1098,571,3,0,0,0,0,504,70,0,0,0,0,0,0,574,73,149,62,119,14,26,13,35,4,10,10,0,15,31,5,1,4,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS Prinses Catharina-Amalia,0518::SB743,,1836,851,3,4,0,0,0,719,143,0,0,0,4,0,0,862,80,173,126,164,17,70,38,43,2,20,12,1,30,54,5,0,14,1,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurthuis de Yp,0518::SB744,,2145,1106,1,3,0,1,0,965,146,0,0,0,1,0,0,1111,113,187,219,289,36,76,39,47,6,20,11,4,28,27,3,0,1,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Bernardusschool,0518::SB746,,576,382,0,0,0,0,0,347,35,0,0,0,0,0,0,382,18,15,150,57,9,39,68,2,1,5,0,0,8,8,1,0,0,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau MegaStores,0518::SB747,,724,436,4,4,0,0,0,411,33,0,0,0,0,0,0,444,70,50,31,63,33,25,33,42,1,6,26,2,13,14,0,1,26,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stembus,0518::SB748,,0,296,0,3,0,0,0,267,32,0,0,0,0,0,0,299,37,50,25,42,16,18,42,15,4,10,3,1,4,17,1,2,7,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Nachtstembureau,0518::SB749,,0,167,1,2,0,0,0,163,7,0,0,0,0,0,0,170,6,7,9,31,6,8,74,3,0,4,0,0,4,15,0,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stemtram,0518::SB751,,0,183,0,0,0,0,0,161,22,0,0,0,0,0,0,183,21,27,9,31,9,7,26,11,1,5,3,1,7,24,1,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Bertha von Suttnergebouw,0518::SB752,,418,259,0,1,0,0,0,242,18,0,0,0,0,0,0,260,22,16,41,81,26,6,47,9,0,4,0,0,0,6,1,0,0,0,0
