contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),Leefbaar Rotterdam,VVD,Democraten 66 (D66),GROENLINKS,CDA,SP (Socialistische Partij),ChristenUnie-SGP,Partij voor de Dieren,Rotterdamse Ouderen Partij (ROP),OPA Rotterdam,Nida Rotterdam,Libertarische Partij (LP),Seniorenpartij Rotterdam,Lijst Van Gerdingen,Rotterdams Turks Belang,Regionaal Lokaal
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Willem Ruyslaan 17 (rechts),0599::SB174,3061 TT,1375,661,4,14,0,0,0,604,72,0,0,3,0,0,0,676,90,126,125,138,27,24,79,18,11,2,2,16,0,1,1,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Noorderhavenkade 8 (rechts),0599::SB175,3038 XG,1244,661,5,3,7,0,0,623,53,0,0,0,7,0,0,676,73,123,51,188,56,26,76,28,24,2,1,3,5,3,0,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Jan Greshoffstraat 5 (rechts),0599::SB176,3069 WG,1217,563,1,0,0,0,0,507,57,0,0,0,0,0,0,564,81,173,31,53,31,20,82,22,21,13,3,11,1,12,9,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Schepenstraat 69 (rechts),0599::SB177,3039 NC,1239,778,4,8,0,2,0,704,88,0,0,0,2,0,0,792,109,120,48,197,91,34,89,22,23,9,5,25,1,5,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Van Vlooswijkstraat 2A (rechts),0599::SB178,3039 TP,1677,852,4,2,0,0,0,804,54,0,0,0,0,0,0,858,95,165,89,208,87,37,91,32,27,7,4,2,0,6,0,0,2
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Robert van 't Hoffstraat 10 (rechts,0599::SB179,3059 PN,1499,724,0,1,0,0,0,620,105,0,0,0,0,0,0,725,71,240,123,104,23,62,32,43,9,6,1,3,2,3,2,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Meidoornstraat 55 (rechts),0599::SB180,3036 WC,1296,444,0,9,0,0,0,383,70,0,0,0,0,0,0,453,80,70,10,36,36,25,78,7,16,4,0,71,0,3,0,8,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Oranjestraat 6 (rechts),0599::SB181,3043 TN,1324,528,2,2,0,6,0,473,65,0,0,0,6,0,0,538,33,223,48,44,33,42,41,21,17,13,5,2,0,5,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Erasmusstraat 26 (rechts),0599::SB182,3035 LC,1517,565,5,9,1,0,0,504,76,0,0,0,1,0,0,580,101,87,22,88,44,31,72,11,18,1,3,75,0,3,0,9,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Henegouwerlaan 53b (links),0599::SB183,3021 CS,1779,591,1,1,0,3,0,515,75,0,0,3,0,0,0,590,116,56,51,152,80,20,49,7,16,4,1,29,3,2,1,4,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Kipstraat 37 (links),0599::SB184,3011 RS,1557,753,3,4,0,0,0,703,57,0,0,0,0,0,0,760,114,187,106,157,31,48,61,7,15,4,1,15,2,5,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Cypruslaan 404 (rechts),0599::SB185,3059 XA,1443,819,1,1,0,0,0,721,100,0,0,0,0,0,0,821,71,344,116,117,20,41,30,31,8,18,4,5,4,4,6,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Bergsingel 152 (rechts),0599::SB186,3037 GM,1263,761,3,10,1,5,0,709,71,0,0,0,6,0,0,780,130,109,49,209,73,30,77,33,24,1,2,20,0,2,1,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Jacques Dutilhweg 494A (rechts),0599::SB187,3065 HJ,1351,864,0,5,4,0,0,770,105,0,0,0,6,0,2,875,111,332,100,114,34,55,61,21,17,7,2,1,1,7,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Nieuwe Ommoordseweg 97 (rechts),0599::SB188,3068 BS,1056,492,0,0,0,0,0,442,50,0,0,0,0,0,0,492,63,204,26,34,21,42,54,18,13,5,4,5,0,2,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Van Bassenstraat 19 (rechts),0599::SB189,3067 XC,1332,614,2,2,0,0,0,563,58,0,3,0,3,0,0,621,71,197,62,86,30,42,48,41,18,1,3,4,3,3,2,3,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Adriaen van der Doeslaan 155,0599::SB190,3054 EC,679,369,1,2,0,1,0,331,42,0,0,0,1,0,0,373,22,92,102,84,20,19,12,3,9,3,0,0,1,2,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau De Lugt 17,0599::SB191,3043 CJ,1168,863,3,3,2,0,0,784,83,0,0,2,0,0,0,867,97,299,50,109,69,52,77,22,32,20,6,7,4,14,2,1,2
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Clara Egginkstraat 4 (rechts),0599::SB192,3066 JG,1469,510,1,2,0,0,0,457,56,0,0,0,0,0,0,513,71,212,39,53,21,20,57,8,14,6,0,3,1,5,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Joliotplaats 4,0599::SB193,3069 JJ,1222,642,4,4,8,0,0,602,56,0,0,0,8,0,0,658,89,305,20,43,23,33,51,15,22,7,6,5,1,20,2,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau West-Kruiskade 54,0599::SB194,3014 AW,1596,581,12,22,0,2,0,537,80,0,0,0,2,0,0,617,142,72,22,70,39,30,127,15,10,10,2,37,0,0,0,5,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Raampoortstraat 15 (rechts),0599::SB195,3032 AH,1448,359,1,4,1,0,0,313,50,0,0,1,0,0,0,363,64,53,23,61,32,8,43,10,14,2,0,41,2,4,1,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Nieuwe Binnenweg 33,0599::SB196,3014 GC,911,659,4,2,0,1,0,597,69,0,0,0,1,0,0,666,101,123,32,143,65,22,114,6,24,5,2,12,2,8,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Argonautenweg 23,0599::SB197,3054 RP,1226,675,4,1,0,0,0,622,58,0,0,0,0,0,0,680,65,246,69,99,23,34,64,13,26,13,2,10,1,9,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Goudseplein 245,0599::SB198,3031 ZH,1626,706,4,10,0,1,0,658,63,0,0,0,1,0,0,721,145,251,27,67,36,21,76,8,20,6,1,38,1,9,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Ringvaartweg 125 (rechts),0599::SB199,3065 AC,1720,1130,2,1,6,0,0,1005,142,0,0,0,6,0,0,1147,66,322,266,249,39,73,42,28,15,10,5,3,1,8,2,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Coolsingel 40 (midden),0599::SB200,3011 AD,1341,605,1,8,0,6,0,575,46,0,1,0,7,0,0,621,88,141,69,154,36,29,55,7,9,2,5,7,0,2,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Hoogstraat 108 (midden),0599::SB201,3011 PV,1233,615,1,0,0,0,0,565,51,0,0,0,0,0,0,616,71,153,98,148,40,22,45,14,9,5,1,5,2,1,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Sparta Park West 18,0599::SB202,3027 VZ,1785,519,13,3,0,0,0,441,94,0,0,0,0,0,0,535,141,40,8,58,46,21,52,23,9,4,0,92,3,5,0,17,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Blijvenburgstraat 120,0599::SB203,3042 KE,1124,414,1,3,0,5,0,380,43,0,0,0,5,0,0,423,77,106,34,46,23,26,45,9,10,15,4,15,0,4,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Bieslandstraat 61,0599::SB204,3037 LB,1044,387,4,3,0,0,0,361,33,0,0,0,0,0,0,394,68,36,33,93,43,11,42,17,12,4,0,25,1,2,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Marcel Duchampplein 801,0599::SB205,3059 RD,1658,486,0,3,0,0,0,422,67,0,0,0,0,0,0,489,53,189,86,53,9,31,22,19,5,8,0,2,0,5,4,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Rijnhoutplein 3,0599::SB206,3014 TZ,803,387,2,3,1,0,0,357,34,0,0,1,0,0,0,391,69,39,31,107,49,27,45,2,13,1,0,2,1,1,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Schommelstraat 69 (rechts),0599::SB207,3035 CG,1535,595,5,3,1,0,0,531,73,0,0,0,1,0,0,604,94,86,29,86,50,34,93,15,19,3,4,77,1,3,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Paradijslaan 1 (rechts),0599::SB208,3034 SL,1170,458,6,3,0,0,0,416,51,0,0,0,0,0,0,467,70,86,30,68,24,10,67,8,28,6,3,46,4,8,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Slaak 15 (rechts),0599::SB209,3061 CR,1265,525,4,6,0,0,0,488,48,0,1,0,1,0,0,536,118,104,38,71,27,32,60,10,19,4,2,30,2,6,0,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Coloniastraat 5,0599::SB210,3024 TA,1259,309,2,3,0,0,0,284,30,0,0,0,0,0,0,314,73,56,19,41,24,4,40,11,11,4,0,22,0,0,0,4,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Rösener Manzstraat 80 (rechts),0599::SB211,3026 TV,1681,623,8,16,0,1,0,557,91,0,0,0,1,0,0,648,245,53,9,34,26,30,65,38,12,4,3,89,0,2,1,12,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Henegouwerlaan 53b (rechts),0599::SB212,3021 CS,1748,558,2,4,12,0,0,494,55,0,0,15,0,3,0,549,131,67,36,130,56,24,57,15,8,3,0,24,2,1,0,4,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Hesseplaats 441 (rechts),0599::SB213,3069 EA,1137,633,2,9,0,3,0,594,53,0,0,0,3,0,0,647,71,252,31,41,26,56,68,19,29,10,4,6,0,19,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Dempostraat 143 (rechts),0599::SB214,3029 CL,1145,372,1,12,0,13,0,311,61,0,0,13,0,0,0,372,121,45,7,14,9,12,55,10,7,6,2,74,1,3,0,6,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Centraal Station,0599::SB241,3013 AJ,0,1209,9,7,0,1,0,1172,54,0,0,0,1,0,0,1226,163,159,128,375,113,37,117,24,37,2,1,39,6,4,1,0,3
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Burgemeester Oudlaan 50,0599::SB242,3062 PA,0,525,5,1,0,0,0,506,25,0,0,0,0,0,0,531,43,67,124,200,15,33,10,12,7,0,0,5,4,3,1,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Prins Alexanderplein 14 - 21,0599::SB243,3069 GC,0,193,2,1,0,0,0,177,19,0,0,0,0,0,0,196,40,48,12,23,17,12,16,8,5,1,4,2,0,3,2,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Mobiel 1,0599::SB244,,0,124,1,1,0,0,0,120,6,0,0,0,0,0,0,126,30,33,1,6,2,27,4,7,2,2,0,0,0,9,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Mobiel 2,0599::SB245,,0,346,1,4,0,0,0,329,22,0,0,0,0,0,0,351,47,122,17,14,7,55,21,7,9,12,3,0,0,32,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Mobiel 3,0599::SB246,,0,143,2,0,0,0,0,130,15,0,0,0,0,0,0,145,34,42,6,7,3,8,13,9,6,4,4,5,0,1,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Maasstadweg 21,0599::SB247,3079 DZ,0,183,0,0,0,0,0,174,9,0,0,0,0,0,0,183,22,68,14,27,7,7,15,10,6,3,0,0,0,4,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Cranendonckweg 40 (links),0599::SB301,3077 LA,1719,702,1,7,0,5,0,622,93,0,0,0,5,0,5,715,63,350,39,38,21,31,56,64,19,4,9,4,2,2,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Van Wijngaardenlaan 1,0599::SB302,3078 JP,957,438,0,0,0,0,0,389,49,0,0,0,0,0,0,438,47,202,31,40,7,19,26,22,22,5,2,2,1,10,0,1,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Koninginneweg 228,0599::SB303,3078 GS,1046,420,1,15,0,1,0,395,42,0,0,0,1,0,0,437,57,174,13,30,9,33,43,24,15,3,6,7,0,5,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Max Havelaarweg 55 (links),0599::SB304,3193 VA,1144,361,1,4,0,0,0,331,33,0,0,2,0,2,0,364,64,132,13,25,5,21,35,6,9,11,0,6,0,10,0,2,22
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Aalsdijk 16 (links),0599::SB305,3079 RK,1294,507,1,4,0,0,0,466,48,0,0,0,2,0,2,514,84,200,14,39,11,30,52,9,17,8,10,21,0,7,1,3,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Katendrechtsestraat 61,0599::SB306,3072 NS,1689,918,8,23,0,1,0,842,108,0,0,0,1,0,0,950,158,305,46,98,66,37,96,19,25,16,5,28,2,16,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Molenvliet 208 (ing. Pythagorasweg),0599::SB307,3076 CM,1763,900,6,7,0,0,0,835,78,0,0,0,0,0,0,913,122,372,21,73,13,54,102,56,19,9,13,18,1,24,0,3,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Lede 117,0599::SB308,3075 HH,1341,694,3,6,0,2,0,643,62,0,0,0,2,0,0,705,62,315,15,23,24,24,135,22,21,8,5,16,1,22,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Oldenoord 81 (zijingang),0599::SB309,3079 KG,1344,794,3,5,0,6,0,728,80,0,0,0,6,0,6,808,77,348,40,46,12,61,59,102,20,4,7,10,1,7,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Bredenoord 124,0599::SB310,3079 JH,1631,572,6,5,0,0,0,531,51,0,0,1,0,0,0,582,68,271,27,37,7,40,44,37,9,7,8,11,0,6,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Sparrendaal 91,0599::SB311,3075 ZK,1163,557,0,8,0,1,0,519,45,0,0,1,0,0,0,564,46,272,19,19,18,17,109,11,19,4,1,8,1,12,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Beukendaal 99,0599::SB312,3075 LC,1685,934,0,3,0,6,0,852,91,0,0,0,6,0,0,943,101,396,21,71,35,40,121,36,31,16,12,27,1,23,0,1,2
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Cor Kieboomplein 180,0599::SB313,3077 MK,1265,608,0,4,0,0,0,556,56,0,0,0,0,0,0,612,84,269,47,58,15,29,50,10,12,2,13,13,2,3,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Persoonsstraat 1,0599::SB314,3071 JJ,1293,492,3,6,0,1,0,405,95,0,0,1,0,1,0,500,164,59,6,18,15,36,83,3,10,5,2,84,1,0,0,6,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Enk 134,0599::SB315,3075 VC,1085,492,1,7,0,0,0,447,53,0,0,0,0,0,0,500,61,225,11,14,10,18,81,11,24,4,1,22,0,10,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Prins Hendriklaan 22 (links),0599::SB316,3071 LC,1417,606,7,6,0,0,0,570,49,0,0,0,0,0,0,619,83,128,37,119,48,29,79,15,16,6,2,35,3,6,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Grote Hagen 98,0599::SB317,3078 RC,902,559,1,8,0,2,0,538,32,0,0,0,2,0,0,570,85,224,20,17,4,64,59,21,13,17,14,6,0,13,0,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Hendrick Croesinckstraat 36,0599::SB318,3074 PG,972,375,11,19,0,0,0,342,63,0,0,0,0,0,0,405,84,55,11,24,6,29,57,13,3,2,1,85,0,3,0,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Hillevliet 139,0599::SB319,3073 KP,1115,497,3,8,0,2,0,440,70,0,0,0,2,0,2,510,86,148,7,41,12,40,49,10,11,2,2,75,1,5,0,8,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Rollostraat 75,0599::SB320,3084 PM,1236,354,1,3,0,0,0,319,39,0,0,0,0,0,0,358,33,163,6,9,7,5,65,18,20,6,0,2,0,19,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Vlasakkerstraat 12,0599::SB321,3074 WX,1595,591,2,8,0,8,0,518,91,0,0,0,8,0,0,609,149,82,5,41,12,81,60,9,6,6,1,131,0,3,0,5,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Immanuel Kantstraat 2,0599::SB322,3076 DK,1204,534,1,1,0,3,0,497,36,0,0,3,0,0,0,533,63,253,31,26,6,59,46,20,12,2,3,4,1,7,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Stichtseplein 2,0599::SB323,3074 TN,1428,518,12,9,3,0,0,443,99,0,0,0,3,0,0,542,121,121,7,47,10,59,38,8,6,3,2,86,0,2,0,8,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Nassauhaven 297 (links),0599::SB324,3071 JJ,1302,594,4,13,0,1,0,476,139,0,3,0,4,0,0,615,193,63,4,26,24,37,58,7,5,5,0,166,0,2,0,3,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Middelharnisstraat 153A,0599::SB325,3086 GG,1661,678,7,2,8,0,0,597,82,0,0,8,0,0,0,679,171,153,11,22,15,47,110,32,12,16,5,60,0,23,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Stieltjesstraat 30,0599::SB326,3071 JX,1568,848,2,2,0,0,0,793,59,0,0,0,0,0,0,852,142,192,100,177,58,33,68,33,25,0,2,8,2,5,0,2,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Aalreep 8,0599::SB327,3192 SE,1130,578,1,4,0,3,0,528,58,0,0,0,3,0,0,586,65,224,29,37,10,45,52,23,14,6,2,0,0,40,1,0,30
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Lokhorst 200,0599::SB328,3085 WZ,1079,469,3,8,0,1,0,432,49,0,0,0,1,0,0,481,79,186,24,36,9,35,33,7,11,14,8,16,0,9,1,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Herkingenstraat 84 (links),0599::SB329,3086 BJ,1290,402,3,4,0,11,0,350,45,0,0,14,0,3,0,395,116,83,7,30,6,26,61,10,9,1,3,42,0,4,0,2,2
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Langenhorst 104,0599::SB330,3085 KA,1040,438,1,2,0,3,0,384,60,0,0,0,3,0,0,444,53,165,14,22,14,27,54,36,10,4,4,26,0,8,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Putsebocht 89 (links),0599::SB331,3073 HE,1351,611,6,14,0,5,0,497,129,0,0,5,0,0,0,626,172,25,4,41,9,104,66,9,6,4,1,163,1,1,0,4,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Krabbendijkestraat 238 (rechts),0599::SB332,3086 LW,1616,460,8,3,0,43,0,474,40,0,0,0,43,0,43,514,102,142,28,27,12,20,53,19,5,7,3,34,0,8,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Puitstraat 101,0599::SB333,3192 SH,1274,578,4,1,0,0,0,538,45,0,0,0,0,0,0,583,63,186,16,26,5,32,90,41,11,18,4,4,0,48,0,1,33
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Krabbendijkestraat 238 (links),0599::SB334,3086 LW,1629,673,5,7,0,0,0,602,84,0,1,0,1,0,0,686,135,229,22,37,25,20,79,28,19,11,5,45,2,11,0,4,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Nieuwe Wetering 251 (links),0599::SB335,3194 TB,1217,413,0,4,0,14,0,355,48,0,0,14,0,14,0,403,50,160,36,21,6,33,37,7,12,9,3,3,0,19,0,0,17
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Kerkwervesingel 8,0599::SB336,3086 HH,1306,348,2,4,10,0,0,322,32,0,0,0,0,0,0,354,86,116,6,13,5,21,46,12,5,6,2,19,0,10,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Afrikaanderplein 7 (links),0599::SB337,3072 EA,1625,693,4,12,1,0,0,552,158,0,0,0,1,0,0,710,209,75,7,53,10,94,75,4,6,3,1,142,1,7,0,6,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Herenoord 6,0599::SB338,3079 TS,1627,487,1,3,0,0,0,439,52,0,0,0,0,0,0,491,85,202,17,22,5,19,45,34,16,5,0,30,0,6,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Joubertstraat 13A,0599::SB339,3072 PD,1489,508,5,7,1,0,0,405,116,0,0,0,1,0,0,521,163,54,13,44,11,57,36,1,7,2,3,115,1,0,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Montfoortverloop 15,0599::SB340,3077 XM,1509,353,1,2,0,0,0,315,41,0,0,0,0,0,0,356,64,115,11,11,9,13,68,9,15,5,3,25,1,2,0,2,0
