contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,GROENLINKS,Democraten 66 (D66),SP (Socialistische Partij),RED AMSTERDAM,CDA,Partij voor de Dieren,TROTS,10,Piratenpartij,De Groenen,Ouderen Partij Amsterdam (OPA),Amsterdam Sociaal,ChristenUnie,LEEFBAAR AMSTERDAM,De Republikeinse Politieke Partij,Partij Voor Vrije Amsterdammers (PVVA),Radicale Oppositie Beweging (R.O.B.),Nieuwe Amsterdamse Toekomst (NAT),OMA Amsterdam,Multicultureel Plus Partij (M+),Basis Inkomen Partij (BIP),Visie Op Amsterdam (Lijst Ina Brouwer),Partij van de Eenheid,Partij van de Ouderen (P.v.d.O.),Libertarische Partij (LP)
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Restaurant van der Markt,0363::SB161,,1078,493,3,4,0,0,0,449,57,0,0,0,6,0,0,506,73,56,77,164,54,18,3,9,0,0,8,3,3,1,4,3,0,1,3,4,0,1,0,0,5,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Grand Cafe Frankendael,0363::SB162,,1276,643,3,1,0,0,0,587,57,0,0,0,12,0,0,644,109,65,80,219,62,14,16,19,1,1,10,0,9,2,5,3,1,5,3,2,0,0,0,0,5,11,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Onze Lieve Vrouwe Gasthuis,0363::SB163,,1106,1285,9,11,0,0,0,1194,113,0,0,0,2,0,0,1307,226,125,201,322,160,28,21,43,1,0,18,5,13,3,12,13,0,13,5,9,3,9,3,6,29,15,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau IJburg College,0363::SB164,,1041,536,2,7,0,0,0,480,65,0,0,0,0,0,0,545,67,125,36,186,38,7,9,7,1,0,5,0,0,0,14,0,0,6,2,2,3,8,1,2,15,1,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Restaurant van der Markt,0363::SB165,,1098,600,3,2,2,0,0,562,45,0,0,0,2,0,0,607,94,73,88,217,46,14,13,19,6,0,2,0,4,2,3,3,0,7,0,0,0,2,1,2,0,4,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Muiderkerk (grote vergaderzaal),0363::SB166,,1222,757,5,4,0,1,0,708,59,0,0,0,1,0,0,767,141,69,105,221,102,16,11,27,0,0,7,4,1,3,10,2,0,7,1,5,0,4,2,1,12,4,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Buurtcentrum Park de Meer,0363::SB169,,1283,895,1,5,0,0,0,824,78,0,0,0,0,0,0,902,188,85,130,219,115,17,31,21,3,0,10,0,8,1,8,15,0,13,0,2,3,3,0,0,3,20,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Vrije Universiteit Amsterdam,0363::SB200,,1008,866,6,3,0,13,0,832,56,0,0,0,13,0,0,888,120,128,74,319,50,11,44,16,0,0,25,2,1,1,21,1,1,6,0,15,0,2,1,1,12,13,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Doven Ontmoetings Centrum,0363::SB201,,1217,448,1,1,0,0,0,419,31,0,0,1,0,0,0,450,51,77,43,192,33,6,6,6,1,0,7,2,0,1,1,2,0,4,3,4,1,2,1,1,2,1,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Doven Ontmoetings Centrum,0363::SB202,,1146,515,3,1,0,0,0,496,23,0,0,0,0,0,0,519,83,73,58,191,38,8,13,15,0,0,9,3,6,0,2,1,0,4,2,3,1,0,1,0,0,2,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau VBSK Albert Cuyp,0363::SB203,,1240,810,3,3,0,0,0,755,61,0,0,0,0,0,0,816,118,92,97,284,69,9,20,23,1,0,19,2,7,4,3,6,0,11,10,9,1,3,1,3,8,9,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Jan van der Heijdenhuis,0363::SB204,,1207,623,1,6,0,0,0,587,41,0,0,3,0,0,0,628,79,79,95,225,49,14,6,22,0,1,11,1,9,2,4,3,1,3,3,4,1,1,3,1,0,5,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Jan van der Heijdenhuis,0363::SB205,,1145,534,7,2,7,0,0,520,30,0,0,0,7,0,0,550,65,82,89,195,38,8,14,11,1,0,17,4,3,1,1,0,0,0,0,2,1,0,1,1,0,0,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Oscar Carre school,0363::SB206,,1138,582,2,2,0,0,0,537,49,0,0,0,0,0,0,586,71,80,99,189,53,25,9,14,0,0,12,1,3,0,4,3,0,3,0,1,3,3,1,1,5,0,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Oscar Carre school,0363::SB207,,1184,850,5,11,0,0,0,803,65,0,0,0,0,0,0,868,124,93,114,288,66,28,27,26,2,0,19,4,9,3,3,5,0,11,0,4,3,5,2,0,3,11,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Oscar Carre school,0363::SB208,,1191,572,3,2,0,1,0,546,32,0,0,0,1,0,0,578,94,60,81,158,65,21,8,19,2,0,9,2,3,0,6,1,0,13,1,5,0,6,2,0,4,11,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Kunstwerkplaats,0363::SB209,,953,609,3,2,0,3,0,576,41,0,0,3,0,0,0,617,112,45,85,156,99,11,8,17,0,0,18,2,11,0,4,3,2,11,2,4,1,0,1,1,4,12,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau NH Museum Quarter,0363::SB210,,1065,355,1,2,0,0,0,328,29,0,0,1,0,0,0,357,46,61,51,130,26,5,4,6,0,0,9,1,1,0,0,2,0,5,0,0,0,0,1,0,0,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Heineken,0363::SB211,,1169,584,3,1,0,0,0,567,41,0,0,4,0,0,0,589,99,56,80,174,76,11,10,22,1,0,19,2,4,0,1,1,1,10,0,4,1,2,3,0,1,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Grandcafe Vrienden,0363::SB212,,1119,726,2,1,0,0,0,712,14,0,0,0,0,0,0,726,108,102,95,249,56,16,14,25,0,0,18,1,3,4,2,4,0,8,2,7,0,3,2,1,2,3,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Edelsteen,0363::SB213,,1164,524,3,6,0,0,0,491,45,0,3,0,3,0,0,536,136,35,67,98,72,22,7,22,0,0,14,1,2,0,6,3,0,5,0,1,3,3,3,1,17,5,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Edelsteen,0363::SB214,,1057,550,3,5,0,1,0,505,52,0,0,1,0,0,0,557,148,28,62,88,94,32,5,14,1,0,8,1,1,1,5,4,0,4,1,1,2,7,3,4,22,12,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Senioren bewonersruimte,0363::SB215,,1081,686,3,4,0,0,0,640,52,0,0,1,0,0,0,692,92,90,81,222,71,21,17,19,0,0,26,1,10,0,0,1,0,5,3,3,2,0,0,2,2,18,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Kunstwerkplaats,0363::SB216,,1043,576,8,0,0,0,0,550,36,0,0,0,0,0,0,586,118,48,77,128,87,16,15,22,0,1,13,1,5,1,3,2,0,6,4,4,1,3,2,1,7,11,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau 3e Daltonschool hoofdgebouw,0363::SB217,,1096,867,5,7,0,0,0,797,72,0,0,3,0,0,0,869,131,81,122,275,84,28,20,33,2,0,33,5,3,2,5,3,0,5,2,3,0,4,2,1,14,7,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Avonturijn,0363::SB218,,1067,569,4,5,0,0,0,549,30,0,0,0,0,0,0,579,79,74,76,182,52,10,11,19,1,0,8,2,4,2,3,2,0,6,1,14,0,6,1,1,10,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau 9e Montessorischool De Scholekster,0363::SB219,,1102,464,1,3,0,6,0,438,36,0,0,0,6,0,0,474,69,69,60,144,58,6,9,12,0,0,11,1,2,1,1,1,0,5,1,1,0,0,0,3,0,6,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau 9e Montessorischool De Scholekster,0363::SB220,,1115,516,0,1,0,3,0,472,42,0,0,3,0,0,0,514,76,44,57,183,58,10,13,20,0,0,17,0,4,2,2,2,0,5,1,1,0,4,2,1,1,11,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sporthal de Pijp,0363::SB221,,1007,409,7,1,0,0,0,389,35,0,0,0,7,0,0,424,74,43,45,94,58,6,3,20,1,0,15,4,4,0,8,1,0,8,0,2,0,3,2,2,6,10,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sporthal de Pijp,0363::SB222,,922,447,1,2,0,4,0,421,24,0,0,5,0,1,0,445,66,40,55,125,73,6,5,28,4,0,7,1,7,2,2,1,0,9,0,2,1,3,1,0,1,6,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau d'Oude Raai,0363::SB223,,1070,754,11,3,0,11,0,712,45,0,0,11,0,0,0,757,132,83,71,210,99,8,24,26,3,0,18,0,8,1,6,4,0,10,1,1,2,4,2,2,2,32,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Apollohal linker ingang,0363::SB224,,959,936,3,1,0,3,0,851,86,0,0,3,0,0,0,937,104,269,56,357,37,8,40,18,1,0,11,0,3,0,8,2,0,5,3,0,3,0,0,0,0,6,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gezond in Zuid,0363::SB225,,1123,357,2,6,0,0,0,329,27,0,0,0,0,0,0,356,41,50,43,102,51,10,13,11,0,0,8,1,3,2,0,2,0,7,2,2,1,0,0,2,0,4,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Cornelis Vrijschool,0363::SB226,,1010,433,2,0,0,2,0,393,40,0,0,2,0,0,0,433,70,86,39,162,8,19,21,9,0,0,4,0,1,1,5,0,0,2,1,2,0,0,0,0,0,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Cornelis Vrijschool,0363::SB227,,899,587,4,2,0,0,0,537,57,0,0,0,1,0,0,594,85,139,43,231,20,11,24,9,0,0,8,2,2,0,4,0,0,2,0,3,0,0,0,1,3,0,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Oud-Katholieke Kerk,0363::SB228,,1006,776,4,1,4,0,0,729,57,0,0,0,4,0,0,786,112,156,65,297,58,12,11,17,5,0,11,0,0,2,7,1,0,7,0,6,0,0,0,3,1,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau The College Hotel van Baerlesalon,0363::SB229,,1014,746,3,0,0,1,0,695,46,0,0,0,1,0,0,741,120,102,77,280,60,20,14,18,3,0,6,2,5,3,8,0,1,4,0,7,1,0,1,3,1,4,6
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau The College Hotel de Costersalon,0363::SB230,,1100,680,2,1,0,1,0,632,50,0,0,1,0,0,0,682,140,76,100,212,62,17,21,14,1,0,12,2,4,0,2,3,0,4,0,2,1,1,0,1,0,3,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Hildebrand van Loonschool,0363::SB231,,1032,733,0,3,0,1,0,658,79,0,0,0,1,0,0,737,108,154,63,270,31,20,40,16,0,0,7,2,3,0,3,1,1,3,2,1,1,0,1,2,1,3,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Obrechtkerk,0363::SB232,,1141,918,0,2,0,0,0,828,91,0,1,1,0,0,0,920,137,206,82,330,49,29,25,20,1,0,9,4,6,1,3,0,0,3,0,3,1,1,0,2,0,5,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymzaal Nicolaas Maesschool,0363::SB233,,831,511,1,0,0,0,0,437,56,0,0,19,0,0,0,493,91,103,61,165,36,13,17,7,0,0,4,1,3,0,0,0,0,0,0,1,1,1,0,3,0,3,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymzaal Nicolaas Maesschool,0363::SB234,,822,449,2,1,0,1,0,406,47,0,0,0,1,0,0,453,92,81,49,139,24,15,12,10,3,0,1,4,6,0,4,1,0,5,0,0,0,0,0,0,0,3,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau EMB Hotel Memphis,0363::SB235,,1246,716,0,5,0,3,0,644,74,0,0,3,0,0,0,718,75,200,44,314,16,19,12,16,1,0,3,0,2,0,5,0,0,2,0,2,2,0,0,1,0,0,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dansschool Oostveen,0363::SB236,,1020,535,2,3,0,0,0,503,41,0,0,0,4,0,0,544,73,70,58,191,37,13,18,22,0,0,15,4,0,1,4,6,0,5,1,3,1,3,2,0,1,7,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool Elout,0363::SB237,,1209,668,4,1,0,0,0,660,54,0,0,0,0,0,0,714,93,67,72,246,66,18,17,24,2,0,18,1,7,1,7,3,0,8,3,0,1,0,1,1,1,7,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool Elout,0363::SB238,,1189,693,2,3,0,2,0,647,53,0,0,0,2,0,0,700,85,111,73,243,69,14,13,21,0,0,13,2,6,1,5,1,0,18,0,1,2,1,0,0,1,12,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Derde Schinkel,0363::SB239,,845,464,6,3,0,0,0,423,52,0,0,0,2,0,0,475,57,68,56,179,22,10,11,15,1,0,14,4,6,1,5,1,0,5,0,2,0,0,0,0,0,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Flatgebouw Baarsstraat,0363::SB240,,1107,714,7,2,0,0,0,677,47,0,1,0,1,0,0,724,93,109,63,231,75,11,13,32,2,0,18,4,5,2,15,4,0,12,2,2,2,0,1,0,1,16,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymzaal Zuidwester,0363::SB241,,1046,426,0,2,0,0,0,385,41,0,1,2,0,0,0,426,59,91,33,182,21,7,10,7,0,0,3,0,3,1,3,2,0,0,0,3,0,0,0,0,0,1,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymzaal Zuidwester,0363::SB242,,1079,612,3,3,0,0,0,567,59,1,0,0,6,0,0,626,95,118,68,223,42,5,23,7,0,0,9,0,3,0,1,1,1,5,0,1,0,0,0,2,0,5,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Hervormd Lyceum Zuid,0363::SB243,,1206,883,2,5,0,6,0,787,97,0,0,6,0,0,0,884,125,229,55,338,31,11,44,11,0,0,11,1,7,0,1,4,0,3,0,3,2,0,0,1,1,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau St. Ignatius Gymnasium,0363::SB244,,1198,608,0,1,0,0,0,537,72,0,0,0,0,0,0,609,74,176,44,232,23,5,22,10,1,0,8,0,5,0,1,1,0,1,0,1,1,0,0,1,0,1,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau St. Ignatius Gymnasium,0363::SB245,,1174,764,2,1,5,0,0,683,81,0,0,5,0,0,0,764,94,208,48,299,26,6,29,14,0,0,13,2,6,0,6,2,0,2,0,2,1,0,0,1,0,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Huis van de Wijk Olympus,0363::SB246,,1113,745,5,4,0,0,0,706,49,0,1,0,1,0,0,755,148,79,76,204,72,16,12,33,1,0,28,2,9,1,8,9,1,6,3,1,0,6,2,3,4,21,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Willem de Zwijgerkerk,0363::SB247,,914,461,2,2,0,0,0,438,28,0,0,0,1,0,0,466,72,44,59,102,70,8,12,14,1,1,20,0,4,2,9,0,1,11,0,0,1,4,2,2,5,14,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Willem de Zwijgerkerk,0363::SB248,,1070,452,0,1,0,2,0,416,35,0,0,2,0,0,0,451,78,29,39,121,75,10,13,20,4,0,14,3,4,1,9,2,0,6,3,2,1,0,0,1,3,12,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Willem de Zwijgerkerk,0363::SB249,,1051,479,2,7,0,0,0,464,23,0,0,1,0,0,0,487,94,32,54,109,61,7,15,19,2,1,16,2,11,0,8,2,1,7,1,1,3,7,1,1,3,19,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Citroen dealer,0363::SB250,,1004,409,1,2,0,0,0,368,47,0,0,0,0,0,0,415,62,84,46,119,36,5,9,7,2,0,4,5,3,1,6,2,0,7,0,3,1,0,0,0,0,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Citroen dealer,0363::SB251,,969,509,3,2,0,1,0,469,46,0,0,0,1,0,0,515,70,104,43,182,39,10,13,12,1,0,5,1,5,0,2,2,0,5,1,1,2,0,1,0,1,9,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Bibliotheek Olympisch Kwartier,0363::SB252,,936,847,5,6,0,0,0,799,61,0,2,0,2,0,0,860,130,218,65,260,57,4,26,18,2,0,7,1,4,1,9,2,1,6,0,2,2,2,1,4,10,14,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Hilton Hotel rechter ingang,0363::SB253,,1130,693,1,3,1,0,0,631,67,0,0,0,1,0,0,698,82,216,41,279,16,4,25,6,0,0,8,0,2,0,2,3,1,2,1,1,1,0,0,0,0,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Hilton Hotel rechter ingang,0363::SB254,,1131,740,5,1,0,0,0,661,85,0,0,0,0,0,0,746,78,207,41,308,18,6,40,13,0,0,4,1,5,1,2,1,0,4,1,2,1,0,0,0,0,4,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Wyndham Apollo Hotel ingang Stadionweg,0363::SB255,,1068,272,0,1,0,0,0,251,22,0,0,0,0,0,0,273,34,72,20,103,12,3,11,6,0,0,1,1,4,0,0,0,0,1,0,0,1,0,0,1,0,2,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dansschool Oostveen,0363::SB256,,1046,472,2,1,2,0,0,432,39,0,0,2,0,0,0,471,73,67,54,162,28,16,13,16,0,0,9,2,8,1,5,1,1,4,0,3,1,0,2,0,0,3,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Portocabin Theophile de Bockstraat,0363::SB257,,994,643,8,2,0,1,0,600,54,0,0,0,1,0,0,654,81,101,62,245,47,8,18,23,0,0,16,2,6,3,5,1,0,9,0,1,1,0,0,4,0,9,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Portocabin Theophile de Bockstraat,0363::SB258,,921,597,5,3,0,1,0,560,46,0,0,0,1,0,0,606,82,96,73,199,42,8,14,24,4,0,18,1,5,0,4,2,0,3,1,3,3,0,0,3,2,10,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Bredeschool Bockesprong,0363::SB259,,1124,479,5,0,0,0,0,438,46,0,0,0,0,0,0,484,63,56,77,171,39,8,4,13,2,0,9,0,3,0,4,4,0,8,1,1,2,0,2,1,6,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Bredeschool Bockesprong,0363::SB260,,1142,501,4,1,10,0,0,448,48,0,0,10,0,0,0,496,51,64,51,176,39,11,8,23,0,0,10,12,4,1,5,4,0,12,0,1,0,3,1,2,2,21,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Bredeschool Bockesprong,0363::SB261,,1133,521,4,2,0,0,0,489,36,0,0,2,0,0,0,525,55,86,47,189,37,11,22,22,2,1,12,1,2,0,9,3,1,6,0,1,0,0,1,0,0,13,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Portocabin Hoofddorpplein,0363::SB262,,1067,813,6,1,0,0,0,769,55,0,0,0,0,0,0,824,89,130,91,344,44,13,12,16,0,0,17,1,1,3,5,6,1,13,4,0,2,2,3,2,2,10,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Portocabin Hoofddorpplein,0363::SB263,,1078,812,8,2,0,0,0,759,63,0,0,0,0,0,0,822,80,108,87,339,58,17,17,26,1,0,21,5,15,1,6,5,0,8,1,2,5,1,0,0,1,7,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Generaal Vetter,0363::SB264,,803,317,2,2,0,0,0,295,26,0,0,0,0,0,0,321,36,58,34,117,13,3,5,9,0,0,12,0,5,0,1,9,0,4,0,1,0,0,0,1,0,9,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymzaal,0363::SB266,,1072,371,2,1,0,0,0,335,43,0,0,0,0,0,0,378,41,82,22,137,40,8,4,10,0,0,8,2,0,0,1,2,0,5,0,0,2,0,0,2,2,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymzaal,0363::SB267,,945,366,1,0,4,0,0,329,34,0,0,4,0,0,0,363,43,76,34,133,30,9,7,9,0,0,10,0,1,1,2,3,1,0,0,1,1,0,0,0,0,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Pastorie Vredeskerk,0363::SB268,,966,675,6,4,0,0,0,639,46,0,0,0,0,0,0,685,88,96,73,254,55,8,17,21,1,0,11,2,5,4,6,3,0,5,1,3,1,3,3,2,2,10,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Anne Frankschool,0363::SB270,,1053,1050,10,3,0,0,0,976,87,0,1,0,0,0,0,1063,167,183,118,373,65,19,28,22,5,0,20,3,5,0,2,3,0,10,1,7,0,0,0,1,5,11,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Knijn Bowling,0363::SB271,,997,701,3,4,0,0,0,625,82,0,0,1,0,1,0,707,92,136,56,265,42,11,27,16,3,0,14,1,5,0,6,0,0,7,0,2,3,3,3,2,2,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Zorgstichting Philadelphia,0363::SB272,,1014,630,3,4,0,0,0,590,47,0,0,0,0,0,0,637,90,62,61,189,73,20,18,19,0,0,21,1,11,0,11,1,0,8,0,5,3,5,2,2,9,18,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Zorgstichting Philadelphia,0363::SB273,,1102,610,4,2,0,3,0,564,55,0,0,0,3,0,0,619,111,61,75,190,61,9,16,13,1,0,15,2,3,1,9,1,2,8,1,5,0,2,4,0,13,6,1
