LijstNr,Aanduiding van de politieke groepering,Nr,Naam op de lijst,Totaal,Sb 1,Sb 2,Sb 3,Sb 4,Sb 5,Sb 6,Sb 7,Sb 8,Sb 9,Sb 10,Sb 11,Sb 12,Sb 13,Sb 14,Sb 15,Sb 16,Sb 17
,,42,"van Grootheest, G.J. (Gerdo) (m)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,43,"van Hooijdonk, L.H.L. (Lot) (v)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,,44,"Kapteijns, F.H.A. (Frans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,45,"Scholten, H.T.M. (Lenie) (v)",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,,46,"Muambi, A.O. (Alphonse) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,47,"Homan - Brinkman, N. (Nienke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,48,"El Fassed, A. (Arjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,49,"Rüter, J.S. (Bas) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,50,"van Gent, W. (Ineke) (v)",5,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9,Staatkundig Gereformeerde Partij (SGP),1,"van der Staaij, C.G. (Kees) (m)",24,3,2,1,0,2,3,0,3,3,0,3,1,1,0,0,2,0
,,2,"Dijkgraaf, E. (Elbert) (m)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,3,"Bisschop, R. (Roelof) (m)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,4,"Ruissen, H.J.A. (Bert-Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Stoffer, C. (Chris) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Schipaanboord, G.P. (Geert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Kloosterman, J. (Jan) (m)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,8,"Tanis, J.P. (Hans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Veldman, J.D. (Joost) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Nieuwenhuis, E.J. (Evert Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Weggeman, A. (Arnold) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Hoek, P.W.J. (Peter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"de Knegt, L. (Leendert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Flach, A.J. (André) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"van Wikselaar, W. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van Leeuwen, G.R. (Gert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Bosma, E.G. (Ewart) (m)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,18,"Kok, W.H. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Bakker, T. (Tom) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Boonzaaijer, G. (Gerrit) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"Simonse, J.N. (Sjaak) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"van Duijn, W.J. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"van Westreenen, S. (Steven) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"van 't Land, J.A. (Hans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"Noordergraaf, P.T. (Peter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Benschop, J.W. (Jan Willem) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Dorst, A.I.G. (Ad) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"van den Berg, W. (Wouter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"de Vries, W. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Brouwer, M. (Mark) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Partij voor de Dieren,1,"Thieme, M.L. (Marianne) (v)",303,32,18,15,23,25,10,11,20,14,19,21,8,15,21,22,21,8
,,2,"Ouwehand, E. (Esther) (v)",14,4,0,0,0,0,1,1,0,0,0,1,1,2,0,0,2,2
,,3,"van Raan, L. (Lammert) (m)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,4,"Wassenberg, F.P. (Frank) (m)",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
,,5,"Arissen, F.M. (Femke Merel) (v)",4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
,,6,"van Esch, E.M. (Eva) (v)",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,,7,"Teunissen, C. (Christine) (v)",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
,,8,"van Leeuwen, M. (Floriske) (v)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,9,"Koffeman, N.K. (Niko) (m)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,10,"Engelen, E.R. (Ewald) (m)",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
,,11,"van Lammeren, J.F.W. (Johnas) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Akerboom, E.S. (Eva) (v)",4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
,,13,"van Liere, A.E. (Bram) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"van Voorthuizen, G.S.L. (Stephanie) (v)",2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,,15,"van der Wel, M.C. (Marco) (m)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van der Veer, L.R. (Luuk) (m)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"van Viegen, A.H.K. (Carla) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Keller, H.J. (Hiltje) (v)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,,19,"van Doorn, M.E.C. (Michelle) (v)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Plusquin, P.S.M.L. (Pascale) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"van der Velden, R.T.J. (Ruud) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Smit, I.R. (Ilse) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Vestering, L. (Leonie) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Travaille, A. (Anjo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"de Wrede, K. (Kirsten) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"van der Zanden, C.J.M. (Rinie) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Janssens, T.A.O. (Trees) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"Kostić, I. (Ines) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Hazekamp, A.A.H. (Anja) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Berendse, F. (Frank) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,31,"Biesheuvel, J.M.A. (Maarten) (m)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,32,"Cruiming, J.P. (Jan-Peter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,33,"Dumon Tak, M.A. (Bibi) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,34,"Engelsman, V.L. (Volkert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,35,"de Haas, J.L. (Johan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,36,"van der Heijden, A.F.T. (Adri) (m)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,37,"Herstel, M. (Malou) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,38,"van der Steen, M.F. (Mensje) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,39,"Meijer, E.R. (Eva) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,40,"Mutsaers, C.J.M. (Charlotte) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,41,"Nicolaï, P. (Peter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,42,"Postma, A. (Annemarie) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,43,"Rot, J. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,44,"Rotenstreich, M.M. (Mirjam) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,45,"de Schepper, T. (Teske) (v)",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,,46,"Schrijver, J.W. (Annemiek) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,47,"Siebelink, J.G. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,48,"van Veen, B. (Babette) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,49,"Verbaan, G.C. (Georgina) (v)",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
,,50,"Woesthoff, M.F.F. (Dinand) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,50PLUS,1,"Krol, H.C.M. (Henk) (m)",412,30,15,39,29,33,17,21,24,20,42,20,18,23,28,18,15,20
,,2,"Sazias, L. (Léonie) (v)",66,3,4,1,8,4,0,3,5,4,4,3,4,3,5,7,5,3
,,3,"van Rooijen, M.J. (Martin) (m)",12,0,0,0,0,1,0,0,0,2,1,2,0,2,2,2,0,0
,,4,"van Brenk, C.M. (Corrie) (v)",6,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
,,5,"van Otterloo, G.J.P. (Gerrit Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Geleijnse, S. (Simon) (m)",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,7,"Bode, E.M. (Emile) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Schrover, W.A.A. (Wilma) (v)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,9,"Koopman, M. (Maurice) (m)",4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
,,10,"de Brouwer, R.B.P. (Rob) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Wiersma, T. (Theun) (m)",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
,,12,"Bergen, P.H. (Presley) (m)",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,13,"van Veeren, P. (Petra) (v)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,,14,"Willemse, W. (Willem) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Fonhof, G.J. (Jan) (m)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,16,"Kroonstuiver, N.L.D. (Natascha) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Verboom, H.J. (Henk Jan) (m)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,18,"van de Griendt, M.W.E. (Monique) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"van Overveld, W.A.A.M. (Wim) (m)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,20,"Hamersma, K. (Klaas) (m)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,21,"Siepel, H. (Harry) (m)",5,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
,,22,"Kerkhof, F. (Fred) (m)",10,0,0,2,0,0,0,0,3,1,1,0,2,0,0,0,0,1
,,23,"Hernández Martínez, A. (Adriana) (v)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,24,"Jansen, W. (Wout) (m)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"Heere, T.J.M. (Theo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Haasnoot, J.H. (Jaap) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"van Orsouw, J.H.T. (Joop) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"Molenaar, R. (Rosa) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Haije, A.F. (Arno) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Spooren, A.J.M. (Chris) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,31,"de Meij, O.A.C. (Olga) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,32,"van Wanrooij, A.C.P. (André) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,33,"Brouwers, J.F.X.M. (Jan Frans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,34,"van Hulst, J.A.M. (Jolanda) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,35,"Gralike, R.B.M. (Rhianna) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,36,"Bergwerf, F. (Frans) (m)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,37,"Terpstra, W.P.N. (Willem) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,38,"Oesterreicher, G.F. (Guus) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,39,"de Vries, D.P. (Dick) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,40,"Gertsen, J.W.M. (Hans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,41,"Meijer, H. (Hein) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,42,"van Zanten, D. (Dick) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,43,"ten Cate, H.J. (Hylke) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,44,"Rose, F.J. (Frans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,45,"Lamberts, H. (Harry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,46,"de Vries, A.E. (Auke) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,47,"van de Wal, H.J.C.M. (Henry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,48,"Hoek, W.M.M. (Mieke) (v)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,49,"Struijlaard, J.W.A. (John) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,OndernemersPartij,1,"Brinkman, H. (Hero) (m)",9,1,0,0,1,2,0,0,0,0,1,0,0,0,3,1,0,0
,,2,"Gaasbeek, M. (Martine) (v)",3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,,3,"de Vries, J.L.G. (Jos) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Kicken, J.M.H. (Patrick) (m)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"van den Berg, J.O. (Jos) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"de Koning, M. (Mariëtta) (v)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,7,"Theocharis, S. (Stavros) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Andriol, S.J.R. (Sophie) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Bol, R.G. (René) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Reitsma, H.H. (Harry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Wood, D.R. (Denis) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,VNL (VoorNederland),1,"Roos, J.H. (Jan) (m)",49,6,0,1,5,2,1,5,4,0,4,5,1,0,6,4,0,5
,,2,"van Klaveren, J.J. (Joram) (m)",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
,,3,"Bontes, L. (Louis) (m)",4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
,,4,"Hoogwerf, T.C. (Tanya) (v)",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
,,5,"Sassen, J.H.N.A. (Alexander) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Versteeg, M.A.J. (Michel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"de Laat, J.M. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"van der Meer, S. (Symen) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Vermaas, P.C. (Peter) (m)",12,1,0,1,1,0,1,2,3,0,0,0,0,0,1,0,1,1
,,10,"Himpers, J. (Jeffrey) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"van Gemert, R.J.H. (René) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Oosterhagen, H.J. (Johan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Molema, J.F.H. (Johan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"de Gast, A.L.M. (Arjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Chandarsing, A.S. (Sachin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van Tiggelen, R. (Ronald) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"de Veth, C.G. (Chris) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Stassen, L.J.A.J. (Laurence) (v)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,DENK,1,"Kuzu, T. (Tunahan) (m)",316,10,4,39,6,3,1,40,98,28,29,26,7,1,2,7,3,12
,,2,"Azarkan, F. (Farid) (m)",4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
,,3,"Öztürk, S. (Selcuk) (m)",12,0,0,0,0,0,2,0,0,0,1,5,0,0,1,0,3,0
,,4,"Albitrouw, G. (Gladys) (v)",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,,5,"van Baarle, S.R.T. (Stephan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Charlot, M.J.H. (Magdalena) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Taimounti, M. (Mourad) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Kiliç, A. (Ayşegül) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Koolbergen, M.M. (Marisa) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Tsouli, A. (Ali) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"van Splunter, M. (Marit) (v)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Uysal, Ş. (Şerif) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Karaman, R. (Rabia) (v)",4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
,,14,"Raja, T.M. (Talhat) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Kayiş, Y. (Yunus) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Rana, M.Z.T. (Zaheer) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Demirel, N. (Nevzat) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Ince, K. (Keziban) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,NIEUWE WEGEN,1,"Oosenbrug, A. (Alfred) (m)",8,0,0,0,0,0,1,0,3,0,1,2,0,0,1,0,0,0
,,2,"Monasch, J.S. (Jacques) (m)",10,0,0,0,1,1,0,4,0,0,0,2,0,0,0,0,1,1
,,3,"Beemsterboer, R.J.C. (Ramona) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Ekiz, I. (Iprahim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Spitsbaard, A.W. (Ton) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Vianen - van der Geest, G.C.J. (Wendy) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"van Leeuwen, C.H. (Kees) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"van Duijvenvoorde, A. (Arjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Jochems, I.C.A.M. (Inge) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Dijkstra, S.J. (Sietze Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Durgaram, R.M.H. (Romeo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"de Vries, Y. (Yvonne) (v)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Verstappen, J.H.M. (Jaco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"van Scheyen, I.S.L. (Bo) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"de Jong, B.D. (David) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van Leeuwen, G.L.F. (George) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Pijpker, J. (Jeanet) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"van Eldik, D.A. (Erik) (m)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Willemstein, J.S.A. (Hanneke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Komdeur, E. (Eddie) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"van Dijken, R.G. (Roelof) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Heyser, R. (Roelof) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"van Gessel, R. (Ruud) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Haak, M.H.D. (Marco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"Thiemann, J.H. (John) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Visscher, K.J.J. (Jorik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Hurtado - Panek, J. (Jana) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"van der Maas, W.L. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"de Boer, S. (Simone) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Buchel, L.G.H. (Leo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Forum voor Democratie,1,"Baudet, T.H.P. (Thierry) (m)",248,36,10,10,22,10,11,20,16,4,12,18,13,14,17,7,19,9
,,2,"Hiddema, T.U. (Theo) (m)",66,11,4,1,4,3,7,3,4,2,3,6,0,3,5,2,7,1
,,3,"Teunissen, S.M. (Susan) (v)",12,1,1,0,1,1,0,0,2,0,1,0,0,2,1,0,0,2
,,4,"Otten, H. (Henk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Frentrop, P.M.L. (Paul) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Rooken, R.J. (Rob) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Stolze - van Rijn, S.E. (Susan) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Reedijk, G.P. (Gert) (m)",4,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
,,9,"Ramautarsing, Y.J.S. (Yernaz) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Brouwer, Z.M.A. (Zlata) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"de Vries, J.W.E. (Jeroen) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Legger, A.L. (Arthur) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
