LijstNr,Aanduiding van de politieke groepering,Nr,Naam op de lijst,Totaal,Sb 1,Sb 2,Sb 4,Sb 5,Sb 6,Sb 8,Sb 9,Sb 11,Sb 12,Sb 14,Sb 15,Sb 17,Sb 18,Sb 19
,,12,"Akerboom, E.S. (Eva) (v)",7,0,0,1,0,1,0,0,0,3,0,0,0,0,2
,,13,"van Liere, A.E. (Bram) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"van Voorthuizen, G.S.L. (Stephanie) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"van der Wel, M.C. (Marco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van der Veer, L.R. (Luuk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"van Viegen, A.H.K. (Carla) (v)",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,,18,"Keller, H.J. (Hiltje) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"van Doorn, M.E.C. (Michelle) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Plusquin, P.S.M.L. (Pascale) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"van der Velden, R.T.J. (Ruud) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Smit, I.R. (Ilse) (v)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,,23,"Vestering, L. (Leonie) (v)",4,0,0,1,0,0,0,0,1,1,1,0,0,0,0
,,24,"Travaille, A. (Anjo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"de Wrede, K. (Kirsten) (v)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,26,"van der Zanden, C.J.M. (Rinie) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Janssens, T.A.O. (Trees) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"Kostić, I. (Ines) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Hazekamp, A.A.H. (Anja) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Berendse, F. (Frank) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,31,"Biesheuvel, J.M.A. (Maarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,32,"Cruiming, J.P. (Jan-Peter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,33,"Dumon Tak, M.A. (Bibi) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,34,"Engelsman, V.L. (Volkert) (m)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,35,"de Haas, J.L. (Johan) (m)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,36,"van der Heijden, A.F.T. (Adri) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,37,"Herstel, M. (Malou) (v)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,38,"van der Steen, M.F. (Mensje) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,39,"Meijer, E.R. (Eva) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,40,"Mutsaers, C.J.M. (Charlotte) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,41,"Nicolaï, P. (Peter) (m)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,42,"Postma, A. (Annemarie) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,43,"Rot, J. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,44,"Rotenstreich, M.M. (Mirjam) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,45,"de Schepper, T. (Teske) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,46,"Schrijver, J.W. (Annemiek) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,47,"Siebelink, J.G. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,48,"van Veen, B. (Babette) (v)",3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
,,49,"Verbaan, G.C. (Georgina) (v)",8,0,0,0,0,1,3,2,0,0,0,1,1,0,0
,,50,"Woesthoff, M.F.F. (Dinand) (m)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,50PLUS,1,"Krol, H.C.M. (Henk) (m)",457,30,30,48,24,28,50,46,25,52,26,22,19,20,37
,,2,"Sazias, L. (Léonie) (v)",141,6,12,7,13,7,12,14,11,20,7,8,8,10,6
,,3,"van Rooijen, M.J. (Martin) (m)",19,4,3,0,1,1,1,0,1,2,1,2,3,0,0
,,4,"van Brenk, C.M. (Corrie) (v)",7,1,1,0,0,0,1,1,0,0,1,0,0,0,2
,,5,"van Otterloo, G.J.P. (Gerrit Jan) (m)",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
,,6,"Geleijnse, S. (Simon) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Bode, E.M. (Emile) (m)",8,2,2,0,0,0,1,0,0,0,1,2,0,0,0
,,8,"Schrover, W.A.A. (Wilma) (v)",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
,,9,"Koopman, M. (Maurice) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"de Brouwer, R.B.P. (Rob) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Wiersma, T. (Theun) (m)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,12,"Bergen, P.H. (Presley) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"van Veeren, P. (Petra) (v)",6,0,0,0,2,0,0,0,0,2,1,0,0,0,1
,,14,"Willemse, W. (Willem) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Fonhof, G.J. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Kroonstuiver, N.L.D. (Natascha) (v)",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,,17,"Verboom, H.J. (Henk Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"van de Griendt, M.W.E. (Monique) (v)",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
,,19,"van Overveld, W.A.A.M. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Hamersma, K. (Klaas) (m)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,21,"Siepel, H. (Harry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Kerkhof, F. (Fred) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Hernández Martínez, A. (Adriana) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Jansen, W. (Wout) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"Heere, T.J.M. (Theo) (m)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Haasnoot, J.H. (Jaap) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"van Orsouw, J.H.T. (Joop) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"Molenaar, R. (Rosa) (v)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,29,"Haije, A.F. (Arno) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Spooren, A.J.M. (Chris) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,31,"de Meij, O.A.C. (Olga) (v)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,32,"van Wanrooij, A.C.P. (André) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,33,"Brouwers, J.F.X.M. (Jan Frans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,34,"van Hulst, J.A.M. (Jolanda) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,35,"Gralike, R.B.M. (Rhianna) (v)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,,36,"Bergwerf, F. (Frans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,37,"van der Schaaf, A. (Andreas) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,38,"Bergh, B.D. (Barend) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,39,"Oesterreicher, G.F. (Guus) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,40,"de Vries, D.P. (Dick) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,41,"Gertsen, J.W.M. (Hans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,42,"Meijer, H. (Hein) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,43,"van Zanten, D. (Dick) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,44,"ten Cate, H.J. (Hylke) (m)",2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
,,45,"Rose, F.J. (Frans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,46,"Lamberts, H. (Harry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,47,"de Vries, A.E. (Auke) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,48,"van de Wal, H.J.C.M. (Henry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,49,"Hoek, W.M.M. (Mieke) (v)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,50,"Struijlaard, J.W.A. (John) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,OndernemersPartij,1,"Brinkman, H. (Hero) (m)",33,1,1,4,4,5,1,1,2,4,2,2,2,1,3
,,2,"Gaasbeek, M. (Martine) (v)",4,0,0,0,0,1,0,1,0,0,0,1,0,0,1
,,3,"de Vries, J.L.G. (Jos) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Kicken, J.M.H. (Patrick) (m)",3,2,0,0,0,0,1,0,0,0,0,0,0,0,0
,,5,"van den Berg, J.O. (Jos) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"de Koning, M. (Mariëtta) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Theocharis, S. (Stavros) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Andriol, S.J.R. (Sophie) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Bol, R.G. (René) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Reitsma, H.H. (Harry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Wood, D.R. (Denis) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,VNL (VoorNederland),1,"Roos, J.H. (Jan) (m)",82,6,8,2,2,6,4,3,10,9,6,9,6,2,9
,,2,"van Klaveren, J.J. (Joram) (m)",10,0,0,1,0,2,1,0,1,0,1,1,3,0,0
,,3,"Bontes, L. (Louis) (m)",3,0,0,0,1,0,0,0,0,1,0,0,1,0,0
,,4,"Hoogwerf, T.C. (Tanya) (v)",7,0,0,0,1,0,1,0,2,0,0,1,1,0,1
,,5,"Sassen, J.H.N.A. (Alexander) (m)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,6,"Versteeg, M.A.J. (Michel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"de Laat, J.M. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"van der Meer, S. (Symen) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Vermaas, P.C. (Peter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Himpers, J. (Jeffrey) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"van Gemert, R.J.H. (René) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Oosterhagen, H.J. (Johan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Molema, J.F.H. (Johan) (m)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,14,"de Gast, A.L.M. (Arjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Chandarsing, A.S. (Sachin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van Tiggelen, R. (Ronald) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"de Veth, C.G. (Chris) (m)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,18,"Stassen, L.J.A.J. (Laurence) (v)",5,0,3,0,0,0,0,0,0,0,2,0,0,0,0
14,DENK,1,"Kuzu, T. (Tunahan) (m)",62,2,6,2,2,1,3,4,10,7,3,8,8,6,0
,,2,"Azarkan, F. (Farid) (m)",42,2,2,3,0,0,6,8,0,8,4,3,4,2,0
,,3,"Öztürk, S. (Selcuk) (m)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,4,"Albitrouw, G. (Gladys) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"van Baarle, S.R.T. (Stephan) (m)",6,0,0,0,5,0,0,0,0,1,0,0,0,0,0
,,6,"Charlot, M.J.H. (Magdalena) (v)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,,7,"Taimounti, M. (Mourad) (m)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,8,"Kiliç, A. (Ayşegül) (v)",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
,,9,"Koolbergen, M.M. (Marisa) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Tsouli, A. (Ali) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"van Splunter, M. (Marit) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Uysal, Ş. (Şerif) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Karaman, R. (Rabia) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Raja, T.M. (Talhat) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Kayiş, Y. (Yunus) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Rana, M.Z.T. (Zaheer) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Demirel, N. (Nevzat) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Ince, K. (Keziban) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,NIEUWE WEGEN,1,"Oosenbrug, A. (Alfred) (m)",10,0,0,2,0,0,1,1,2,1,1,2,0,0,0
,,2,"Monasch, J.S. (Jacques) (m)",13,0,0,5,1,0,1,1,0,1,2,2,0,0,0
,,3,"Beemsterboer, R.J.C. (Ramona) (v)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,,4,"Ekiz, I. (Iprahim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Spitsbaard, A.W. (Ton) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Vianen - van der Geest, G.C.J. (Wendy) (v)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,7,"van Leeuwen, C.H. (Kees) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"van Duijvenvoorde, A. (Arjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Jochems, I.C.A.M. (Inge) (v)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,,10,"Dijkstra, S.J. (Sietze Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Durgaram, R.M.H. (Romeo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"de Vries, Y. (Yvonne) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Verstappen, J.H.M. (Jaco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"van Scheyen, I.S.L. (Bo) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"de Jong, B.D. (David) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van Leeuwen, G.L.F. (George) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Pijpker, J. (Jeanet) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"van Eldik, D.A. (Erik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Willemstein, J.S.A. (Hanneke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Komdeur, E. (Eddie) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"van Dijken, R.G. (Roelof) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Heyser, R. (Roelof) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"van Gessel, R. (Ruud) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Haak, M.H.D. (Marco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"Thiemann, J.H. (John) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Visscher, K.J.J. (Jorik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Hurtado - Panek, J. (Jana) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"van der Maas, W.L. (Wim) (m)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,29,"de Boer, S. (Simone) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Buchel, L.G.H. (Leo) (m)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,Forum voor Democratie,1,"Baudet, T.H.P. (Thierry) (m)",347,30,17,23,21,14,31,26,32,56,24,15,26,10,22
,,2,"Hiddema, T.U. (Theo) (m)",97,0,5,8,9,3,4,13,7,17,14,4,4,5,4
,,3,"Teunissen, S.M. (Susan) (v)",21,0,1,3,2,2,1,0,4,2,1,1,1,2,1
,,4,"Otten, H. (Henk) (m)",5,2,2,0,0,0,0,0,0,0,0,1,0,0,0
,,5,"Frentrop, P.M.L. (Paul) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Rooken, R.J. (Rob) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Stolze - van Rijn, S.E. (Susan) (v)",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,,8,"Reedijk, G.P. (Gert) (m)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Ramautarsing, Y.J.S. (Yernaz) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Brouwer, Z.M.A. (Zlata) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"de Vries, J.W.E. (Jeroen) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Legger, A.L. (Arthur) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Dieudonné, C.A. (Carola) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"van Assen, G.J.E. (Godert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Jeelof, G.W.D. (Geert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Boltjes, L. (Luke) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Berkhout, F.J. (Freek Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Boon, S.O. (Sander) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"de Kok, A. (Arjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"de Groot, A.R. (Astrid) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"Berkhout, H.A. (Hugo) (m)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Mooijekind, R.A. (Roel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Eldering, C.H. (Kees) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Verbrugh, D.J. (Erik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"Koning, S.R. (Saskia) (v)",2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
,,26,"Kerklingh, H.K. (Hemmie) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Velzing, H. (Hendrikus) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"van Wely, L.F.A.M. (Loek) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Ankersmit, F.R. (Frank) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Cliteur, P.B. (Paul) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,De Burger Beweging,1,"Vlems, A.M. (Ad) (m)",4,0,0,1,0,0,0,1,0,0,0,0,2,0,0
,,2,"de Louw, A.J.H. (Albert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Rozendaal, H.A. (André) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"van der Linde, R.A. (Anita) (v)",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
,,5,"Siegers, A.K. (Anke) (v)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,6,"Mul, A.M. (Annette) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Migchels, A.R.P. (Anthony) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Titarsole, A.J. (Augusto) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Dubling, D. (Dirk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Ackerman, D.M. (Elovena) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Holthuis, H. (Erik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Bos, S. (Frieda) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Vousten, G.J.H. (Geert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Vogelaar, G.D.M. (Gio) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Bijl, J.H. (Hanneke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van Steenbergen, J.T. (Hans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Schönbeck, H.A. (Hugo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Hondema, A.R. (Indi) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Venema, J. (Janita) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Ghuijs, J.A.A.M. (Jeroen) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"Kirpensteijn, J.J. (Jolanda) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Wilshaus, J. (Jolanda) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Jansen, C.P.M. (Karina) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Haccou, H.K. (Kitty) (v)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"van der Vlist, L. (Leo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Hupe, L.B. (Lex) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Bervoets, L.F. (Louis) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"Janssen, M. (Marco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Cornielje, M.J.M. (Marielle) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Lamers, M.R. (Marnix) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,31,"Hanff, M.J. (Marijke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,32,"van der Burgt, N.J. (Nina) (v)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,,33,"van Vliet, P.J.W.G. (Peter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,34,"van de Graaf, M.J. (Purusha) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,35,"Visser, O.J. (Rene) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,36,"Graafsma, R.A.J. (René) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,37,"Geelen, R.W. (Robbert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,38,"Swami - Persaud, R.H. (Robert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,39,"Tourgaidis, W. (Roula) (v)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,40,"Zoethout, S. (Sjoerd) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,41,"Bruining, W.E. (Wernard) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,42,"Massop, W.G.M. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Vrijzinnige Partij,1,"Klein, N.P.M. (Norbert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,"Loomans, M.L.P. (Marie-Louise) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Wienbelt, M.C. (Maarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Westenberg, A.A. (Artemis) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Haddering, H. (Harry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Smit, W.F. (Wouter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Lammers, R. (Ruud) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Kuijpers, J.G.L. (Gerard) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Byrde, Y.A.C. (Yohan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Huigens, A.F.J. (Antoon) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Seelig, D.A. (Dino) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Vorswijk, M.K. (Martin) (m)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,13,"Zandberg, J.G. (Jeroen) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Stassen, L.B. (Lucas) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
