Verkiezing;;Tweede Kamer der Staten-Generaal 2017;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;15-3-2017;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente Moerdijk;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;1709;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Theater de Schuur;De Zeven Schakels;Kruisgebouw;Pluspunt Serena;Openbare Basisschool De Boemerang;Sportgezondheidscentrum Zevenbergen;Sportplaza Moerdijk De Kristal;Stationsrestauratie Happy Dees;Ons Stedeke;De Zevensprong;Mauritshof;De Niervaert;SBO Het Palet;De Ankerkuil;GSch.huis Noordhoek;De Standaert;Mauritshuis;De Blokhut;De Parel;Fendertshof;Openbare Basisschool De Springplank;Pestalozzihuis
;;47;van der Spoel, P.L.R.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;Stoorvogel, H.;4;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
;;49;van der Veer, A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;50;Bottenbley, O.E.;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
8;GROENLINKS;;;1253;51;50;68;112;79;38;85;78;19;49;50;82;45;23;25;78;106;27;62;42;53;31
;;1;Klaver, J.F.;1042;42;41;61;89;67;32;70;61;14;37;42;71;35;18;22;68;92;21;54;36;45;24
;;2;Buitenweg, K.M.;87;3;6;5;7;5;1;3;3;1;4;3;6;7;3;2;4;5;3;5;4;5;2
;;3;van der Lee, T.M.T.;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;;4;Voortman, L.G.J.;14;1;0;0;3;0;0;2;2;2;2;0;0;0;0;0;1;0;0;1;0;0;0
;;5;Grashoff, H.J.;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;6;van Tongeren, L.;18;1;1;0;6;0;0;3;1;0;1;0;0;1;0;0;0;3;1;0;0;0;0
;;7;de Jonge van Ellemeet, C.E.;8;0;0;1;0;0;2;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1
;;8;Özdil, Z.;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0
;;9;Snels, B.A.W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;van Ojik, A.;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
;;11;Kröger, S.C.;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Özütok, N.;7;0;0;0;2;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
;;13;Smeulders, P.H.M.;4;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Westerveld, E.M.;15;1;2;0;0;2;0;4;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0
;;15;Bromet, L.;5;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1
;;16;Renkema, W.J.T.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;van Essen, H.P.;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;van den Berge, C.N.;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
;;19;Diks, L.I.;11;0;0;0;3;1;1;2;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0
;;20;van den Nieuwenhuijzen-Wittens, T.J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Mahtab, I.A.F.;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Bouwkamp, C.C.;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;;23;van den Bosch, D.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;van der Steenhoven, M.V.;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;;25;Bonte, A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;van der Kleij, A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Kuipers, J.N.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Arnoldussen, J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Duursma, J.;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Önder, A.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;;31;Vintges, V.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;Bashara, S.R.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;33;Bellemakers, H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;Smelik, C.W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Schers, S.R.M.;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
;;36;Klijmij-van der Laan, M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Piers, R.P.A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;Vermast, P.L.A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;Snaas, M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;van Oort, K.J.H.A.;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
;;41;Hirsch, D.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;van Grootheest, G.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;43;van Hooijdonk, L.H.L.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;Kapteijns, F.H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;45;Scholten, H.T.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;46;Muambi, A.O.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
;;47;Homan-Brinkman, N.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;El Fassed, A.;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;49;Rüter, J.S.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;50;van Gent, W.;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;1;1;0;1
9;Staatkundig Gereformeerde Partij (SGP);;;141;3;1;2;1;5;3;4;5;4;2;19;17;32;4;0;1;11;4;9;9;2;3
;;1;van der Staaij, C.G.;123;3;1;2;1;4;3;4;4;3;1;18;15;25;3;0;1;9;3;9;9;2;3
;;2;Dijkgraaf, E.;12;0;0;0;0;1;0;0;0;0;1;1;0;5;1;0;0;2;1;0;0;0;0
;;3;Bisschop, R.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Ruissen, H.J.A.;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Stoffer, C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Schipaanboord, G.P.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Kloosterman, J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Tanis, J.P.;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;;9;Veldman, J.D.;3;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
;;10;Nieuwenhuis, E.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Weggeman, A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Hoek, P.W.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;de Knegt, L.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Flach, A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;van Wikselaar, W.;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;van Leeuwen, G.R.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Bosma, E.G.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Kok, W.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;Bakker, T.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Boonzaaijer, G.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Simonse, J.N.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;van Duijn, W.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;van Westreenen, S.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;van 't Land, J.A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Noordergraaf, P.T.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Benschop, J.W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Dorst, A.I.G.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;van den Berg, W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;de Vries, W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Brouwer, M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;Partij voor de Dieren;;;598;32;30;24;51;30;38;35;27;17;24;28;29;13;14;15;35;48;22;25;22;17;22
;;1;Thieme, M.L.;539;32;27;24;46;26;32;28;25;17;21;27;21;10;13;13;32;46;20;23;20;17;19
;;2;Ouwehand, E.;21;0;1;0;1;1;3;3;1;0;0;1;3;0;0;1;2;0;0;0;1;0;3
;;3;van Raan, L.;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Wassenberg, F.P.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Arissen, F.M.;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;van Esch, E.M.;4;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
;;7;Teunissen, C.;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;;8;van Leeuwen, M.;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
;;9;Koffeman, N.K.;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Engelen, E.R.;5;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
;;11;van Lammeren, J.F.W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Akerboom, E.S.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;van Liere, A.E.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;van Voorthuizen, G.S.L.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;van der Wel, M.C.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;van der Veer, L.R.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;van Viegen, A.H.K.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;;18;Keller, H.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;van Doorn, M.E.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Plusquin, P.S.M.L.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;van der Velden, R.T.J.;4;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0
;;22;Smit, I.R.;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Vestering, L.;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;;24;Travaille, A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;de Wrede, K.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;van der Zanden, C.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Janssens, T.A.O.;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Kosti?, I.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
;;29;Hazekamp, A.A.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Berendse, F.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;Biesheuvel, J.M.A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;Cruiming, J.P.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Dumon Tak, M.A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;Engelsman, V.L.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
;;35;de Haas, J.L.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;van der Heijden, A.F.T.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Herstel, M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;van der Steen, M.F.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;Meijer, E.R.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;Mutsaers, C.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Nicolaï, P.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;Postma, A.;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;43;Rot, J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;Rotenstreich, M.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;45;de Schepper, T.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;46;Schrijver, J.W.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;47;Siebelink, J.G.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;van Veen, B.;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;49;Verbaan, G.C.;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;50;Woesthoff, M.F.F.;5;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0
11;50PLUS;;;891;24;46;43;60;32;43;48;45;10;63;27;49;27;39;31;67;40;26;65;49;32;25
;;1;Krol, H.C.M.;691;21;36;36;37;23;39;37;31;9;50;20;39;15;28;28;54;29;21;54;35;27;22
;;2;Sazias, L.;132;2;8;6;14;5;1;5;12;1;8;5;6;9;11;2;6;8;4;5;9;4;1
;;3;van Rooijen, M.J.;22;0;0;0;3;2;2;2;1;0;2;1;3;2;0;0;0;1;0;1;0;0;2
;;4;van Brenk, C.M.;5;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
;;5;van Otterloo, G.J.P.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Geleijnse, S.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
;;7;Bode, E.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Schrover, W.A.A.;6;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0
;;9;Koopman, M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;de Brouwer, R.B.P.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Wiersma, T.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Bergen, P.H.;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;13;van Veeren, P.;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
;;14;Willemse, W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Fonhof, G.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Kroonstuiver, N.L.D.;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Verboom, H.J.;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;van de Griendt, M.W.E.;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;19;van Overveld, W.A.A.M.;16;0;0;0;2;0;1;1;1;0;0;0;0;1;0;0;5;0;1;3;1;0;0
;;20;Hamersma, K.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Siepel, H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Kerkhof, F.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Hernández Martínez, A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Jansen, W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Heere, T.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Haasnoot, J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;van Orsouw, J.H.T.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Molenaar, R.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Haije, A.F.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Spooren, A.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;de Meij, O.A.C.;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;van Wanrooij, A.C.P.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Brouwers, J.F.X.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;van Hulst, J.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Gralike, R.B.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;Bergwerf, F.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Lernout, G.L.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;Taks, J.P.W.A.A.M.;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
;;39;van Bree, M.L.F.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;de Vries, D.P.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Gertsen, J.W.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;Meijer, H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;43;van Zanten, D.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;ten Cate, H.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;45;Rose, F.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;46;Lamberts, H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;47;de Vries, A.E.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;van de Wal, H.J.C.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;49;Hoek, W.M.M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;50;Struijlaard, J.W.A.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
12;OndernemersPartij;;;34;0;2;0;3;1;1;2;5;0;1;0;3;3;1;4;2;3;1;2;0;0;0
;;1;Brinkman, H.;27;0;2;0;3;1;1;1;5;0;1;0;1;3;0;4;1;1;1;2;0;0;0
;;2;Gaasbeek, M.;6;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;2;0;0;0;0;0
;;3;de Vries, J.L.G.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Kicken, J.M.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;van den Berg, J.O.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;de Koning, M.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Theocharis, S.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Andriol, S.J.R.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;9;Bol, R.G.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Reitsma, H.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Wood, D.R.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;VNL (VoorNederland);;;132;1;2;7;7;4;5;12;10;1;6;3;10;10;4;6;9;7;2;4;10;9;3
;;1;Roos, J.H.;111;1;2;6;6;4;4;10;8;1;3;3;9;9;4;5;8;5;1;1;10;8;3
;;2;van Klaveren, J.J.;4;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0
;;3;Bontes, L.;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
;;4;Hoogwerf, T.C.;5;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Sassen, J.H.N.A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Versteeg, M.A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;de Laat, J.M.;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;van der Meer, S.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Vermaas, P.C.;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Himpers, J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;van Gemert, R.J.H.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0
;;12;Oosterhagen, H.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Molema, J.F.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;de Gast, A.L.M.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;;15;Chandarsing, A.S.;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;;16;van Tiggelen, R.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;de Veth, C.G.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Stassen, L.J.A.J.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
14;DENK;;;111;3;0;25;16;5;42;10;0;0;0;0;1;1;1;0;1;0;2;0;1;3;0
;;1;Kuzu, T.;88;3;0;22;14;4;33;6;0;0;0;0;0;1;0;0;1;0;2;0;1;1;0
