Verkiezing;;Tweede Kamer der Staten-Generaal 2017;;;;;;;;;;;;;;
Datum;;15-3-2017;;;;;;;;;;;;;;
Gebied;;Gemeente Roerdalen;;;;;;;;;;;;;;
Nummer;;1669;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Lijstnr.;Partij;Volgnummer;Naam kandidaat;Totaal;C.C. De Beuk;Hotel Roerdalen;WZC Bergh;MFC de Roerparel;Sr. hof  De Vaert;Zaal o.d. Kerk;Andreasheem;Apollohal;BS De Berensprong;WZC Bosscherhof;Zaal Roerzicht;BS St.Martinus
;;4;Ekiz, I.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Spitsbaard, A.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Verstappen, J.H.M.;5;0;0;2;1;0;0;0;2;0;0;0;0
;;7;Thiemann, J.H.;1;0;0;0;1;0;0;0;0;0;0;0;0
;;8;Vianen-van der Geest, G.C.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Jochems, I.C.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;van Leeuwen, C.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Durgaram, R.M.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;van Duijvenvoorde, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Dijkstra, S.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;de Vries, Y.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;van Scheyen, I.S.L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;de Jong, B.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;van Leeuwen, G.L.F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Pijpker, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;van Eldik, D.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Willemstein, J.S.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Komdeur, E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;van Dijken, R.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Heyser, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;van Gessel, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Haak, M.H.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Visscher, K.J.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Hurtado-Panek, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;van der Maas, W.L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;de Boer, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Buchel, L.G.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Forum voor Democratie;;;284;43;23;31;18;18;23;19;29;35;26;10;9
;;1;Baudet, T.H.P.;153;26;15;19;8;9;9;13;20;15;7;7;5
;;2;Hiddema, T.U.;121;15;7;12;9;8;12;6;9;19;17;3;4
;;3;Teunissen, S.M.;8;1;1;0;1;0;2;0;0;1;2;0;0
;;4;Otten, H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Frentrop, P.M.L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Rooken, R.J.;1;0;0;0;0;1;0;0;0;0;0;0;0
;;7;Stolze-van Rijn, S.E.;1;1;0;0;0;0;0;0;0;0;0;0;0
;;8;Reedijk, G.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Ramautarsing, Y.J.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Brouwer, Z.M.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;de Vries, J.W.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Legger, A.L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Dieudonné, C.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;van Assen, G.J.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Jeelof, G.W.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Boltjes, L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Berkhout, F.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Boon, S.O.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;de Kok, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;de Groot, A.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Berkhout, H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Mooijekind, R.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Eldering, C.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Verbrugh, D.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Koning, S.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Kerklingh, H.K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Velzing, H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;van Wely, L.F.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Ankersmit, F.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Cliteur, P.B.;0;0;0;0;0;0;0;0;0;0;0;0;0
17;De Burger Beweging;;;7;0;0;1;0;2;2;2;0;0;0;0;0
;;1;Vlems, A.M.;5;0;0;0;0;2;1;2;0;0;0;0;0
;;2;de Louw, A.J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;3;Rozendaal, H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;van der Linde, R.A.;1;0;0;0;0;0;1;0;0;0;0;0;0
;;5;Siegers, A.K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Mul, A.M.;1;0;0;1;0;0;0;0;0;0;0;0;0
;;7;Migchels, A.R.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Titarsole, A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Dubling, D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Ackerman, D.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Holthuis, H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Bos, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Vousten, G.J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Vogelaar, G.D.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Bijl, J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;van Steenbergen, J.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Schönbeck, H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Hondema, A.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;Venema, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Ghuijs, J.A.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Kirpensteijn, J.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Wilshaus, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Jansen, C.P.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Haccou, H.K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;van der Vlist, L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Hupe, L.B.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Bervoets, L.F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Janssen, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Cornielje, M.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Lamers, M.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;Hanff, M.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;van der Burgt, N.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;van Vliet, P.J.W.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;van de Graaf, M.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Visser, O.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;Graafsma, R.A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Geelen, R.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;Swami-Persaud, R.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;Tourgaidis, W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;Zoethout, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Bruining, W.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;Massop, W.G.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
18;Vrijzinnige Partij;;;3;0;1;0;0;0;0;0;0;0;0;2;0
;;1;Klein, N.P.M.;3;0;1;0;0;0;0;0;0;0;0;2;0
;;2;Loomans, M.L.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;3;Wienbelt, M.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Westenberg, A.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Haddering, H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Smit, W.F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Lammers, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Kuijpers, J.G.L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Byrde, Y.A.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Huigens, A.F.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Seelig, D.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Vorswijk, M.K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Zandberg, J.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Stassen, L.B.;0;0;0;0;0;0;0;0;0;0;0;0;0
19;GeenPeil;;;4;2;0;0;0;0;0;1;0;1;0;0;0
;;1;Dijkgraaf, J.;2;1;0;0;0;0;0;1;0;0;0;0;0
;;2;Dreijer, H.B.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;3;Aarad, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Reijnaers, D.J.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Klaver, C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Akdo?an, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;de Swart, N.C.;1;0;0;0;0;0;0;0;0;1;0;0;0
;;8;Riemer, G.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Groenewoud, V.B.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Giebels, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Bal, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Brante, M.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;de Dood, H.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;de Konink, S.A.M.M.;1;1;0;0;0;0;0;0;0;0;0;0;0
20;Piratenpartij;;;24;2;2;2;4;2;0;1;3;2;5;0;1
;;1;van de Leest, A.T.;23;2;2;2;4;2;0;0;3;2;5;0;1
;;2;Pontier, M.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;3;Brouwer, H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Straver, A.T.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Downs-Hovestadt, P.M.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Feitsma, T.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Lensink, M.C.;1;0;0;0;0;0;0;1;0;0;0;0;0
;;8;Janssen, L.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Sikkema, G.B.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Dulfer, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Huurman, R.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Dieleman, B.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Peskens, G.L.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Maessen, W.M.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Hallegraeff, D.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;de Jong, J.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Batstra, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;van der Velde, V.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;Wijnans, F.P.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;van Oudheusden, L.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Kleinpaste, G.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Stubbe, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Borghuis ook genaamd op de Borg, D.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Schönberger, R.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;van Luxzenburg, E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Bouyaara, O.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;van den Dool, C.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Hofman, E.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Pasterkamp, J.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;van Vuuren, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;Biesma, A.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;Gautier, J.T.N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;van Ravensteijn, L.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;Ziegler, F.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Ventevogel, T.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;Chaudry, K.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Poot, D.;0;0;0;0;0;0;0;0;0;0;0;0;0
21;Artikel 1;;;0;0;0;0;0;0;0;0;0;0;0;0;0
;;1;Simons, S.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;2;Faïd, F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;3;Sins, B.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Akhechaa, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;van Tricht, J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;van der Kooye, M.I.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Döll-Osei Ameyaw, P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;van Saarloos, S.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Basabose, O.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Dekker, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Hernández González, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Witte, R.S.B.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;van de Vaate, G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Leito, M.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;van der Veen, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Bakker, A.M.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Wertheim, A.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Helberg, G.O.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;Wekker, G.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Meulenbelt, A.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
22;Niet Stemmers;;;13;3;0;1;1;0;1;2;1;3;1;0;0
;;1;Plasman, J.P.;11;3;0;1;0;0;1;2;1;2;1;0;0
;;2;Plasman, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;3;Plasman, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;van Vliet, W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;El Farougui, N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Rhee, R.P.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Schwab, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Karga, Y.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Konya, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Held, R.A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Pentinga, C.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Plasman-van Ligten, J.C.;2;0;0;0;1;0;0;0;0;1;0;0;0
23;Libertarische Partij (LP);;;2;0;0;0;1;0;0;0;0;0;0;0;1
;;1;Valentine, R.W.;2;0;0;0;1;0;0;0;0;0;0;0;1
;;2;Inen, A.Q.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;3;Bouscher, N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Pailer, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Hampton, M.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Backhuijs, W.Q.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Wessels, I.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Knispel, K.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Wassenaar, K.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;van Ginkel, J.G.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;de Vries, A.J.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Jansen, N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Nagtegaal, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;van der Wal, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Jansma, E.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Woudwijk, B.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Koopmans, S.F.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Manders, T.T.A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
