contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),GROENLINKS,Partij voor de Dieren,CDA,Partij van de Ouderen (P.v.d.O.),DENK,Platform Amsterdam,destemvandestraat,Piratenpartij Amsterdam,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie,U-Buntu Connected Front UCF,Basisinkomen Partij (BIpartij),"blanco (van Oudenallen, H.F.M.)",Partij voor Iedereen,ChristenUnie,Amsterdam BIJ1,SAMEN Alle Mensen Één Nederland (SAMEN),Anti-Scooter Partij,Blije Burgers,Carryonthemove,QUEER,50PLUS,De Republikeinse Politieke Partij,28
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Parkhuis,0363::SB169,,1304,909,7,12,0,1,0,849,80,0,0,1,0,0,929,147,156,80,68,192,47,60,24,34,1,1,6,3,49,0,0,1,0,7,16,0,3,0,0,0,13,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal Laterna Magica,0363::SB171,,1160,544,4,2,21,3,0,512,62,0,0,24,0,0,574,116,36,103,22,107,36,38,4,18,1,1,5,1,31,0,0,0,0,8,10,0,1,1,0,1,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal Laterna Magica,0363::SB172,,1155,610,1,1,21,0,0,528,63,0,21,0,0,0,591,144,50,123,14,77,61,49,9,27,1,1,8,1,26,0,2,0,1,7,5,2,0,0,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal 4e montessorischool de Pinksterbloem,0363::SB173,,1127,619,4,2,0,1,0,575,51,0,0,1,0,0,626,142,65,76,32,181,52,9,4,15,1,0,6,0,13,1,0,1,0,4,9,0,1,0,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal 4e montessorischool de Pinksterbloem,0363::SB174,,1088,634,0,0,0,2,0,631,2,0,1,0,0,0,633,155,67,75,49,147,40,14,4,22,0,3,6,1,22,0,1,0,0,5,10,1,3,1,0,0,7,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Pakhuis de Zwijger,0363::SB175,,955,430,4,3,0,0,0,409,30,2,0,2,0,0,439,88,48,52,19,108,38,5,9,7,0,0,8,0,20,1,2,0,1,9,9,2,1,0,1,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Pakhuis de Zwijger,0363::SB176,,946,449,3,0,0,0,0,401,51,0,0,0,0,0,452,93,46,75,23,114,28,10,2,4,0,2,7,1,23,1,1,0,0,4,11,0,0,0,0,3,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Sporthal Wethouder Verheij,0363::SB177,,1054,715,2,7,0,0,0,659,65,0,0,0,0,0,724,130,71,74,58,188,40,23,8,45,1,0,9,1,24,3,3,1,1,11,11,6,0,1,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal Lidwinaschool,0363::SB178,,836,271,1,3,2,0,0,251,22,0,2,0,0,0,273,56,28,29,10,89,29,5,0,8,0,0,3,0,7,0,0,0,0,2,2,1,1,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal Lidwinaschool,0363::SB179,,924,349,1,2,0,1,0,326,28,0,0,2,0,0,354,51,59,45,22,95,30,8,1,11,0,0,4,0,14,2,0,0,1,1,1,0,1,1,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Vrije Universiteit Amsterdam,0363::SB200,,728,505,2,4,0,0,0,488,26,3,0,3,0,0,514,144,29,74,17,96,25,27,5,31,2,1,11,0,22,0,0,0,0,6,12,1,1,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Doven Ontmoetings Centrum,0363::SB201,,1276,511,1,2,0,4,0,465,45,0,4,0,0,0,510,97,43,85,37,132,35,4,2,15,0,1,4,0,31,0,0,1,0,3,15,2,0,2,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Doven Ontmoetings Centrum,0363::SB202,,1259,517,2,2,3,0,0,452,66,0,3,0,0,0,518,96,59,69,53,118,46,8,8,8,0,5,11,0,25,0,3,0,1,1,1,1,0,0,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau V.B.S.K.  Albert Cuyp,0363::SB203,,1414,976,3,3,0,2,0,908,76,0,0,2,0,0,984,188,103,149,70,228,72,15,11,19,1,14,20,0,57,1,2,0,0,6,7,4,0,3,0,2,2,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Studio Automat Amsterdam,0363::SB204,,1301,592,1,1,0,3,0,552,45,0,0,3,0,0,597,146,52,88,22,150,61,4,3,4,0,2,7,0,27,0,1,0,0,5,10,0,1,2,3,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Studio Automat Amsterdam,0363::SB205,,1320,564,0,2,0,0,0,550,16,0,0,0,0,0,566,119,36,112,36,148,44,9,5,7,0,3,8,0,19,0,1,0,1,1,7,3,0,0,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Oranjekerk,0363::SB206,,1118,819,3,0,0,0,0,761,61,0,0,0,0,0,822,169,65,137,54,216,75,12,5,10,0,2,12,0,35,0,1,2,1,7,7,2,2,1,0,1,2,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Oranjekerk,0363::SB207,,1121,721,1,4,1,0,0,672,53,0,1,0,0,0,725,159,76,125,49,171,52,10,9,7,0,5,8,0,24,0,2,1,0,6,13,0,1,1,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Amsterdams Lyceum,0363::SB208,,1337,741,0,2,0,4,0,660,79,0,4,0,0,0,739,172,86,170,30,133,32,43,7,1,0,0,6,0,39,0,0,1,0,8,5,0,2,1,0,0,2,1,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Berlage Lyceum,0363::SB209,,1428,748,6,6,0,0,0,706,54,0,0,0,0,0,760,97,98,48,99,190,74,11,4,31,3,5,16,1,29,0,3,0,1,7,19,2,3,2,0,0,5,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau NH Museum Quarter,0363::SB210,,668,494,3,7,0,2,0,456,46,0,2,0,0,0,502,102,58,129,23,79,17,52,2,0,0,0,3,1,15,0,0,1,0,5,3,4,0,0,0,0,0,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau VUmc,0363::SB211,,0,280,0,0,0,0,0,256,24,0,0,0,0,0,280,75,22,47,9,74,5,16,4,3,0,0,4,0,12,0,0,0,0,7,1,0,0,0,0,1,0,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Kleine Valk,0363::SB212,,1576,1054,2,8,0,3,0,995,72,0,0,3,0,0,1067,239,121,159,66,231,91,15,6,10,1,6,14,0,49,0,1,0,0,5,17,5,3,1,1,1,10,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Edelsteen,0363::SB213,,1284,624,8,4,0,0,0,586,51,1,0,1,0,0,637,82,79,65,67,134,44,15,15,35,1,3,9,1,37,1,1,0,0,10,13,2,1,1,1,0,5,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Edelsteen,0363::SB214,,1319,668,13,5,0,1,0,623,62,0,1,0,0,0,685,91,82,60,52,154,57,19,9,50,0,9,9,0,32,5,3,1,1,8,9,2,2,3,0,0,9,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Senioren bewonersruimte,0363::SB215,,1275,701,6,7,0,6,0,668,52,0,0,6,0,0,720,126,71,82,49,165,70,20,18,19,3,0,8,0,31,2,0,0,0,10,10,3,2,1,0,1,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Amsterdams Lyceum,0363::SB216,,1375,790,7,5,1,0,0,737,66,0,0,1,0,0,803,179,94,212,28,111,37,48,10,3,0,1,5,2,36,4,1,0,0,5,6,3,2,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau 3e Daltonschool hoofdgebouw,0363::SB217,,1134,623,3,5,0,5,0,590,46,0,0,5,0,0,636,133,43,99,50,127,44,18,11,17,1,2,6,2,33,1,3,0,1,8,12,1,3,1,1,0,5,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau 3e Daltonschool hoofdgebouw,0363::SB218,,1103,618,4,6,3,0,0,583,42,0,3,0,0,0,625,140,62,89,40,147,43,11,3,10,2,2,11,0,37,2,2,0,0,6,8,1,0,0,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau 9e Montessorischool De Scholekster,0363::SB219,,1133,450,3,4,0,4,0,436,17,0,4,0,0,0,453,75,52,43,30,114,41,14,6,13,0,0,6,1,24,2,4,0,0,4,11,4,0,0,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau 9e Montessorischool De Scholekster,0363::SB220,,1183,584,1,4,0,0,0,547,42,0,0,0,0,0,589,90,74,78,49,150,40,9,7,18,1,2,5,3,23,0,1,1,0,9,11,3,2,3,0,1,3,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Sportcentrum De Pijp,0363::SB221,,1368,875,5,8,0,2,0,806,81,1,1,0,0,0,887,130,59,88,98,207,96,18,14,54,2,2,17,1,40,2,4,1,1,8,16,6,0,3,0,0,7,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Rijn 58,0363::SB222,,1081,734,3,1,0,0,0,691,46,0,1,0,1,0,737,128,76,91,68,176,53,14,16,15,2,3,10,0,32,2,2,1,0,8,22,1,4,1,1,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau d'Oude Raai,0363::SB223,,1412,868,6,5,0,1,0,802,78,0,0,1,0,0,880,136,126,115,74,157,74,39,22,34,0,4,9,0,30,4,1,0,0,11,10,7,1,1,0,2,11,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Apollohal,0363::SB224,,1158,842,5,2,0,0,0,757,101,9,0,9,0,0,858,143,98,183,17,107,36,181,8,3,0,0,3,2,49,0,0,0,0,5,3,0,0,0,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gezond in Zuid Paramedisch centrum,0363::SB225,,1090,656,2,5,0,1,0,611,51,0,1,0,0,0,662,143,69,149,43,113,52,16,3,4,1,2,7,0,24,0,0,2,0,9,7,0,5,2,0,3,1,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Cornelis Vrijschool,0363::SB226,,1247,748,5,3,3,0,0,671,88,0,0,3,0,0,759,144,77,163,25,143,53,54,5,3,0,1,3,2,49,0,1,0,0,14,2,0,1,0,0,0,6,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau IVKO school,0363::SB227,,1355,604,2,5,0,0,0,571,40,0,0,0,0,0,611,131,54,62,40,156,53,23,8,11,2,1,11,0,25,1,2,0,0,5,12,1,2,2,1,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Coenen,0363::SB229,,972,813,4,2,0,16,0,736,67,0,16,0,0,0,803,130,137,121,67,177,59,32,11,3,0,1,7,3,38,0,1,0,0,10,5,0,1,1,0,2,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Coenen,0363::SB230,,941,786,0,4,0,0,0,704,89,3,0,3,0,0,793,140,143,105,61,178,53,24,13,1,0,1,5,2,31,0,1,0,0,10,8,2,2,1,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Obrechtkerk,0363::SB232,,1319,1184,2,0,8,0,0,1052,143,0,0,9,1,0,1195,241,122,358,32,157,76,89,17,2,0,0,7,1,61,0,0,0,0,4,5,1,3,0,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal Nicolaas Maesschool,0363::SB233,,1136,863,3,3,0,0,0,810,61,2,0,2,0,0,871,167,119,164,49,156,53,92,3,1,1,0,10,2,30,0,1,0,0,4,3,1,1,0,0,2,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Boxing Gym Abov,0363::SB234,,1074,477,2,4,0,0,0,450,35,2,0,2,0,0,485,92,38,88,33,101,36,17,3,14,0,1,7,1,31,2,1,0,0,3,4,0,3,0,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wicked Grounds- The Studio,0363::SB235,,1354,809,3,8,0,1,0,766,55,0,0,1,0,0,821,175,49,184,32,170,72,22,10,9,1,2,18,0,37,1,2,0,0,9,4,2,3,2,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dansschool Oostveen,0363::SB236,,1453,933,4,6,0,0,0,897,52,6,0,6,0,0,949,210,108,163,42,175,90,29,17,5,0,1,7,2,53,1,1,0,1,8,6,1,5,3,0,1,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Elout,0363::SB237,,1500,972,4,7,0,4,0,902,90,5,0,9,0,0,992,191,113,159,66,170,63,47,20,22,2,2,7,7,59,0,2,0,0,11,9,1,1,1,0,2,14,0,3
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Dongeschool,0363::SB238,,1590,809,2,2,0,0,0,746,68,1,0,1,0,0,814,166,119,153,41,171,33,39,16,1,0,3,7,0,35,0,0,0,1,9,5,4,0,0,0,0,4,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Flatgebouw Baarsstraat,0363::SB240,,1369,788,7,3,0,2,0,737,59,0,2,0,0,0,796,164,89,103,67,158,59,14,9,31,0,2,7,0,45,0,3,0,1,13,8,3,1,0,0,0,11,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Hervormd Lyceum Zuid,0363::SB243,,1211,968,2,1,0,5,0,869,107,0,0,5,0,0,976,204,85,244,18,90,40,176,16,3,0,1,4,2,64,0,3,0,0,6,2,0,1,0,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau St. Ignatius Gymnasium,0363::SB244,,1187,813,0,1,2,0,0,726,90,0,0,2,0,0,816,165,103,164,14,110,39,128,5,1,0,1,6,1,55,0,1,0,0,4,6,0,2,0,1,0,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau St. Ignatius Gymnasium,0363::SB245,,1155,787,3,6,0,1,0,727,66,2,3,0,0,0,793,147,61,199,23,95,38,129,9,0,0,0,5,0,61,0,0,1,0,9,1,1,1,0,1,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Huis van de Wijk Olympus,0363::SB246,,1317,782,5,7,0,2,0,741,55,0,0,2,0,0,796,128,78,91,81,168,62,22,13,26,3,5,8,1,37,5,5,1,0,15,11,5,1,1,0,0,13,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Willem de Zwijgerkerk,0363::SB247,,1110,610,4,5,0,1,0,586,34,0,0,1,0,0,620,79,61,84,58,119,57,29,17,16,0,4,8,4,42,1,4,0,2,8,4,1,3,1,0,0,6,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Willem de Zwijgerkerk,0363::SB248,,1081,590,2,8,0,3,0,561,36,0,3,0,0,0,597,68,67,82,65,103,47,32,15,13,1,4,9,0,48,1,1,2,0,11,6,0,0,1,0,1,13,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Olympiaschool,0363::SB249,,1566,1010,4,7,0,22,0,906,93,0,22,0,0,0,999,218,119,217,61,161,71,44,17,6,1,2,8,0,50,1,0,2,2,10,8,1,3,0,0,0,7,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Olympisch Stadion,0363::SB250,,1031,414,1,4,0,1,0,387,33,0,0,1,0,0,420,77,43,99,27,59,28,8,12,4,0,1,4,1,36,0,0,0,0,7,3,0,2,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Olympisch Stadion,0363::SB251,,1048,397,3,0,0,0,0,370,30,0,0,0,0,0,400,73,31,93,20,56,33,21,3,5,0,1,9,2,30,0,0,2,1,3,7,1,1,0,0,0,4,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Bibliotheek Olympisch Kwartier,0363::SB252,,1277,1018,4,11,0,0,0,976,58,1,0,1,0,0,1034,210,93,249,52,145,61,72,10,19,2,2,7,3,60,0,1,0,1,8,11,2,2,0,0,0,7,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal,0363::SB253,,939,406,0,2,2,0,0,360,55,5,0,7,0,0,415,100,33,90,9,51,22,75,6,0,0,0,1,0,15,0,0,0,0,2,0,0,1,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal,0363::SB254,,922,507,0,3,1,0,0,451,58,0,1,0,0,0,509,98,59,127,14,54,21,63,7,0,0,0,6,0,41,0,2,0,0,5,2,1,3,0,0,1,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Oscar Carré,0363::SB255,,1408,675,10,3,7,0,0,635,60,0,0,7,0,0,695,134,62,69,43,169,69,20,14,20,1,3,14,0,25,0,1,1,0,1,14,5,2,0,0,0,6,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dansschool Oostveen,0363::SB256,,1468,823,3,7,0,0,0,766,66,0,1,0,0,0,832,169,82,170,41,155,62,37,15,4,0,1,9,0,48,0,2,0,0,10,9,0,2,0,0,0,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dep. OBS De Notenkraker,0363::SB257,,1556,726,2,0,0,0,0,702,32,0,0,6,0,0,734,162,57,120,49,155,52,23,13,11,1,2,4,1,43,0,0,1,0,10,5,1,0,0,0,0,12,2,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dep. OBS De Notenkraker,0363::SB258,,1543,686,3,4,0,9,0,651,51,0,0,9,0,0,702,159,60,117,49,139,55,18,13,4,0,0,13,4,30,0,0,1,0,10,4,1,0,3,0,0,4,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Oscar Carré,0363::SB259,,1442,694,1,4,0,0,0,642,64,0,0,7,0,0,706,124,70,120,48,178,62,11,5,10,0,6,14,1,17,0,0,2,0,5,12,3,2,1,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Concertgebouw,0363::SB260,,1116,724,1,1,0,0,0,667,60,1,0,1,0,0,727,150,97,151,19,157,46,44,2,0,0,1,5,2,29,0,0,1,0,13,6,0,1,0,0,0,0,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Concertgebouw,0363::SB261,,1106,703,2,5,0,2,0,650,62,0,0,2,0,0,712,188,87,152,24,122,43,36,2,0,1,1,5,0,23,0,3,0,0,9,4,1,1,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau HoofdKwartier,0363::SB262,,1469,1027,3,6,0,0,0,944,92,0,0,0,0,0,1036,249,84,200,45,191,95,30,24,5,0,0,12,2,51,0,0,0,0,10,14,4,1,0,1,1,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Tobiasschool,0363::SB263,,1694,882,2,5,2,0,0,873,18,0,0,2,0,0,891,218,72,154,47,187,66,22,17,2,0,3,19,1,44,0,3,0,0,6,8,2,0,1,0,1,8,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Tobiasschool,0363::SB264,,1680,881,4,5,0,0,0,814,76,0,0,0,0,0,890,227,68,149,45,168,88,12,21,9,0,2,11,0,47,0,3,0,0,9,6,3,2,1,2,2,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Dongeschool,0363::SB265,,1604,728,5,3,0,1,0,665,72,0,0,1,0,0,737,170,71,128,33,127,57,36,17,3,0,1,9,0,34,0,4,2,0,12,10,0,2,0,0,0,10,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Anne Frankschool,0363::SB266,,1226,747,1,7,0,0,0,654,105,0,0,4,0,0,759,157,105,129,43,134,56,30,8,7,1,2,8,0,44,1,1,0,0,9,6,0,0,2,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Pastorie Vredeskerk,0363::SB267,,1370,678,6,2,0,0,0,632,53,0,1,0,1,0,685,150,68,118,57,137,51,10,8,10,0,3,7,1,35,0,0,0,0,10,2,3,2,1,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Pastorie Vredeskerk,0363::SB268,,1369,708,7,2,0,2,0,656,63,0,0,2,0,0,719,154,57,141,52,148,56,19,8,6,1,4,4,0,27,0,2,0,0,7,10,1,3,1,0,0,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Anne Frankschool,0363::SB270,,1295,1008,2,1,7,0,0,919,85,0,7,0,0,0,1004,247,118,176,41,190,72,34,14,1,1,2,9,3,66,0,0,0,1,13,5,2,1,3,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Knijn Bowling,0363::SB271,,1637,1197,3,6,0,0,0,1105,105,4,0,4,0,0,1210,260,128,297,68,195,70,69,17,2,0,4,6,1,52,0,1,2,0,10,2,4,1,1,0,0,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Centrum Karunika,0363::SB272,,922,514,4,4,0,0,0,474,44,0,4,0,4,0,518,90,52,54,43,113,44,18,4,33,1,2,5,1,30,0,0,1,0,5,9,1,2,0,0,1,5,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Centrum Karunika,0363::SB273,,904,593,5,2,0,1,0,543,58,0,0,1,0,0,601,111,56,55,42,155,48,20,14,22,1,5,7,1,23,1,2,0,1,10,10,2,0,0,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau gymzaal De Rivierenschool,0363::SB274,,1168,660,4,4,0,1,0,611,60,0,0,3,2,0,671,139,63,111,46,126,39,36,12,6,1,7,5,1,46,0,0,2,0,8,5,2,2,1,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau SBO Kolom/Meander,0363::SB275,,1298,866,3,6,0,8,0,811,72,0,0,8,0,0,883,196,78,116,61,176,81,44,12,2,2,6,6,1,58,0,2,0,0,9,9,0,1,0,0,0,6,0,0
