contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Leefbaar Rotterdam,Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),SP (Socialistische Partij),VVD,CDA,GROENLINKS,NIDA Rotterdam,ChristenUnie-SGP,Partij voor de Dieren,De Broederschapspartij,50PLUS,PVV (Partij voor de Vrijheid),DENK,JEZUS LEEFT,Stadsinitiatief Rotterdam,U-Buntu Connected Front (UCF),De Nieuwe Rotterdamsche Partij (NRP),Beweging Armoedebestrijding Rotterdam,Jong Rotterdam
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Johan de Wittlaan 5-9 rechts,0599::SB170,3051 HE,1421,789,1,0,3,0,0,706,87,0,0,3,0,0,793,137,66,157,30,148,29,121,8,13,30,0,6,7,0,0,26,0,7,1,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Mercatorweg 50 rechts,0599::SB171,3151 CJ,1231,661,6,1,0,0,0,601,67,0,0,0,0,0,668,173,40,35,33,171,54,23,0,17,18,0,39,42,2,1,1,0,8,1,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Isaäc Hubertstraat 153 rechts,0599::SB172,3034 CS,1486,561,2,8,0,1,0,463,107,0,1,0,0,0,570,63,54,27,24,14,3,39,119,3,10,0,17,18,146,1,12,2,1,7,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Paulus Potterstraat 76 rechts,0599::SB173,3061 ZW,1709,461,1,3,1,1,0,413,50,0,2,0,0,0,463,54,45,68,16,69,28,55,42,11,21,0,15,11,10,1,8,0,4,2,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Taborstraat 40-42 rechts,0599::SB174,3061 EW,1532,663,1,6,0,0,0,599,71,0,0,0,0,0,670,91,61,84,18,174,25,71,35,10,20,0,5,13,27,0,16,0,5,7,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Noorderhavenkade 8 rechts,0599::SB175,3038 XG,1046,589,2,0,0,0,0,557,34,0,0,0,0,0,591,98,50,102,19,88,18,99,10,8,42,0,7,12,0,2,26,0,6,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Jan Greshoffstraat 3 rechts,0599::SB176,3069 WG,1225,552,2,1,0,1,0,513,43,0,0,1,0,0,556,152,52,32,34,32,23,76,7,22,22,2,35,20,18,0,8,1,6,2,8
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Vlooswijkstraat 2A rechts,0599::SB178,3039 TP,1749,988,3,4,0,2,0,915,82,0,0,2,0,0,997,166,89,157,35,132,30,185,10,22,58,1,20,20,8,1,35,2,12,4,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Robert van 't Hoffstraat 10 rechts,0599::SB179,3059 PN,1898,999,3,2,0,10,0,838,176,0,0,10,0,0,1014,314,61,120,17,220,95,56,8,39,11,0,13,12,9,6,6,1,3,2,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Meidoornstraat 55 rechts,0599::SB180,3036 WC,1422,524,3,12,0,5,0,458,86,0,0,5,0,0,544,49,45,52,27,20,10,60,81,6,19,0,6,8,121,1,10,3,1,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oranjestraat 6 rechts,0599::SB181,3043 TN,1148,452,2,2,0,1,0,412,45,0,0,1,0,0,457,137,34,39,25,29,32,35,2,30,17,0,17,28,6,0,6,0,13,0,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Woelwijkstraat 39 rechts,0599::SB182,3035 VL,1387,444,3,4,0,1,0,384,68,0,0,1,0,0,452,40,46,49,25,33,6,69,54,8,17,0,7,12,58,0,18,0,1,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Henegouwerlaan 53B links,0599::SB183,3021 CS,1747,679,2,3,1,0,0,594,83,0,7,0,0,0,677,55,76,108,27,70,23,132,31,9,32,0,3,11,65,3,20,2,4,4,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Kipstraat 37 rechts,0599::SB184,3011 RS,1556,740,2,5,0,3,0,685,65,0,0,3,0,0,750,135,81,123,21,128,30,84,15,14,31,0,17,15,18,0,19,1,3,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Marcel Duchampplein 801 links,0599::SB185,3059 RD,1011,594,0,1,0,6,0,502,87,0,6,0,0,0,589,186,43,67,11,143,45,19,10,17,10,0,4,16,7,0,4,2,5,1,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Bergsingel 152 rechts,0599::SB186,3037 GM,743,644,1,8,0,1,0,586,66,0,1,0,0,0,652,59,69,118,18,64,23,139,23,20,25,0,13,14,28,1,12,2,13,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Maria Wesselingstraat 14 rechts,0599::SB187,3065 GA,1370,687,0,0,0,2,0,625,60,0,2,0,0,0,685,239,58,65,23,89,45,56,14,19,27,0,20,13,5,1,5,0,2,2,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nieuwe Ommoordseweg 89 rechts,0599::SB188,3068 BS,1063,399,2,5,0,1,0,358,49,0,0,1,0,0,407,124,30,37,15,22,20,27,14,38,11,0,14,21,14,0,3,0,4,0,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Bassenstraat 19 rechts,0599::SB189,3067 XC,1373,617,2,4,0,6,0,582,48,0,0,7,0,1,630,142,54,67,31,76,52,50,8,32,32,0,14,13,16,4,11,2,4,1,8
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Adriaen van der Doeslaan 155,0599::SB190,3054 EC,739,559,0,1,2,0,0,500,62,0,0,2,0,0,562,105,36,74,14,192,28,53,6,7,18,0,6,5,0,1,8,0,5,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau De Lugt 17,0599::SB191,3043 CJ,1239,883,6,2,0,0,0,782,109,0,0,0,0,0,891,225,76,95,39,65,50,117,11,24,40,0,41,49,11,2,18,1,17,0,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Clara Egginkstraat 4 rechts,0599::SB192,3066 JG,1468,680,1,0,0,0,0,613,63,0,5,0,5,0,676,193,81,68,33,71,33,74,11,14,28,2,22,21,10,3,6,0,6,0,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Joliotplaats 2,0599::SB193,3069 JJ,1207,719,1,6,0,6,0,662,70,0,0,6,0,0,732,268,65,49,43,53,29,40,24,13,24,0,40,46,10,0,3,1,4,5,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau West-Kruiskade 54,0599::SB194,3014 AW,1608,593,9,10,0,0,0,536,76,0,0,0,0,0,612,56,88,74,48,46,11,93,59,9,17,0,9,12,47,0,8,2,2,10,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Banierstraat 1,0599::SB195,3032 PA,1581,699,4,19,0,6,0,622,94,0,6,0,0,0,716,67,80,52,48,43,13,76,85,18,31,0,9,9,132,2,16,2,5,7,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nieuwe Binnenweg 33,0599::SB196,3014 GC,945,697,6,9,0,1,0,641,70,0,1,0,0,0,711,97,99,97,36,76,29,116,21,12,48,0,11,15,20,0,12,1,3,3,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Argonautenweg 23,0599::SB197,3054 RP,1036,610,2,4,0,18,0,579,55,0,0,18,0,0,634,146,41,68,39,79,34,53,26,7,28,0,30,23,11,2,11,1,5,2,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Goudseplein 245,0599::SB198,3031 ZH,1647,667,4,4,0,0,0,602,73,0,0,0,0,0,675,164,73,44,46,69,21,62,55,9,22,0,19,37,24,1,6,1,3,5,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Ringvaartweg 125 rechts,0599::SB199,3065 AC,1113,685,2,0,0,2,0,597,92,0,0,2,0,0,689,162,69,87,10,172,34,62,2,16,21,0,11,19,7,0,6,0,0,2,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Coolsingel 40 rechts,0599::SB200,3011 AD,750,529,4,9,0,1,0,506,37,0,0,1,0,0,543,87,56,94,21,93,21,57,14,17,24,0,5,11,4,0,13,2,2,3,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hoogstraat 110 rechts,0599::SB201,3011 PV,1280,1057,4,6,0,0,0,996,71,0,0,0,0,0,1067,160,103,167,36,245,43,128,25,13,34,0,16,21,11,1,40,3,5,1,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Spartastraat 1,0599::SB202,3027 ER,1741,896,0,2,0,21,0,740,182,3,0,24,0,0,922,53,91,54,47,22,11,77,174,22,17,0,11,13,266,1,15,2,3,11,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Blijvenburgstraat 120,0599::SB203,3042 KE,1153,441,2,7,0,0,0,400,50,0,0,0,0,0,450,80,49,27,24,49,28,36,20,6,16,0,23,20,44,0,8,1,2,5,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Scheepmakerspassage 1,0599::SB204,3011 VH,729,373,3,0,0,0,0,345,31,0,0,0,0,0,376,55,42,77,12,80,14,42,11,1,15,0,7,3,1,0,11,0,0,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Marcel Duchampplein 801 rechts,0599::SB205,3059 RD,1588,656,0,4,0,5,0,549,116,0,0,5,0,0,665,170,43,71,13,165,55,36,9,31,11,0,5,19,2,4,11,0,6,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rijnhoutplein 3,0599::SB206,3014 TZ,1660,788,2,5,0,0,0,723,72,0,0,0,0,0,795,60,108,134,36,85,16,153,59,16,35,0,5,4,36,2,24,1,5,5,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Schommelstraat 69 rechts,0599::SB207,3035 CG,1934,496,5,3,0,1,0,444,61,0,0,1,0,0,505,42,41,50,38,33,12,70,49,13,23,0,8,14,83,2,8,2,4,2,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Paradijsplein 1 rechts,0599::SB208,3034 SL,1374,600,2,11,0,1,0,533,81,0,0,1,0,0,614,82,65,64,34,61,14,64,99,5,28,0,5,8,41,2,20,0,2,3,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Slaak 15 rechts,0599::SB209,3061 CR,1231,533,0,6,0,1,0,485,53,0,1,0,0,0,538,69,55,68,20,64,23,63,47,11,15,0,9,21,38,0,20,0,6,4,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Vredehofweg 30 rechts,0599::SB210,3062 EP,968,613,1,1,0,2,0,546,71,0,0,2,0,0,617,80,31,120,7,234,27,56,3,19,16,0,5,3,0,0,8,1,0,0,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rösener Manzstraat 80 rechts,0599::SB211,3026 TV,1496,821,9,18,0,0,0,697,149,0,2,0,2,0,846,54,72,48,56,17,15,74,140,43,20,0,12,12,224,3,12,1,5,11,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Henegouwerlaan 53B rechts,0599::SB212,3021 CS,1807,591,2,1,2,0,0,531,65,0,0,2,0,0,596,39,74,98,29,63,14,123,24,16,24,0,7,9,44,2,16,3,2,3,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hesseplaats 441 rechts,0599::SB213,3069 EA,1129,766,4,5,0,0,0,701,72,0,2,0,2,0,773,265,71,44,30,52,61,55,6,35,29,0,44,44,6,3,12,0,0,4,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Debussylaan 11,0599::SB214,3055 TE,668,618,1,1,0,1,0,554,65,0,1,0,0,0,619,106,26,88,9,252,42,46,0,6,17,0,9,5,0,1,8,0,1,2,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Larikslaan 200 rechts,0599::SB215,3053 LG,1085,792,1,6,0,0,0,724,71,0,4,0,4,0,795,136,64,125,30,143,67,120,7,17,38,0,17,15,0,0,9,0,4,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nansenplaats 2 rechts,0599::SB216,3069 CV,790,500,3,3,0,0,0,464,42,0,0,0,0,0,506,196,45,29,29,52,21,45,3,6,19,0,22,24,1,1,5,0,2,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Bergweg 283,0599::SB217,3037 EM,668,288,0,3,1,0,0,274,18,0,0,1,0,0,292,18,31,42,18,24,4,92,4,2,18,0,8,1,10,1,12,1,2,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Sint-Jobsweg 3,0599::SB218,3024 EH,977,750,2,0,0,0,0,700,59,0,0,7,0,7,759,121,78,171,24,111,22,133,7,8,39,0,4,2,7,0,17,0,4,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau 's-Gravenweg 451,0599::SB219,3065 SC,1135,964,1,1,0,3,0,847,122,0,0,3,0,0,969,258,57,138,19,268,40,63,10,30,17,1,18,16,1,2,15,1,4,1,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Halvemaanpassage 1,0599::SB220,3011 DL,1069,534,1,3,0,1,0,482,57,0,0,1,0,0,539,82,48,114,21,98,8,87,4,4,26,0,12,7,5,0,15,0,2,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Statenweg 209,0599::SB221,3039 HP,735,421,0,4,0,0,0,389,37,1,0,1,0,0,426,61,42,75,21,57,26,65,1,17,23,0,15,3,4,1,6,0,1,0,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Jacob Catsstraat 187,0599::SB222,3035 PJ,1478,561,12,6,0,0,0,522,57,0,0,0,0,0,579,56,44,80,43,58,13,82,49,4,19,0,6,13,72,1,14,0,3,4,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Maanenstraat 8 rechts,0599::SB223,3038 CZ,1199,657,0,2,0,3,0,609,53,0,0,3,0,0,662,88,59,121,17,75,28,141,26,14,35,0,11,8,6,0,18,1,7,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Stationsplein 2 links,0599::SB241,3013 AJ,1,1291,6,20,0,3,0,1247,73,0,0,3,0,0,1320,128,112,272,50,160,25,282,54,27,59,2,12,5,31,3,35,5,13,5,11
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Burgemeester Oudlaan 50,0599::SB242,3062 PA,1,965,5,0,0,1,0,936,35,0,0,1,0,0,971,66,58,233,13,345,31,111,9,25,26,1,1,2,5,0,24,0,12,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Prins Alexanderlaan 55,0599::SB243,3067 GB,1,140,0,0,0,0,0,130,10,0,0,0,0,0,140,16,25,21,6,4,2,12,13,1,4,0,3,7,12,0,6,0,0,2,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Halvemaanpassage 1 Gebied Prins Alexander,0599::SB244,3011 AH,1,154,1,1,0,0,0,151,5,0,0,0,0,0,156,45,22,4,6,9,34,13,2,0,5,0,5,3,4,0,2,0,0,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Halvemaanpassage 1,0599::SB245,3011 AH,1,196,0,3,0,0,0,192,7,0,0,0,0,0,199,85,16,9,9,7,19,10,2,3,7,0,16,7,0,1,2,0,0,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Stationsplein 2 rechts,0599::SB246,3013 AJ,1,1263,4,10,0,0,0,1194,84,0,0,1,0,1,1278,131,108,241,53,171,48,252,53,23,59,2,9,11,28,1,43,2,10,3,15
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Charloisse Hoofd 27,0599::SB247,3087 CA,1,393,3,5,0,0,0,370,31,0,0,0,0,0,401,44,43,39,24,24,18,91,4,22,23,0,13,6,17,0,19,2,3,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Burgemeester s'Jacobplein 1,0599::SB248,3015 CA,1,367,0,1,0,3,0,353,18,0,0,3,0,0,371,42,24,63,15,47,10,78,25,9,13,0,2,3,15,0,11,1,4,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Heer Bokelweg 255,0599::SB249,3032 AD,1,177,0,1,0,0,0,164,14,0,0,0,0,0,178,18,19,32,10,12,3,39,10,4,14,0,2,1,5,0,4,1,3,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Halvemaanpassage 1 Gebied Charlois,0599::SB250,3011 AH,1,73,0,0,0,1,0,67,7,0,0,1,0,0,74,8,12,1,5,6,20,2,0,7,1,0,5,2,4,0,0,0,0,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Halvemaanpassage 1 Gebied IJsselmonde,0599::SB251,3011 AH,1,23,0,0,0,1,0,21,3,0,0,1,0,0,24,8,3,2,2,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Proveniersplein 1,0599::SB253,3033 EC,1,805,5,5,0,1,0,770,46,0,0,1,0,0,816,64,75,200,11,114,17,186,24,14,35,0,1,6,11,1,30,3,8,1,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Cranendonckweg 40 links,0599::SB301,3077 LA,1627,835,2,2,0,0,0,743,96,0,0,0,0,0,839,271,63,52,39,83,54,44,14,59,34,0,27,48,18,2,16,0,4,1,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Lieshoutstraat 20 links,0599::SB302,3078 WP,1002,443,0,2,0,2,0,400,47,0,0,2,0,0,447,165,33,29,24,19,20,23,14,25,14,0,16,31,14,2,8,0,4,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Koninginneweg 228,0599::SB303,3078 GS,1195,558,3,6,0,0,0,499,68,0,0,0,0,0,567,145,54,22,27,21,26,52,16,38,25,0,28,51,25,4,14,0,2,4,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Max Havelaarweg 55 links,0599::SB304,3193 VA,1132,365,1,2,0,2,0,329,41,0,0,2,0,0,370,87,61,20,23,21,22,17,10,8,16,0,30,25,11,4,4,0,0,2,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Aalsdijk 16 links,0599::SB305,3079 RK,1315,442,1,3,1,0,0,396,49,0,1,0,0,0,445,125,34,16,27,19,31,31,24,18,14,0,16,34,34,2,7,2,1,4,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Fruitlaan 8,0599::SB306,3072 WK,1774,938,6,8,0,1,0,828,125,0,0,1,0,0,953,219,108,105,52,64,32,97,44,22,33,0,44,46,43,3,14,3,1,4,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Molenvliet 208 links,0599::SB307,3076 CM,899,439,1,1,0,1,0,415,27,0,0,1,0,0,442,126,66,22,23,15,31,29,6,23,8,1,17,26,31,1,3,2,7,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Lede 117,0599::SB308,3075 HH,1777,775,5,7,0,2,0,707,82,0,0,2,0,0,789,242,56,27,101,12,19,55,26,15,35,0,42,80,37,8,8,2,3,1,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oldenoord 81,0599::SB309,3079 KG,1328,753,1,5,0,0,0,669,93,3,0,3,0,0,762,260,63,52,33,49,40,27,19,72,20,0,21,34,42,1,10,0,3,4,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Bredenoord 124,0599::SB310,3079 JH,1587,551,0,5,0,0,0,515,41,0,0,0,0,0,556,220,42,30,25,25,17,25,5,38,17,0,28,49,24,1,0,0,1,1,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Sparrendaal 91,0599::SB311,3075 ZK,839,413,3,3,0,0,0,381,39,1,0,1,0,0,420,143,27,13,50,7,17,20,12,12,22,0,20,43,12,3,5,1,2,1,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Beukendaal 99,0599::SB312,3075 LC,1339,739,2,4,0,4,0,669,72,0,4,0,0,0,741,232,64,40,46,24,22,57,31,29,31,0,51,57,34,3,7,0,2,7,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Cor Kieboomplein 180,0599::SB313,3077 MK,1240,560,0,2,0,1,0,527,36,0,0,1,0,0,563,159,60,59,16,59,22,34,32,13,20,0,20,27,18,1,16,0,4,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nassauhaven 297,0599::SB314,3071 JJ,1634,878,10,22,0,1,0,727,184,0,0,1,0,0,911,65,95,32,40,13,12,84,190,11,16,0,11,17,263,4,13,1,4,5,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Enk 134,0599::SB315,3075 VC,1075,456,1,6,1,0,0,410,54,0,0,1,0,0,464,172,23,14,42,7,11,18,28,12,14,0,27,41,24,11,4,4,3,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Prins Hendriklaan 22,0599::SB316,3071 LE,1847,1042,8,5,0,0,0,979,76,0,0,0,0,0,1055,152,88,140,69,121,28,168,50,23,49,1,29,34,38,0,36,2,7,5,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Grote Hagen 98,0599::SB317,3078 RC,930,516,4,11,0,1,0,483,49,0,0,1,0,0,532,161,72,20,34,35,64,16,8,18,15,0,29,19,20,0,3,0,0,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Walravenstraat 33,0599::SB318,3074 NL,1048,459,7,10,0,1,0,394,83,0,0,1,0,0,477,32,34,22,36,6,8,34,77,7,4,0,8,12,161,5,3,2,0,5,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hillevliet 139,0599::SB319,3073 KP,1284,568,4,12,0,0,0,515,69,0,0,0,0,0,584,108,40,34,36,20,13,29,52,10,11,0,13,22,162,1,5,2,3,2,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Brammertstraat 1,0599::SB320,3084 RV,1060,323,0,2,0,0,0,309,18,0,0,2,0,2,327,67,20,10,96,8,4,9,4,24,13,0,8,44,7,0,3,1,0,5,0
