contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),Haagse Stadspartij,VVD,CDA,Groep de Mos / Hart voor Den Haag,SP (Socialistische Partij),GROENLINKS,Islam Democraten,Partij van de Eenheid,ChristenUnie-SGP,Partij voor de Dieren,14,50PLUS,NIDA,Dynamo Den Haag,Bond voor Studenten Actie,Haagse Toekomst,Samen070
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Grote Markt,0518::SB556,2511 BG,644,620,1,1,0,0,0,577,45,0,0,0,0,0,622,83,12,25,140,64,19,49,9,122,6,2,8,59,1,2,7,8,0,0,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Multicultureel Ontmoetingscentrum,0518::SB557,2526 NX,1524,468,3,5,0,1,0,341,134,0,1,0,0,0,475,20,6,40,12,4,24,19,0,24,67,81,17,3,1,1,121,2,1,3,22
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau COMM (Museum voor Communicatie),0518::SB558,2518 AD,674,484,0,1,0,0,0,439,46,0,0,0,0,0,485,102,11,36,63,70,22,35,6,76,0,2,7,39,0,13,0,1,1,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Paard,0518::SB559,2512 GA,978,753,4,7,0,3,0,691,76,0,0,3,0,0,767,120,22,49,115,70,47,43,21,153,4,10,10,69,0,10,1,2,1,3,3
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Wooncentrum De Croissant,0518::SB560,2515 SB,1619,584,4,4,0,0,0,545,47,0,0,0,0,0,592,82,33,55,95,45,13,50,17,103,2,2,14,45,0,12,8,1,2,1,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Clubhuis Cantaloup,0518::SB562,2514 KL,628,273,2,3,0,0,0,259,19,0,0,0,0,0,278,42,7,19,31,75,14,20,8,26,1,1,2,17,0,9,0,0,0,1,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Stroom Den Haag,0518::SB563,2514 HA,551,265,0,0,0,0,0,245,20,0,0,0,0,0,265,60,7,17,41,44,9,11,1,39,1,0,2,23,0,3,1,4,0,2,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Sportcampus Zuiderpark,0518::SB564,2533 SR,2642,281,4,0,0,0,0,247,38,0,0,0,0,0,285,24,11,26,11,23,21,39,9,38,38,6,8,11,4,7,2,1,0,2,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Stadsboerderij Schildershoeve,0518::SB566,2526 MS,1559,396,3,6,0,0,0,294,111,0,0,0,0,0,405,18,9,18,8,9,21,30,7,16,58,129,0,10,0,6,41,0,0,5,11
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Stadsboerderij de Woelige Stal,0518::SB567,2571 PB,2536,560,5,9,0,0,0,477,98,1,0,1,0,0,575,35,23,47,21,12,54,73,17,62,100,40,7,11,0,2,36,0,2,4,14
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Buurthuis Sam Sam,0518::SB568,2526 NW,1337,725,8,33,0,0,0,549,217,0,0,0,0,0,766,37,15,42,12,11,69,81,10,23,136,157,6,4,0,1,116,1,0,1,3
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Kessler Stichting,0518::SB569,2571 GN,2845,700,5,9,0,1,0,582,133,0,0,1,0,0,715,36,43,44,28,27,58,99,21,47,168,18,20,22,3,12,29,0,2,9,14
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Première Parterre Culturele Salon,0518::SB573,2517 EJ,952,371,0,1,0,0,0,338,34,0,0,0,0,0,372,80,5,27,40,89,20,16,6,48,0,0,5,18,2,10,0,1,0,3,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Buurthuis BARIO,0518::SB575,2571 TD,1999,463,3,15,0,2,0,392,91,0,0,2,0,0,483,25,11,48,7,6,54,47,12,21,118,33,5,7,1,1,40,3,1,7,16
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Theater de Vaillant,0518::SB576,2526 JS,1314,794,4,14,0,4,0,555,261,0,0,4,0,0,816,48,19,53,18,17,71,189,8,42,110,60,7,9,0,5,125,0,0,3,10
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau OBS Het Startpunt,0518::SB577,2526 WS,1492,522,4,9,0,1,0,402,134,0,0,1,0,0,536,33,9,28,12,8,31,35,15,29,57,154,6,5,0,1,82,0,1,11,5
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Meester Schabergschool,0518::SB578,2513 XX,676,262,1,4,1,0,0,236,32,0,0,1,0,0,268,29,23,26,20,19,17,19,12,30,5,6,5,19,1,16,15,0,0,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Grote Markt,0518::SB599,2511 BG,0,143,0,0,0,0,0,124,19,0,0,0,0,0,143,16,2,9,49,18,4,25,1,9,0,0,1,7,0,1,1,0,0,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau De Haagse Hogeschool,0518::SB601,2521 EN,1145,664,13,3,0,0,0,621,59,0,0,0,0,0,680,128,27,46,36,79,24,53,18,105,19,14,22,32,1,11,24,3,13,4,5
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau De Haagse Hogeschool,0518::SB602,2521 EN,658,528,1,6,0,3,0,480,58,0,0,3,0,0,538,104,9,35,38,52,15,44,10,105,8,11,19,37,0,3,21,0,6,8,3
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Stadsdeelkantoor Laak,0518::SB603,2521 EC,2884,1236,8,27,0,1,0,1040,232,0,0,1,0,0,1272,72,60,108,43,49,109,156,44,144,128,103,37,34,2,13,92,2,4,9,27
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Esloo College,0518::SB605,2516 JE,2302,458,2,2,0,1,0,408,53,0,1,0,0,0,461,26,26,44,15,28,27,40,21,52,23,29,21,21,0,10,56,3,3,4,9
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Coöperatief Eigenwijzer,0518::SB606,2516 VT,887,246,3,4,0,0,0,204,49,0,0,0,0,0,253,18,15,24,7,9,10,22,11,12,11,19,9,8,0,3,59,0,1,2,6
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau SBO Merlijn,0518::SB610,2522 DM,2868,819,5,11,0,0,0,741,97,3,0,3,0,0,838,57,89,53,20,53,55,252,29,81,14,5,31,24,1,16,16,1,4,6,12
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Centrum De Wissel,0518::SB611,2524 XT,1764,659,2,5,0,0,0,580,86,0,0,0,0,0,666,35,75,72,21,13,49,128,36,52,34,51,12,16,3,24,28,0,2,4,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau OBS De Spoorzoeker,0518::SB613,2524 TT,1715,492,1,2,0,0,0,402,93,0,0,0,0,0,495,29,23,33,2,23,46,64,18,30,47,36,18,20,0,8,65,0,2,8,20
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Laaktheater,0518::SB615,2523 XT,2999,525,6,8,0,0,0,470,69,0,0,0,0,0,539,33,44,50,16,19,45,94,25,55,28,30,30,14,2,15,11,0,1,2,11
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Wijkcentrum Cromvlietplein,0518::SB619,2516 KV,1910,568,3,8,0,0,0,457,124,2,0,2,0,0,581,43,33,46,10,20,42,64,18,35,56,54,20,9,0,8,80,1,0,19,10
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau De Oase,0518::SB621,2524 XN,1436,440,3,9,0,0,0,410,44,2,0,2,0,0,454,34,29,41,19,28,38,68,31,41,6,28,33,15,0,7,8,0,0,5,9
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Bink36,0518::SB622,2516 BE,1468,137,2,0,0,0,0,129,10,0,0,0,0,0,139,19,4,5,16,24,5,20,1,16,3,0,2,15,0,0,2,1,0,3,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Dr. J.A. Gerth van Wijkschool,0518::SB623,2523 GW,2985,600,3,7,0,3,0,525,88,0,0,3,0,0,613,36,49,51,12,30,34,148,27,66,20,19,30,32,0,18,16,1,1,2,8
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Caballero Fabriek,0518::SB624,2516 AH,89,113,0,0,0,0,0,103,10,0,0,0,0,0,113,20,4,6,12,30,3,5,1,13,0,0,3,11,2,1,1,0,0,1,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Buurtcentrum de Stiel,0518::SB625,2521 TD,1598,301,2,8,0,0,0,272,39,0,0,0,0,0,311,21,31,31,11,6,22,51,20,30,17,11,12,10,0,9,13,1,0,1,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau HVV Laakkwartier,0518::SB626,2523 JS,2903,523,0,1,0,0,0,461,63,0,0,0,0,0,524,38,33,24,26,31,42,165,17,42,6,10,16,39,2,9,6,0,2,8,7
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Middin Neherkade,0518::SB627,2516 HM,1092,264,4,1,0,3,0,244,28,0,0,3,0,0,272,27,21,20,14,15,12,27,8,52,13,10,5,16,1,3,7,2,3,6,2
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Stadsboerderij Molenweide,0518::SB628,2516 TA,1408,210,0,0,0,0,0,162,48,0,0,0,0,0,210,25,6,19,10,3,11,11,5,10,33,21,4,6,0,3,31,1,0,3,8
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Woonzorgcentr. Maison Gaspard de Coligny,0518::SB701,2597 GW,1045,910,7,8,0,0,0,837,88,0,0,0,0,0,925,113,22,40,32,370,89,86,12,56,0,1,23,44,0,17,1,2,0,1,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Het Huis Nebo,0518::SB703,2597 SP,1590,919,4,4,0,0,0,839,88,0,0,0,0,0,927,136,48,43,38,321,84,51,17,67,3,0,24,53,2,29,0,1,1,1,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau CBS Oranje Nassau,0518::SB704,2596 GD,1934,1270,4,5,0,2,0,1118,159,0,2,0,0,0,1277,305,24,56,46,441,104,45,9,99,0,0,28,69,2,29,1,4,0,3,5
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Wijkcentrum 't Benoordenhuis,0518::SB706,2596 XH,1414,1031,1,2,0,0,0,905,130,1,0,1,0,0,1035,201,20,45,59,417,71,41,13,67,0,0,26,37,1,28,1,3,1,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Florence Woonzorgcentrum Oostduin,0518::SB707,2596 RH,1180,696,1,3,0,2,0,623,79,0,0,2,0,0,702,150,6,42,20,277,46,33,9,50,0,0,20,20,0,17,3,0,0,1,2
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Schoolvereniging Wolters,0518::SB708,2597 PH,1075,997,2,3,0,1,0,884,119,0,0,1,0,0,1003,209,11,44,46,416,77,26,3,80,0,0,24,43,1,12,0,3,2,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau RKBS Liduinaschool,0518::SB714,2595 TA,1672,1076,0,7,0,1,0,978,106,0,0,1,0,0,1084,260,19,75,80,220,75,78,8,157,1,1,20,53,2,18,0,5,2,1,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Wijkcentrum Bezuidenhout,0518::SB715,2593 CH,1520,948,2,5,0,0,0,878,77,0,0,0,0,0,955,181,38,60,53,111,53,123,31,153,2,3,33,61,2,26,1,9,1,5,2
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Hotel Des Indes,0518::SB716,2514 EG,699,1123,4,3,0,5,0,1060,75,0,0,5,0,0,1135,237,25,44,100,251,51,52,13,210,4,5,24,68,2,20,2,6,5,0,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Wijkcentrum Bezuidenhout-West,0518::SB717,2595 WS,1868,652,0,5,0,0,0,589,68,0,0,0,0,0,657,78,49,77,32,53,24,83,30,68,20,16,31,38,1,16,22,2,0,2,10
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Woonzorgcentrum Bezuidenhout,0518::SB718,2594 AT,752,471,4,3,0,1,0,436,41,0,1,0,0,0,477,88,21,36,12,88,37,48,10,76,0,0,8,32,0,9,1,5,0,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Cardia Woonzorgcentrum Landscheiding,0518::SB719,2591 SL,1695,897,5,7,0,0,0,822,86,0,1,0,1,0,908,136,40,44,30,251,76,102,17,53,1,12,43,52,3,26,7,0,0,0,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Wijkcentrum Mariahoeve,0518::SB721,2592 TH,1152,735,2,9,0,2,0,690,58,0,0,2,0,0,748,96,39,70,32,84,56,118,19,63,5,13,30,58,4,25,8,3,3,5,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Florence Verpleeghuis Mariahoeve,0518::SB722,2594 XZ,2545,957,3,5,0,1,0,874,94,2,0,3,0,0,968,120,49,67,30,134,66,170,48,83,17,10,29,68,4,36,16,0,0,4,6
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau RKBS De Vuurvlinder,0518::SB723,2592 GH,1014,517,4,2,0,0,0,482,41,0,0,0,0,0,523,68,25,40,26,85,43,71,22,55,11,2,19,25,2,16,1,1,1,1,3
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Buurthuis De Landen,0518::SB724,2591 SG,1656,642,4,6,0,1,0,602,51,0,0,1,0,0,653,66,37,52,35,81,42,112,32,63,4,17,15,48,3,26,7,0,0,1,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Woonzorgcentrum Ametisthorst,0518::SB726,2592 HD,1537,665,2,6,0,0,0,627,46,0,0,0,0,0,673,69,33,51,33,94,57,126,30,66,2,7,34,29,0,30,2,1,0,0,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau PCBS De Vlieger,0518::SB728,2497 DN,2039,1122,7,6,0,1,0,985,151,0,0,1,0,0,1136,132,63,110,28,161,93,214,37,74,5,11,67,46,5,34,21,2,3,5,11
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau OBS De Notenkraker,0518::SB729,2496 HS,1336,723,1,0,0,3,0,632,89,0,3,0,0,0,721,92,56,36,17,143,33,152,16,54,12,5,26,42,0,29,4,1,1,4,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Samenwerkingsschool Balans,0518::SB730,2492 MA,1642,724,2,2,0,0,0,625,103,0,0,0,0,0,728,82,38,36,14,182,55,123,21,52,7,6,28,32,3,15,10,0,3,7,10
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Samenwerkingsschool Balans,0518::SB732,2492 MA,582,548,1,1,0,3,0,500,53,0,0,3,0,0,553,57,37,34,16,127,31,97,15,44,3,7,16,16,2,21,10,1,1,2,11
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Kinderopvang Waterrijk,0518::SB737,2497 TJ,2049,896,3,4,0,1,0,794,108,0,1,0,0,0,902,84,62,64,19,122,34,230,36,78,11,12,34,44,3,15,26,0,2,3,17
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau R.K. Basisschool De Bras,0518::SB738,2498 BZ,1342,675,1,6,0,3,0,610,75,0,0,3,0,0,685,160,22,52,16,129,45,79,13,79,4,4,19,28,0,17,2,0,1,4,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau RKBS De Christoffel,0518::SB739,2496 RH,764,515,2,2,0,1,0,454,64,0,1,0,0,0,518,73,39,32,10,110,34,90,13,33,7,7,22,16,0,12,10,0,0,2,5
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau OBS Prinses Catharina-Amalia,0518::SB741,2493 ZL,2139,621,2,4,0,2,0,528,101,0,0,2,0,0,629,62,27,40,16,169,47,127,12,35,7,3,13,21,2,4,22,2,0,6,6
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau OBS De Startbaan,0518::SB742,2497 ZJ,2157,636,5,2,0,0,0,566,77,0,0,0,0,0,643,80,57,35,13,82,23,145,18,52,9,7,15,49,1,16,16,3,2,4,9
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau OBS Prinses Catharina-Amalia,0518::SB743,2493 ZL,126,531,0,4,0,0,0,447,84,0,4,0,4,0,531,69,32,29,17,130,34,94,9,31,19,6,14,14,0,23,6,0,0,0,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Buurthuis De Yp,0518::SB744,2498 BK,2166,1163,4,6,0,1,0,1020,154,0,0,1,0,0,1174,221,73,74,21,226,65,160,27,109,15,5,46,51,2,33,12,3,1,6,13
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Bernardusschool,0518::SB746,2597 EE,736,432,3,4,0,0,0,398,41,0,0,0,0,0,439,65,9,23,5,206,29,24,2,34,0,0,6,17,0,9,1,2,0,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau MegaStores,0518::SB747,2521 BR,1500,454,3,2,0,0,0,418,41,0,0,0,0,0,459,75,11,26,21,34,35,46,15,77,22,15,19,21,1,2,12,2,13,1,6
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau SV Leidschenveen,0518::SB756,2493 VE,1703,616,0,1,0,17,0,505,95,0,17,0,0,0,600,71,33,20,12,168,48,96,10,28,7,6,41,30,3,16,10,0,1,11,5
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Muziekacademie Den Haag,0518::SB759,2596 HN,543,332,0,0,0,0,0,299,33,0,0,0,0,0,332,75,7,17,25,107,22,12,3,41,0,0,7,10,0,5,0,0,0,1,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau RKBS De Paradijsvogel,0518::SB760,2496 MT,1201,524,3,2,0,0,0,467,62,0,0,0,0,0,529,81,28,39,21,112,40,88,6,42,12,3,7,17,0,19,5,0,1,1,2
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Sporthal Boswijk,0518::SB762,2496 VB,1596,826,3,3,0,0,0,711,121,0,0,0,0,0,832,133,39,43,8,299,56,98,7,55,1,0,30,26,1,15,3,4,3,1,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau CBS De Zonnestraal,0518::SB763,2498 BZ,551,329,1,2,0,0,0,289,43,0,0,0,0,0,332,62,17,14,9,77,14,46,5,37,2,2,19,15,2,5,0,0,0,3,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Bibliotheek Haagse Hout,0518::SB765,2593 AJ,2110,1485,8,6,0,9,0,1378,130,0,0,9,0,0,1508,315,45,89,95,295,65,135,31,226,0,2,30,114,2,21,3,6,3,2,6
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Gemiva SVG Groep,0518::SB766,2496 LN,722,264,2,0,0,0,0,247,19,0,0,0,0,0,266,34,24,12,10,48,18,48,10,15,1,2,8,13,0,13,2,1,0,1,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Zwembad het Hofbad,0518::SB768,2496 ZA,833,326,2,2,0,0,0,289,41,0,0,0,0,0,330,56,24,26,14,44,14,53,12,31,3,1,10,8,1,10,8,3,0,1,7
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Evita Lokaal,0518::SB769,2597 AJ,769,416,3,4,0,0,0,383,40,0,0,0,0,0,423,71,8,14,16,141,31,37,4,47,0,0,15,23,0,6,2,0,1,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Edith Stein College,0518::SB770,2514 HP,399,182,1,2,0,0,0,169,16,0,0,0,0,0,185,40,0,15,13,48,10,11,2,21,0,0,7,7,0,4,1,1,0,2,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Stadsboerderij Landzigt,0518::SB772,2493 ZN,954,418,1,0,2,0,0,358,63,0,0,2,0,1,421,50,24,27,14,77,26,101,2,38,8,6,13,19,0,6,3,1,0,1,2
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Sporthal Leidschenveen,0518::SB774,2492 JL,468,95,0,0,0,0,0,85,10,0,0,0,0,0,95,18,7,3,2,22,8,13,3,6,0,0,1,2,3,7,0,0,0,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Sporthal Overbosch,0518::SB775,2592 AA,2273,767,2,1,0,0,0,706,64,0,0,0,0,0,770,125,31,58,40,134,38,117,23,83,2,2,23,57,0,24,3,3,0,1,3
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Sportpark Het Kleine Loo,0518::SB777,2592 BW,897,403,0,2,0,0,0,382,23,0,0,0,0,0,405,65,16,30,21,59,14,54,14,58,0,3,13,34,0,11,2,3,0,3,3
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau ATV Loolaan (Trefpunt),0518::SB778,2593 HH,1697,648,4,1,0,0,0,604,49,0,0,0,0,0,653,118,18,30,38,102,25,115,13,99,1,2,9,50,0,17,0,6,0,3,2
