contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland,uncounted_geen briefstembiljetten,uncounted_te veel briefstembiljetten
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkcentrum Bezuidenhout-West,0518::SB717,2595 WS,1633,373,0,7,0,0,0,334,46,,0,0,0,0,0,380,36,22,25,40,22,69,9,32,18,11,1,11,0,63,0,14,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentrum Bezuidenhout,0518::SB718,2594 AT,638,407,0,0,0,0,2,362,43,,0,0,0,0,0,407,51,30,16,81,7,85,2,56,20,10,1,1,0,33,0,14,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Cardia Woonzorgcentrum Landscheiding,0518::SB719,2591 SL,1538,759,2,6,0,1,0,673,93,,0,1,0,0,0,766,62,67,21,218,11,119,32,45,30,20,3,10,0,93,1,27,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkcentrum Mariahoeve,0518::SB721,2592 TH,669,516,4,2,0,0,2,477,43,,0,0,0,0,0,522,58,45,28,63,11,89,26,44,43,24,2,1,2,74,0,6,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Florence Verpleeghuis Mariahoeve,0518::SB722,2594 XZ,2233,632,2,0,0,2,1,569,66,,0,0,2,0,0,636,63,53,24,103,27,106,19,59,40,26,0,13,3,84,1,11,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau RKBS De Vuurvlinder,0518::SB723,2592 GH,1150,411,2,0,0,0,0,388,25,,0,0,0,0,0,413,45,25,18,63,12,95,14,40,23,15,2,5,1,43,0,10,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurthuis De Landen,0518::SB724,2591 SG,1494,458,0,2,0,0,0,419,41,,0,0,0,0,0,460,32,37,17,69,13,87,18,54,27,23,2,5,0,65,0,9,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentrum Ametisthorst,0518::SB726,2592 HD,1463,510,1,1,0,0,0,485,27,,0,0,0,0,0,512,31,53,29,78,11,107,20,40,31,22,1,4,4,67,1,11,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau PCBS De Vlieger,0518::SB728,2497 DN,2508,905,0,1,0,1,0,804,103,,0,0,1,0,0,907,83,64,48,168,29,161,32,92,42,48,3,6,0,121,0,8,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau OBS De Notenkraker,0518::SB729,2496 HS,943,502,2,1,0,0,2,440,63,,0,0,0,0,0,505,41,23,42,91,13,78,22,48,10,21,2,6,0,98,1,6,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Samenwerkingsschool Balans,0518::SB730,2492 MA,1568,543,0,0,0,0,0,463,80,,0,0,0,0,0,543,59,30,19,138,12,85,21,34,19,38,0,6,1,72,0,9,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Samenwerkingsschool Balans,0518::SB732,2492 MA,764,443,1,0,0,0,3,374,67,,0,0,0,0,0,444,38,34,17,100,5,103,11,30,12,17,2,3,2,58,2,9,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau RKBS De Christoffel,0518::SB739,2496 RH,1598,523,0,2,0,0,1,443,80,,0,1,0,1,0,524,57,30,23,136,8,65,17,46,16,26,3,9,1,72,1,13,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau OBS Prinses Catharina-Amalia,0518::SB741,2493 ZL,54,339,1,3,0,1,1,293,48,,0,1,0,0,0,342,25,26,7,85,6,48,19,29,13,11,0,7,2,57,0,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau OBS De Startbaan,0518::SB742,2497 ZJ,2383,625,0,0,0,0,0,544,80,,0,1,0,1,0,624,59,28,28,97,17,103,17,60,34,27,2,18,1,119,0,15,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau OBS Prinses Catharina-Amalia,0518::SB743,2493 ZL,1244,256,0,0,0,0,1,216,39,,0,0,0,0,0,256,31,13,14,74,5,36,1,10,12,11,1,8,0,37,0,3,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurthuis De Yp,0518::SB744,2498 BK,2115,887,0,2,0,0,0,774,115,,0,0,0,0,0,889,115,54,29,200,9,134,28,95,31,30,2,10,1,117,4,28,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Muziekacademie Den Haag,0518::SB759,2596 HN,530,304,0,2,0,0,1,265,40,,0,0,0,0,0,306,51,26,1,84,2,49,2,41,16,3,0,1,0,14,0,14,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau RKBS De Paradijsvogel,0518::SB760,2496 MT,1132,445,0,2,0,0,0,387,60,,0,0,0,0,0,447,45,35,11,108,11,73,12,38,12,15,0,8,1,67,1,8,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau CBS De Zonnestraal,0518::SB763,2498 BZ,1191,764,2,1,0,0,1,660,106,,0,0,0,0,0,767,109,54,15,162,9,121,27,106,41,20,0,1,0,76,4,19,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bibliotheek Haagse Hout,0518::SB765,2593 AJ,1808,1274,6,2,0,0,5,1166,111,,0,0,0,0,0,1282,210,63,20,243,10,213,23,235,71,30,2,5,4,95,2,48,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemiva SVG Groep,0518::SB766,2496 LN,698,182,0,1,0,0,2,160,21,,0,0,0,0,0,183,16,11,6,46,13,20,2,11,11,14,0,2,0,25,0,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zwembad het Hofbad,0518::SB768,2496 ZA,770,372,1,1,0,0,2,315,56,,0,1,0,1,0,373,39,31,8,117,7,53,13,15,7,17,1,6,0,52,0,6,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Edith Stein College,0518::SB770,2514 HP,840,224,1,0,0,0,0,188,37,,0,0,0,0,0,225,33,11,4,49,1,50,6,15,14,7,0,8,3,17,0,6,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadsboerderij Landzigt,0518::SB772,2493 ZN,3044,654,0,0,0,0,3,545,106,,0,0,0,0,0,654,53,36,28,168,10,98,23,55,27,23,1,14,0,105,0,13,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sporthal Leidschenveen,0518::SB774,2492 JL,439,89,0,0,0,0,0,72,17,,0,0,0,0,0,89,10,3,1,18,0,18,2,7,5,4,0,1,0,18,1,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sporthal Overbosch,0518::SB775,2592 AA,1743,472,0,1,0,0,2,427,44,,0,0,0,0,0,473,47,28,9,94,13,86,8,77,27,20,0,3,0,41,2,17,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sportpark Het Kleine Loo (VUC),0518::SB777,2592 BW,786,240,0,3,0,0,0,223,20,,0,0,0,0,0,243,19,18,10,47,3,39,8,25,21,9,0,2,0,28,0,11,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau ATV Loolaan (Trefpunt),0518::SB778,2593 HH,1459,613,1,3,0,1,0,540,78,,0,0,1,0,0,618,72,30,14,86,7,114,7,124,31,20,1,2,0,70,2,33,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Fonteynenburg,0518::SB779,2492 PM,4619,1167,4,0,0,0,0,988,183,,0,0,0,0,0,1171,89,95,50,276,23,192,36,82,35,63,1,15,3,188,1,18,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau kunstpost LOOkatie364,0518::SB782,2592 CK,529,286,0,0,0,2,0,258,26,,0,2,0,0,0,284,33,18,16,31,7,56,15,26,15,10,0,9,2,42,1,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau V.V. Wilhelmus,0518::SB784,2491 EH,189,74,0,0,0,0,0,67,7,,0,0,0,0,0,74,5,4,3,16,4,8,2,7,4,1,0,0,0,15,0,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Hornbach,0518::SB785,2497 GS,1932,319,1,3,0,0,0,263,60,,0,0,0,0,0,323,26,13,15,71,5,50,7,21,13,11,1,5,0,78,1,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kringloopwinkel RataPlan,0518::SB786,2497 GL,715,284,2,1,0,0,1,249,37,,0,0,0,0,0,287,27,26,13,49,15,41,12,17,13,16,0,4,0,45,1,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Pro Senectute Waalsdorp,0518::SB787,2597 TS,598,371,0,2,0,0,0,339,34,,0,0,0,0,0,373,48,44,4,148,0,48,6,17,11,4,0,0,0,25,0,16,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau HMC Bronovo,0518::SB788,2597 AX,745,306,1,0,0,0,1,263,43,,0,0,0,0,0,307,43,23,4,92,4,52,3,31,11,6,1,2,1,24,0,9,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gezondheidscentrum Reinier de Graaf,0518::SB789,2496 RP,341,94,0,2,0,0,1,82,12,,0,1,0,1,0,95,5,5,5,26,3,9,5,9,4,7,0,0,0,14,1,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau ROC Mondriaan,0518::SB790,2493 WN,634,231,1,0,0,0,1,200,32,,1,0,1,0,0,233,22,14,8,46,6,42,5,22,8,8,1,7,0,38,0,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau WZH Leilinde,0518::SB791,2492 JD,664,188,0,0,0,0,0,164,24,,0,0,0,0,0,188,15,22,16,38,4,31,5,5,5,12,0,1,1,30,0,3,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Omroep West,0518::SB792,2495 AJ,438,198,0,0,0,0,2,167,29,,0,0,0,0,0,198,27,16,11,40,4,34,5,16,7,7,0,0,1,25,2,3,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijk- en dienstencentrum De Sprong,0518::SB801,2512 BL,1730,582,2,4,0,0,2,528,58,,0,0,0,0,0,588,55,16,17,52,25,98,8,136,63,20,0,24,0,50,4,14,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Huis van Europa,0518::SB802,2513 AB,56,723,0,1,0,0,12,643,69,,0,0,0,0,0,724,115,34,9,105,10,153,15,155,34,14,0,4,0,45,1,29,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Hogeschool InHolland,0518::SB803,2593 AN,1238,687,1,3,0,0,5,619,67,,0,0,0,0,0,691,106,44,7,129,11,115,13,140,36,17,1,0,2,39,0,27,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Tweede Kamer,0518::SB804,2513 AA,64,1231,4,2,0,1,37,1104,97,,0,0,1,0,0,1238,189,74,16,236,18,216,30,272,45,17,0,2,2,71,4,39,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Boekhandel Paagman,0518::SB805,2582 CB,1910,1037,0,3,0,0,4,927,110,,1,0,1,0,0,1041,158,56,18,196,19,216,19,141,66,28,0,0,2,84,1,33,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Centraal Station,0518::SB806,2595 AA,73,2196,3,3,0,1,30,2009,164,,0,0,1,0,0,2203,357,88,41,294,54,357,37,516,139,41,2,25,9,132,7,97,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bibliotheek Transvaal,0518::SB808,2526 JB,1822,434,0,8,0,0,1,351,90,,0,0,0,0,0,442,18,14,25,26,32,98,1,31,6,12,0,138,0,27,0,6,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau HMC Westeinde,0518::SB809,2512 VA,433,457,1,4,0,0,2,421,39,,0,0,0,0,0,462,47,24,16,62,30,85,14,67,25,23,2,18,2,32,0,10,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bibliotheek Ypenburg,0518::SB812,2496 SR,1409,719,3,4,0,5,4,634,83,,0,5,0,0,0,721,55,45,32,130,23,130,28,77,47,23,2,13,2,99,1,12,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bibliotheek Leidschenveen,0518::SB813,2492 JT,1281,1135,2,3,0,1,5,968,168,,0,0,1,0,0,1141,115,73,58,236,33,193,36,105,46,46,4,8,5,153,3,21,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Station Hollands Spoor,0518::SB817,2515 BW,132,1389,4,9,0,0,4,1295,103,,0,0,0,0,0,1402,201,42,33,133,41,215,30,397,94,22,0,42,5,68,6,60,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Francois Vatelschool,0518::SB818,2592 TD,91,109,0,0,0,0,0,99,10,,0,0,0,0,0,109,12,8,7,15,2,21,3,4,6,2,0,0,0,25,1,3,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Centraal Station,0518::SB820,2595 AA,344,1504,5,6,0,3,19,1379,120,,0,0,3,0,0,1518,233,47,13,227,28,223,16,400,88,20,3,14,5,88,1,98,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Boekhandel Paagman,0518::SB822,2582 CB,28,1268,5,2,0,1,8,1121,147,,0,0,1,0,0,1276,147,77,27,296,19,245,33,189,72,31,2,0,5,90,1,34,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Clubhuis De Mussen,0518::SB824,2526 CM,1956,449,0,2,0,0,0,352,99,,0,0,0,0,0,451,12,6,28,13,26,142,15,46,18,3,0,118,0,18,0,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Pulchri Studio,0518::SB828,2514 EA,594,469,2,0,0,0,4,425,42,,0,0,0,0,0,471,70,18,5,120,11,78,7,78,20,8,1,0,0,30,0,23,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau ProDemos,0518::SB829,2511 AA,66,206,0,1,0,0,4,183,20,,0,0,0,0,0,207,30,9,2,31,5,29,2,60,16,3,0,2,1,12,0,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Boekhandel Paagman Centrum,0518::SB830,2511 CM,241,337,1,1,0,0,0,316,23,,0,0,0,0,0,339,44,14,4,66,6,55,9,70,26,6,0,0,3,22,1,11,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Ministerie van Binnenlandse Zaken,0518::SB831,2511 DP,701,1194,1,0,0,0,16,1063,116,,0,0,0,0,0,1195,223,61,13,208,19,200,19,253,51,15,3,5,0,67,0,57,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau KunstHONK,0518::SB833,2513 EB,1773,457,0,1,0,0,0,439,19,,0,0,0,0,0,458,61,13,17,46,22,80,4,107,42,11,1,3,1,35,3,11,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Haagsche Bluf,0518::SB835,2511 CN,681,190,0,0,0,0,0,179,11,,0,0,0,0,0,190,30,6,3,28,5,33,3,41,17,4,1,2,1,10,1,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stemtram (lijn 9),0518::SB850,2544 RG,309,49,0,0,0,0,0,43,6,,0,0,0,0,0,49,5,0,3,6,2,7,2,5,3,3,1,0,0,8,0,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Aruba,0518::SB901,,929,665,0,6,0,0,,,,0,,0,1,,,672,98,385,7,20,2,42,9,57,8,7,2,1,2,24,1,0,1,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Australië,0518::SB902,,1340,959,2,7,0,0,,,,0,,0,1,,,969,195,39,35,130,10,138,37,234,32,6,3,0,8,71,1,20,1,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Curaçao,0518::SB903,,802,362,2,6,0,0,,,,0,,0,0,,,370,101,11,6,73,3,64,12,35,9,12,0,0,3,30,1,2,0,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bondsrepubliek Duitsland,0518::SB904,,12876,7021,12,39,0,0,,,,0,,0,2,,,7074,737,505,293,884,155,1453,148,1359,287,227,5,12,92,692,14,158,2,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Frankrijk,0518::SB905,,5799,3815,5,40,0,0,,,,0,,0,0,,,3860,494,157,94,653,59,662,49,718,321,131,2,0,33,351,2,89,0,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Indonesië,0518::SB906,,238,97,0,0,0,0,,,,0,,0,0,,,97,16,2,6,13,1,16,2,15,1,11,0,0,1,13,0,0,0,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Italië,0518::SB907,,942,509,0,4,0,0,,,,0,,0,0,,,513,74,35,20,67,19,108,6,99,31,4,0,1,2,35,0,8,0,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Nederland,0518::SB908,,28238,13734,16,74,0,12,,,,0,,0,24,,,13848,1882,849,491,2622,230,1935,368,2551,535,335,11,54,74,1458,19,320,8,4
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Nederland,0518::SB909,,0,1244,3,10,0,0,,,,0,,0,0,,,1257,239,84,26,203,19,191,39,286,38,9,2,9,0,61,4,34,0,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sint Maarten,0518::SB910,,99,66,0,0,0,0,,,,0,,0,0,,,66,18,5,0,9,1,17,0,8,0,2,0,0,0,4,0,2,0,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Spanje,0518::SB911,,3320,1900,4,12,0,0,,,,0,,0,2,,,1918,194,78,77,306,31,270,26,270,136,90,0,3,4,389,1,25,1,3
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Groot-Brittannië,0518::SB912,,5271,2682,2,13,0,0,,,,0,,0,3,,,2700,568,128,46,401,47,286,85,797,87,33,7,13,19,95,5,65,3,0
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verenigde Staten van Amerika,0518::SB913,,3663,2331,1,14,0,0,,,,0,,0,0,,,2346,580,118,46,403,31,293,78,473,68,28,4,3,6,159,8,33,0,0
