contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT),Politieke Partij NXD
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Tijl Uilenspiegelschool,0363::SB315,,1379,745,1,6,97,352,36,25,65,95,36,6,2,20,0,4,0,0,1,4,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Tijl Uilenspiegelschool,0363::SB317,,1271,784,1,1,124,342,31,16,71,118,39,10,1,17,11,0,0,3,0,0,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Tijl Uilenspiegelschool,0363::SB318,,1383,778,0,5,128,305,38,17,43,137,66,5,3,22,6,1,0,0,0,4,1,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wachterliedpaviljoen,0363::SB319,,1251,714,0,2,112,270,27,13,55,145,49,0,0,23,7,1,0,0,0,9,0,0,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wachterliedpaviljoen,0363::SB320,,1150,660,3,5,103,236,25,10,64,133,43,6,0,23,3,0,0,1,0,11,1,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Narcis-Queridoschool,0363::SB321,,1508,816,3,2,124,306,45,12,82,129,46,5,1,33,2,2,0,3,2,21,1,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Narcis-Queridoschool,0363::SB322,,1399,725,4,5,79,311,34,9,79,118,39,2,1,27,4,2,0,0,0,16,1,0,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Narcis-Queridoschool,0363::SB323,,1299,697,6,4,94,279,35,9,79,105,47,5,2,31,4,1,0,0,0,5,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Openbare Bibliotheek Amsterdam,0363::SB324,,1081,681,3,9,109,266,19,19,56,131,39,4,2,19,6,0,0,0,0,9,1,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Centrum voor Ouderen De Boeg,0363::SB325,,1053,1062,4,7,144,467,68,25,107,132,49,9,0,35,7,3,0,0,1,12,1,1,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Bos en Lommerschool,0363::SB328,,1486,677,5,5,63,420,24,12,68,53,15,3,0,12,3,2,0,0,0,1,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Bos en Lommerschool,0363::SB329,,1506,719,1,8,52,418,33,22,83,57,14,8,1,15,4,2,0,0,0,7,0,0,1,0,2
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Openbare Bibliotheek Amsterdam,0363::SB332,,1484,691,3,6,119,263,24,24,65,119,45,6,1,9,7,0,0,0,0,5,0,0,1,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Molen van Sloten,0363::SB341,,711,671,2,2,240,132,59,22,57,79,36,6,1,14,5,0,0,0,0,19,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dienstencentrum Maarten Luther,0363::SB342,,735,766,2,5,213,232,68,32,63,85,20,5,2,20,0,4,0,0,0,18,0,1,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Prof. Dr. H. Kraemerschool,0363::SB343,,934,339,1,6,27,195,48,8,23,7,3,2,2,10,2,0,0,0,0,10,0,1,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Prof. Dr. H. Kraemerschool,0363::SB344,,844,389,0,3,48,211,43,6,43,15,1,1,0,5,0,2,0,0,0,11,0,0,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau B.C.O. (voormalige St. Lukasschool),0363::SB345,,1563,1155,5,17,163,418,227,66,119,39,18,11,1,28,4,1,0,1,1,55,1,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Osdorpse Montessorischool,0363::SB346,,973,634,1,5,103,246,112,19,83,20,12,0,0,16,0,0,0,0,0,22,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor,0363::SB347,,914,703,7,3,121,293,65,20,81,62,14,8,1,18,3,1,0,0,0,15,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dienstencentrum Osdorperhof,0363::SB348,,1046,629,4,2,128,188,82,40,67,60,18,8,2,17,2,2,0,1,0,13,1,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dienstencentrum Osdorperhof,0363::SB349,,992,634,3,4,132,214,77,23,62,52,20,16,1,18,4,0,0,1,0,10,0,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gymlokaal Ichthusschool,0363::SB350,,881,654,0,1,121,181,117,37,93,23,10,5,3,16,4,0,0,0,0,40,0,1,0,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verenigingsruimte NIVON,0363::SB351,,1178,503,1,8,71,265,45,18,27,25,7,3,0,11,2,0,0,1,3,23,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zorgcentrum Leo Polak,0363::SB352,,918,555,2,3,170,193,76,15,33,18,8,5,0,10,0,1,0,1,3,20,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zorgcentrum Leo Polak,0363::SB353,,894,557,1,5,148,197,79,28,42,28,9,1,2,9,0,0,0,0,0,14,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Kikker,0363::SB354,,1277,713,2,7,95,357,71,22,80,32,17,4,3,7,1,1,0,0,1,17,0,0,0,5,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Kikker,0363::SB355,,1284,597,0,7,65,330,69,18,48,25,5,5,0,9,4,1,0,0,0,16,0,0,0,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Kikker,0363::SB356,,1300,546,2,8,54,312,40,21,47,34,8,4,4,10,2,0,0,1,1,7,0,0,0,0,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool de Odyssee,0363::SB357,,1458,1062,0,3,305,401,78,45,63,108,30,4,0,10,2,1,0,0,0,12,1,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gymlokaal St Paulusschool,0363::SB358,,1371,772,1,6,152,316,72,30,90,63,20,9,0,6,3,1,0,0,0,8,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurthuis De Aker,0363::SB359,,1481,818,2,4,163,316,110,19,78,30,26,14,2,16,4,0,0,2,0,30,0,1,2,4,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurthuis De Aker,0363::SB360,,1599,929,1,7,180,357,147,50,76,40,11,9,3,22,1,3,0,3,0,22,1,0,1,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Schoolgebouw,0363::SB362,,769,413,4,2,72,156,45,21,45,24,12,9,1,14,0,0,1,0,1,11,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Schoolgebouw,0363::SB363,,1079,422,1,1,55,160,68,18,34,29,9,7,1,18,1,1,0,0,2,13,0,1,3,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Schoolgebouw (hoofdingang),0363::SB364,,1016,738,1,4,184,263,106,18,48,50,11,9,1,17,3,1,0,1,3,21,1,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Schoolgebouw (hoofdingang),0363::SB365,,1071,697,1,3,192,225,75,26,60,63,18,5,0,12,0,0,0,0,0,20,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Horizon,0363::SB366,,1172,817,0,4,207,320,58,20,73,78,14,8,0,13,4,0,0,1,1,13,0,0,1,6,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Horizon,0363::SB367,,1176,786,3,0,167,277,75,23,71,95,22,21,0,11,5,1,0,0,1,16,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Horizon,0363::SB368,,1194,768,1,1,204,279,94,23,36,76,11,14,0,11,3,1,0,0,1,14,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Het Groeipaleis,0363::SB369,,1478,994,1,6,178,370,169,24,108,36,17,7,0,32,0,1,0,0,1,37,1,0,5,5,3
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor,0363::SB371,,974,689,3,7,136,275,84,36,61,35,15,3,1,19,3,1,0,1,0,16,0,1,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Meer en Oever,0363::SB373,,1399,556,0,3,144,212,38,24,47,55,13,6,2,7,2,0,0,0,0,5,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gymlokaal St Paulusschool,0363::SB377,,1444,764,4,7,134,363,69,23,75,66,10,7,1,5,2,0,0,1,1,6,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Spaarndammerhout,0363::SB391,,1359,722,4,5,47,301,53,6,69,115,61,7,4,33,12,1,1,0,0,9,0,0,1,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Spaarndammerhout,0363::SB392,,1431,753,8,2,67,305,39,6,94,115,66,4,2,31,6,2,0,0,0,10,0,0,4,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Spaarndammerhout,0363::SB393,,1421,736,7,3,77,304,50,8,79,102,57,7,1,28,11,2,0,0,0,7,0,0,3,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Bogt Westerbeer,0363::SB394,,1437,909,3,7,117,332,92,16,106,114,66,8,2,37,2,1,2,0,0,8,0,1,2,2,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Bogt Westerbeer,0363::SB395,,1299,880,3,2,89,343,81,14,109,99,64,5,1,46,10,4,0,0,0,14,0,0,0,0,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Zeeheld,0363::SB396,,1022,664,4,2,107,241,17,3,90,113,49,4,0,23,6,2,0,0,0,6,0,0,2,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Zeeheld,0363::SB397,,884,630,2,3,86,247,23,7,61,100,61,3,0,30,5,1,0,0,0,4,1,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Koperen Knoop,0363::SB398,,1224,1100,4,7,153,385,78,20,127,185,70,3,1,43,7,5,0,1,0,16,0,0,4,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Amsta locatie De Poort,0363::SB399,,1186,830,2,0,166,255,38,13,76,178,52,2,0,29,10,0,0,1,0,8,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Amsta locatie De Werf,0363::SB400,,828,577,1,4,65,208,35,17,66,83,48,2,1,36,5,3,0,1,1,5,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Westerparkschool,0363::SB401,,1483,971,1,3,112,390,52,5,113,139,82,3,0,40,10,4,0,0,2,13,0,0,5,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Bron,0363::SB402,,1033,754,2,10,108,241,34,5,106,144,59,2,1,39,7,2,0,0,0,4,1,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Westerparkschool,0363::SB403,,1514,979,2,8,90,395,43,8,132,142,96,1,0,38,11,2,0,1,0,13,2,0,4,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Bron,0363::SB405,,1123,766,1,4,101,276,28,12,95,132,62,3,1,41,5,1,0,1,0,5,0,1,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Van Hogendorphal,0363::SB406,,1426,693,3,1,111,241,40,9,73,121,53,3,0,30,5,1,0,0,0,3,1,0,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Van Hogendorphal,0363::SB407,,1510,703,2,1,98,252,29,6,70,117,73,1,1,36,7,3,0,1,0,4,1,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Amsta locatie De Poort,0363::SB409,,1198,778,1,2,166,218,33,13,58,171,67,4,0,28,11,0,0,2,1,5,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Marcanti College,0363::SB410,,767,582,0,0,96,219,36,4,71,72,42,1,1,26,2,3,0,0,0,9,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dependance Westerparkschool,0363::SB411,,1378,1028,1,3,131,397,36,6,97,192,89,2,0,60,9,1,0,1,1,5,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dependance Westerparkschool,0363::SB413,,1294,1053,2,2,165,366,33,9,100,223,89,3,0,43,5,4,0,1,1,10,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Openbare Bibliotheek Amsterdam,0363::SB414,,1598,978,2,4,129,369,31,5,108,188,88,2,0,41,4,3,0,0,0,7,0,0,1,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau ASV Bilderdijkpark,0363::SB421,,1337,1090,1,1,184,363,43,23,125,212,50,7,0,47,7,5,0,1,1,10,2,1,5,4,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Schoolgebouw Winterkoninkje,0363::SB422,,1566,1042,1,10,153,332,34,15,126,202,109,3,0,42,10,2,0,1,0,8,1,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Schoolgebouw Winterkoninkje,0363::SB423,,1556,1042,6,1,143,405,39,8,129,182,62,2,0,57,4,1,0,3,0,5,0,0,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Schoolgebouw ROC,0363::SB424,,1511,936,2,1,245,279,31,18,70,162,73,1,1,29,4,5,0,1,0,13,0,1,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Schoolgebouw ROC,0363::SB425,,1465,1074,5,2,253,331,23,15,106,213,71,7,2,35,4,1,0,0,0,10,0,0,3,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum De Klinker,0363::SB426,,1308,885,4,7,132,356,46,8,118,113,50,5,0,39,4,3,0,2,1,6,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum De Klinker,0363::SB427,,1428,921,2,4,114,384,71,12,101,144,40,7,1,33,2,0,0,1,2,8,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum De Klinker,0363::SB428,,1293,921,1,7,137,327,74,15,88,141,53,9,0,35,6,0,1,2,0,25,1,0,4,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Leonardo da Vinci school,0363::SB430,,1548,1007,3,3,260,285,29,8,89,217,55,1,0,40,7,3,0,0,0,10,1,0,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Mentrum,0363::SB431,,1472,1324,4,0,319,392,26,20,87,284,102,10,1,56,12,5,0,0,0,7,0,0,2,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Mentrum,0363::SB432,,1507,1189,1,0,291,360,26,16,93,232,97,7,4,41,3,3,0,1,0,9,0,0,3,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Vondelstede,0363::SB433,,1598,1179,1,2,349,352,20,17,71,248,68,5,1,38,3,1,0,0,0,5,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wackersacademie,0363::SB436,,1489,967,4,6,240,289,16,15,81,204,66,3,0,36,4,2,0,0,1,9,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wackersacademie,0363::SB437,,1547,957,0,2,228,253,33,14,83,229,67,1,1,32,4,2,0,0,0,9,0,1,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wackersacademie,0363::SB438,,1489,991,1,0,289,256,23,14,78,218,59,5,0,28,14,1,0,0,0,4,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Annie M.G. Schmidt,0363::SB439,,1455,1199,1,1,295,348,31,16,101,239,90,5,2,52,7,2,1,0,1,5,0,1,2,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Annie M.G. Schmidt,0363::SB440,,1402,1266,2,3,304,357,30,13,86,295,83,16,2,52,6,2,0,3,2,12,0,0,2,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Nieuw Vredenburgh,0363::SB461,,1421,851,2,3,158,277,33,16,85,152,58,8,0,42,4,2,0,1,0,14,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Aslan Muziekcentrum,0363::SB462,,1196,1081,2,3,224,322,40,18,82,259,78,6,0,30,5,2,1,1,1,11,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School As Siddieq,0363::SB463,,1467,805,0,3,122,310,34,9,72,148,53,4,0,32,11,1,0,0,0,7,0,0,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Joop Westerweelschool,0363::SB464,,1392,830,4,5,118,348,33,17,57,153,60,7,0,20,6,3,0,1,0,4,1,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Joop Westerweelschool,0363::SB465,,1524,836,3,8,115,337,47,14,75,142,58,9,2,24,4,4,0,0,0,1,0,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Meidoorn,0363::SB466,,1368,1273,3,6,181,482,39,23,120,246,88,10,2,50,6,1,2,0,1,12,0,1,5,4,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurthuis De Tulp,0363::SB468,,1207,683,1,1,154,225,25,9,47,152,37,2,2,20,3,0,0,0,0,6,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Rosa Boekdrukkerschool,0363::SB470,,1340,689,4,2,100,261,37,8,59,138,48,2,0,16,12,0,0,0,1,7,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Rosa Boekdrukkerschool,0363::SB471,,1389,726,5,3,90,288,40,12,81,105,52,4,0,34,7,2,0,0,0,9,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Rosa Boekdrukkerschool,0363::SB472,,1391,764,2,7,97,283,40,13,74,151,64,4,0,24,6,0,0,0,0,4,1,0,2,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Roos,0363::SB474,,1439,1022,1,4,220,300,29,11,56,254,90,15,1,30,7,1,0,2,0,2,1,1,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Roos,0363::SB475,,1473,1046,2,1,216,350,34,15,75,222,82,9,1,26,4,2,0,0,0,9,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Roos,0363::SB476,,1339,1175,5,6,215,353,50,30,100,270,82,11,1,43,3,0,0,0,0,16,0,1,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurthuis De Tulp,0363::SB477,,1204,743,1,1,176,192,55,13,52,144,51,9,3,32,7,0,0,1,1,5,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor,0363::SB479,,1578,1249,3,5,241,433,41,17,88,274,73,16,1,41,12,1,0,1,0,5,1,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dr. J. Th. de Visserschool,0363::SB481,,1575,995,7,11,125,429,66,19,101,113,61,14,1,42,3,1,0,3,0,13,0,0,2,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Nieuw Vredenburgh,0363::SB482,,1236,867,0,4,159,280,48,12,84,168,58,7,1,36,6,2,1,0,0,5,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Joop Westerweelschool,0363::SB483,,1498,909,1,5,153,325,32,18,80,191,55,5,0,28,5,3,0,0,0,12,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Huizingaschool - gymgebouw,0363::SB491,,921,465,3,1,43,229,43,30,58,26,14,5,1,4,3,0,0,0,2,7,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Huizingaschool - gymgebouw,0363::SB492,,895,437,2,6,46,210,54,19,42,23,16,1,0,5,3,0,0,2,0,16,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zorgcentrum De Schutse,0363::SB493,,745,511,3,4,114,151,29,41,37,50,22,13,3,22,2,1,0,0,2,22,0,1,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau BSO De Groeiwereld,0363::SB494,,1040,721,4,0,171,257,43,27,34,102,48,4,0,13,5,2,0,0,1,13,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Pro Regeschool,0363::SB495,,820,598,1,2,83,247,31,31,57,67,45,8,3,18,2,2,0,1,0,2,1,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor,0363::SB496,,999,783,4,3,118,269,88,35,83,84,38,11,4,27,1,3,0,0,2,18,1,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor,0363::SB497,,1003,788,3,4,120,340,55,26,62,87,26,13,1,22,5,2,0,1,1,23,0,0,2,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Drie Hoven,0363::SB498,,914,563,2,5,99,229,60,25,53,34,21,7,0,16,0,0,0,0,0,17,0,0,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Drie Hoven,0363::SB499,,1012,572,0,2,79,248,50,22,48,45,19,10,0,24,4,0,0,0,2,20,0,0,1,0,0
