contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Complex Zonnetrap,0599::SB307,3076 CM,1416,731,0,6,0,0,0,684,53,0,0,0,0,0,737,48,98,32,33,86,38,10,29,67,32,52,41,9,3,153
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Vredeskerk,0599::SB308,3075 HH,2155,796,2,8,0,2,0,726,82,0,0,2,0,0,808,25,120,13,13,72,109,6,18,54,37,48,38,11,4,228
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Kubus,0599::SB309,3079 KG,1565,798,2,7,0,0,0,727,80,0,0,0,0,0,807,64,62,34,34,49,27,103,51,40,29,32,34,8,3,228
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Vegelinssteyn,0599::SB310,3079 JH,1876,589,3,9,0,0,0,565,38,2,0,2,0,0,603,33,98,23,22,53,36,10,22,34,23,45,29,1,6,154
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sportvereniging Atomium '61,0599::SB311,3075 ZK,910,445,1,1,0,0,0,414,33,0,0,0,0,0,447,15,99,13,16,34,40,4,9,23,38,28,16,0,0,110
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ontmoetingsruimte De Beukenhorst,0599::SB312,3075 LC,1948,895,1,4,0,0,0,811,89,0,0,0,0,0,900,61,142,41,19,74,75,7,28,94,48,61,65,7,6,167
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ruysdaelgebouw,0599::SB313,3077 MK,1173,509,0,0,0,0,3,467,39,0,0,0,0,0,509,79,35,40,14,57,25,2,9,48,17,41,28,11,4,99
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Jeugdcentrum CJV Feijenoord,0599::SB314,3071 JJ,1568,659,5,16,0,3,0,554,129,0,0,3,0,0,683,20,43,36,14,74,33,1,10,107,24,11,223,28,2,33
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sporthal De Enk,0599::SB315,3075 VC,762,391,1,3,0,0,0,354,41,0,0,0,0,0,395,17,111,10,10,35,29,3,10,23,15,32,20,2,1,73
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Nieuwe Haven,0599::SB316,3071 LE,2546,1218,1,5,0,0,2,1119,103,0,0,0,0,0,1224,173,62,151,40,106,76,4,33,230,110,33,45,15,2,138
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Meerweide,0599::SB317,3078 RC,989,484,2,6,0,0,0,461,32,1,0,1,0,0,493,30,55,20,62,72,36,2,11,30,35,42,17,2,1,69
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Leger des Heils,0599::SB319,3073 KP,2430,700,2,9,0,0,0,619,92,0,0,0,0,0,711,14,60,35,14,50,54,2,20,49,27,21,231,22,5,96
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sporthal Wielewaal,0599::SB320,3084 RV,913,282,0,0,0,0,0,264,18,0,0,0,0,0,282,7,59,10,5,28,31,12,8,13,16,13,2,2,1,75
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sportspeeltuin Hillesluis,0599::SB321,3074 WX,1090,348,3,2,0,0,0,299,54,0,0,0,0,0,353,4,32,13,5,23,19,1,8,25,6,11,155,15,0,31
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Oranjehof / Lombarde,0599::SB322,3076 DK,1117,504,1,5,0,3,1,469,44,0,0,4,0,1,514,52,61,25,43,43,30,5,18,47,19,26,12,5,0,118
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huiskamer van de wijk Riederkwartier,0599::SB323,3074 TN,1938,533,1,8,0,0,0,450,92,0,0,0,0,0,542,12,30,24,7,42,25,12,9,44,15,12,232,38,0,31
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sporthal Persoonsdam,0599::SB324,3071 EE,2221,581,2,10,0,0,0,484,109,0,0,0,0,0,593,18,37,26,6,53,29,9,18,71,13,18,229,28,2,24
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Open Hofkerk Charlois,0599::SB325,3086 GJ,2543,828,2,13,0,0,0,738,102,0,3,0,3,0,840,46,85,21,31,91,82,1,30,70,26,45,127,42,4,127
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Koningskerk,0599::SB326,3071 JX,2013,778,2,3,0,0,2,701,80,0,0,0,0,0,783,120,37,106,31,89,44,1,29,117,40,26,34,3,5,96
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Zalmplaat,0599::SB327,3192 SE,1951,941,0,3,0,0,0,837,107,0,0,0,0,0,944,107,103,39,62,67,53,4,36,66,28,82,9,6,8,271
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Beukenhorst,0599::SB328,3085 WZ,2050,651,1,4,0,2,0,573,85,0,0,2,0,0,658,45,85,37,22,70,40,5,26,48,24,55,51,3,2,138
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB329,3086 BJ,3028,746,4,10,0,0,0,687,74,1,0,1,0,0,761,52,83,33,36,104,53,14,22,49,27,36,114,13,7,103
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Bethelkerk,0599::SB330,3085 HR,2769,1092,3,2,0,4,0,982,119,0,0,4,0,0,1101,74,140,36,55,105,79,22,52,76,54,60,83,26,6,224
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Oleander,0599::SB331,3073 JX,2076,647,3,9,0,1,0,527,133,0,0,1,0,0,660,16,31,11,9,38,21,2,4,35,13,9,400,33,0,25
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB332,3086 LW,2846,947,0,6,0,0,0,829,124,0,0,0,0,0,953,81,96,33,23,86,46,8,44,69,34,43,198,27,3,156
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Serviceflat Westerstein,0599::SB333,3192 SH,1568,576,1,9,0,0,1,542,43,0,0,0,0,0,586,36,64,32,24,58,57,17,18,46,26,49,18,2,5,124
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool 't Prisma,0599::SB335,3194 TB,2518,1007,1,5,0,2,0,891,120,0,2,0,0,0,1011,88,134,41,36,83,70,2,21,62,51,54,27,9,4,325
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Verzamelgebouw 't Klooster (Voorheen LCC 't Klooster),0599::SB337,3072 EA,1742,580,3,16,12,12,0,473,102,0,24,0,0,0,575,18,36,20,7,36,32,1,6,32,18,13,286,37,3,35
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB338,3079 JJ,1451,514,0,1,0,0,0,456,60,0,0,0,0,0,516,34,56,22,18,39,33,12,20,44,30,20,46,5,0,135
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB341,3085 NN,2848,754,1,4,0,0,0,687,72,0,0,0,0,0,759,29,114,22,28,89,72,9,12,71,28,33,116,18,0,113
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Prins Willem Alexander,0599::SB342,3078 CK,990,365,0,9,0,0,0,316,58,0,0,0,0,0,374,15,43,21,23,33,17,7,20,24,9,17,70,13,0,53
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Petrus Datheen,0599::SB343,3079 SK,1010,395,1,3,0,0,0,356,43,0,0,0,0,0,399,24,59,11,23,39,36,26,15,14,16,29,25,2,0,76
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hannie Dekhuijzen,0599::SB344,3084 NN,1433,473,1,5,0,0,0,424,55,0,0,0,0,0,479,23,79,26,9,45,31,0,16,48,27,27,47,14,0,81
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB347,3074 SZ,2022,556,1,6,0,10,0,472,101,0,0,10,0,0,573,14,38,40,8,43,31,3,17,45,16,12,221,32,4,32
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huiskamer Slaghekbuurt,0599::SB348,3074 TN,2198,565,10,12,0,1,0,503,83,0,1,0,0,0,586,14,14,26,3,47,19,4,10,46,16,11,273,47,0,35
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB351,3077 HA,2330,687,1,9,0,0,0,607,90,0,0,0,0,0,697,19,118,18,14,51,61,0,28,41,27,42,57,6,5,200
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Meeuwenhof,0599::SB352,3192 TN,2487,865,2,4,0,7,0,800,78,0,0,7,0,0,878,86,122,37,42,85,53,7,30,48,47,85,11,7,5,200
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau M.F.C. Boomgaardshoek,0599::SB353,3191 RA,1349,817,4,6,0,2,0,758,67,0,2,0,0,0,825,83,87,37,31,68,65,6,18,46,39,68,6,1,5,257
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Irene,0599::SB354,3073 LJ,2270,793,5,7,0,0,0,716,94,0,0,5,0,0,810,38,137,30,8,49,64,3,15,43,25,47,136,30,1,167
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huurdersplatform Lombardijen,0599::SB355,3076 KW,1656,484,3,6,0,0,0,444,49,0,0,0,0,0,493,43,58,19,12,49,22,8,22,32,20,14,67,21,3,94
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau IJsselburgh,0599::SB357,3077 CJ,3320,852,4,3,1,0,0,764,96,0,0,1,0,0,860,32,139,33,26,90,68,8,25,60,36,55,58,12,1,209
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stichting De Wereld op Zuid,0599::SB360,3085 DT,1715,625,5,4,0,1,0,575,60,0,0,1,0,0,635,40,98,19,23,62,50,2,16,45,26,35,109,16,1,83
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Mare,0599::SB361,3075 SB,2177,746,2,2,0,0,0,661,89,0,0,0,0,0,750,27,137,23,27,44,65,9,15,66,40,56,34,4,3,196
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Schuilburgh,0599::SB362,3079 NG,919,367,0,0,0,1,0,351,17,0,0,1,0,0,368,46,47,13,24,36,23,16,21,16,18,28,11,0,0,68
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB363,3083 AM,1245,398,0,6,0,0,0,349,55,0,0,0,0,0,404,21,76,9,7,35,37,3,11,22,20,23,37,15,0,82
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de wijk De Focus,0599::SB364,3077 RE,3054,940,2,6,0,1,0,812,137,0,0,1,0,0,949,74,122,21,23,71,68,4,46,61,31,65,60,16,9,269
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Zorgcentrum De Steenplaat,0599::SB365,3071 CL,868,275,2,5,0,0,0,242,40,0,0,0,0,0,282,5,18,12,0,40,17,0,3,24,10,10,113,11,0,12
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB367,3071 ZG,2109,823,2,13,0,0,0,722,116,0,0,0,0,0,838,71,70,36,17,94,50,6,29,125,33,18,156,32,3,83
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Jan Meertens,0599::SB368,3076 SH,1895,549,2,4,0,0,0,502,53,0,0,0,0,0,555,19,89,35,22,42,36,5,30,42,31,29,43,8,1,117
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB369,3073 GZ,2000,526,3,5,0,18,0,431,85,0,18,0,0,0,516,7,38,15,9,27,28,3,12,44,12,10,242,28,2,49
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Villa Vonk,0599::SB370,3194 GS,978,141,0,2,0,0,0,126,17,0,0,0,0,0,143,9,23,6,4,11,12,0,2,7,7,11,8,1,1,39
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Pijler,0599::SB371,3071 MA,1813,978,6,2,0,1,0,886,99,0,1,0,0,0,985,124,23,203,31,115,40,5,24,166,61,27,58,18,3,80
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Aquarium- en Vijververeniging Groot Hoogvliet,0599::SB372,3192 GE,914,459,1,3,0,0,0,426,37,0,0,0,0,0,463,28,56,13,35,53,33,21,14,17,23,51,6,2,1,106
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de wijk de Zevensprong (voorheen LCC De Zevensprong),0599::SB373,3193 EL,1365,496,2,6,0,1,0,450,55,0,0,1,0,0,505,32,85,20,34,47,26,3,12,25,19,33,23,6,2,129
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB375,3082 MH,2184,636,0,0,0,2,0,583,51,0,2,0,0,0,634,45,53,27,33,75,46,12,44,76,35,38,40,3,2,107
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Laurens Maasveld,0599::SB377,3072 HS,1471,484,1,9,0,0,0,437,57,0,0,0,0,0,494,32,47,28,11,52,14,5,13,55,26,20,117,20,1,43
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Millinxparkhuis,0599::SB378,3081 PE,2028,434,2,2,0,1,1,394,44,0,0,0,0,0,439,24,27,30,13,52,21,5,17,59,24,11,102,9,1,39
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Het Lichtpunt,0599::SB379,3076 LZ,1474,349,0,2,0,1,0,309,41,0,1,0,0,0,350,14,50,15,7,40,31,2,10,19,14,12,68,17,1,49
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB380,3081 HZ,2497,745,3,2,0,1,3,655,95,2,0,3,0,0,753,28,77,40,18,71,52,12,28,78,30,23,139,47,3,99
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Laurens Aesopus,0599::SB381,3076 BA,1294,379,2,1,0,0,0,352,30,0,0,0,0,0,382,31,63,16,20,37,23,6,10,29,21,32,16,1,4,70
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Oud-Charlois,0599::SB382,3082 CE,2225,883,1,9,0,1,0,803,91,0,0,1,0,0,894,41,84,34,24,87,67,5,28,114,51,33,170,32,3,110
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Senioren Vereniging ""Zalmplaat""",0599::SB383,3192 GE,1088,412,1,2,0,0,0,390,25,0,0,0,0,0,415,27,62,19,27,35,32,9,12,21,18,42,9,1,1,97
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sonneburgh,0599::SB385,3078 PG,1285,628,1,6,0,0,0,581,54,0,0,0,0,0,635,29,91,24,61,56,46,9,30,28,31,79,5,4,3,132
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Islemunda,0599::SB386,3078 AK,1069,515,1,6,0,0,0,480,42,0,0,0,0,0,522,33,49,21,17,57,38,8,20,45,29,56,26,3,1,112
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Lombardijen,0599::SB387,3076 AG,919,451,3,8,0,0,0,407,54,0,1,0,0,0,461,18,47,22,17,45,30,9,7,30,12,18,94,11,1,90
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymzaal bs De Klaver (Dependance),0599::SB389,3081 ZD,1568,397,1,1,0,3,0,362,40,0,0,3,0,0,402,19,53,22,11,46,25,6,21,42,27,14,37,19,0,55
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Nancy Zeelenberg,0599::SB391,3083 NA,2002,546,3,4,0,0,0,503,48,0,2,0,2,0,551,27,60,26,12,52,38,11,26,60,37,22,62,11,0,102
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB393,3191 TG,2899,1004,2,8,0,3,0,908,109,0,0,3,0,0,1017,87,143,46,45,74,59,14,35,59,33,90,16,3,2,298
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB394,3084 NN,714,167,0,1,0,0,0,151,17,0,0,0,0,0,168,14,13,12,2,25,10,1,8,9,5,5,25,1,1,36
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Bassischool De Triangel,0599::SB397,3082 WL,928,438,0,5,0,0,2,397,44,0,0,0,0,0,443,29,41,27,9,32,27,13,23,46,31,16,62,8,0,74
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Kulk,0599::SB398,3191 VK,648,321,2,3,0,0,0,298,27,0,1,0,0,0,325,21,52,9,14,45,18,5,11,14,14,34,8,1,2,73
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Laurens Dijkveld,0599::SB399,3079 EG,2248,877,0,5,0,1,1,786,96,0,0,0,0,0,883,52,90,46,35,76,63,28,46,78,44,57,52,12,8,190
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Woongebouw De Kreek,0599::SB401,3079 BD,979,377,1,0,0,0,0,333,45,0,0,0,0,0,378,15,55,8,10,46,25,7,14,35,15,20,58,2,1,66
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau M.F.C. Boomgaardshoek,0599::SB402,3191 RA,1530,666,1,1,0,0,0,611,58,0,0,0,0,0,669,77,53,28,26,67,33,5,21,64,30,46,5,0,4,207
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Villa Vonk,0599::SB404,3194 GS,1159,466,0,4,0,1,0,429,42,0,0,1,0,0,471,34,73,11,13,52,23,9,14,22,10,32,39,8,4,122
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Wilhelmina Charlois,0599::SB405,3082 KZ,1967,660,2,2,0,1,0,595,68,0,1,0,0,0,663,33,68,34,20,53,47,18,42,87,43,32,61,12,1,109
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Waelestein,0599::SB407,3082 PX,467,229,1,0,0,0,0,205,24,0,1,0,0,0,229,14,23,12,6,24,12,10,18,33,11,16,15,0,0,35
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Huiskamer op Heijplaat,0599::SB408,3089 TE,1100,528,0,2,0,0,0,482,48,0,0,0,0,0,530,34,90,35,18,36,67,0,11,41,29,31,11,0,3,122
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Siloam,0599::SB409,3192 KE,2428,890,1,7,0,0,0,825,73,0,0,0,0,0,898,66,108,48,63,80,70,12,47,47,46,76,7,4,6,210
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Speeltuin Varkenoord,0599::SB411,3078 WP,2420,897,4,4,1,0,0,799,105,0,1,0,0,0,904,60,140,54,30,69,78,14,37,57,44,40,18,4,3,249
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentelocatie Pernis,0599::SB412,3195 VP,1852,824,1,1,0,0,1,750,75,0,0,0,0,0,826,81,130,19,76,50,44,9,39,35,31,57,5,1,1,246
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool 't Prisma,0599::SB413,3193 TB,1133,432,0,0,0,0,0,386,46,0,0,0,0,0,432,16,80,20,28,44,24,8,20,28,14,37,16,3,0,94
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Laurens Simeon en Anna,0599::SB415,3075 NN,1265,491,2,1,0,0,2,441,51,0,0,0,0,0,494,30,51,26,11,41,37,2,20,51,32,19,61,4,0,106
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentelocatie Rozenburg,0599::SB416,3181 HR,1365,1024,2,6,0,3,1,948,86,0,0,3,0,0,1035,115,136,42,78,83,50,6,45,37,48,79,22,4,1,278
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Regenboog Rozenburg,0599::SB419,3181 SL,1580,780,2,3,0,0,0,726,59,0,0,0,0,0,785,112,99,40,43,52,51,12,32,39,33,52,7,0,7,201
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Brandweerkazerne,0599::SB421,3181 DA,2668,1054,0,1,0,1,0,961,95,0,0,1,0,0,1056,133,123,32,73,71,62,10,45,46,34,91,5,1,2,326
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau WZC Blankenburg,0599::SB422,3181 BC,2800,1165,3,2,0,0,0,1071,99,0,0,0,0,0,1170,128,135,39,94,107,68,3,50,44,39,95,28,1,6,328
